block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,20386000,269330,13190843.178398933,attack,1861
2,24973000,32800,21166244.731015224,attack,1853
3,37880000,8656400,40316400.0,attack,1882
4,98130000,15288000,76228000.0,attack,1873
5,43103000,43600,41624800.0,attack,1868
6,118724000,361100,89069800.0,attack,1880
7,18332000,604500,15320800.0,attack,1877
8,104690000,498800,61957800.0,attack,1880
9,142367001,4664600,103885600.0,attack,1862
10,79165000,27600,77678800.0,attack,1860
11,26582000,2285630,25267630.0,attack,1859
12,88075000,4489300,49496200.0,attack,1865
13,18705000,791200,17213200.0,attack,1871
14,42223000,34700,42257700.0,normal,1891
15,24745000,0,24745000.0,attack,1855
16,53263000,1546520,50840520.0,attack,1871
17,79007000,13882000,58569000.0,attack,1867
18,38860000,773000,37237000.0,attack,1885
19,58727000,559400,55054700.0,attack,1884
20,22377000,199400,19965700.0,attack,1853
21,14270000,959000,15229000.0,normal,1893
22,76738000,324000,71977200.0,attack,1853
23,24633000,442800,23460800.0,attack,1861
24,82310000,69400,80444700.0,attack,1859
25,140339001,610800,97916900.0,attack,1879
26,58408000,713840,53874140.0,attack,1859
27,160892000,9113640,160685640.0,attack,1870
28,99230000,328000,98934000.0,attack,1883
29,65527000,4840000,64053200.0,attack,1880
30,43559000,1390200,41904200.0,attack,1867
31,18728000,191400,17234600.0,attack,1862
32,40138000,558900,40696900.0,normal,1888
33,28901000,118030,26462830.0,attack,1851
34,37183000,17895000,55078000.0,normal,1892
35,21075000,329100,20343400.0,attack,1857
36,57616000,0,57616000.0,attack,1870
37,108291001,670400,65705400.0,attack,1878
38,100787000,148900,99771300.0,attack,1872
39,67330000,231700,64261700.0,attack,1866
40,48807000,74500,48881500.0,normal,1890
41,68737000,178230,68915230.0,normal,1893
42,74160000,611980,68404080.0,attack,1883
43,30540000,0,30540000.0,normal,1894
44,50532000,12780,31538390.0,attack,1851
45,109544000,65900,109609900.0,normal,1889
46,55242000,381500,36477500.0,attack,1865
47,57154000,1727400,57271400.0,attack,1854
48,27309000,2687000,25017000.0,attack,1865
49,53530000,140000,50009300.0,attack,1856
50,66190000,47200,66237200.0,normal,1896
