block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1075480000,48413380,normal,59
2,1095110000,43181870,normal,58
3,1122400000,68656430,normal,88
4,1282940000,30536040,normal,76
5,1231983000,51611230,normal,78
6,1461260000,32956800,normal,81
7,1247050000,18542020,normal,63
8,1165459000,56650740,normal,78
9,1244700000,19999900,normal,54
10,983180000,58645620,normal,60
11,1405083000,9922000,normal,71
12,1190520000,15901470,normal,54
13,1014790000,48372340,normal,83
14,1022703000,128499720,normal,77
15,1351130000,51266090,normal,89
16,989464000,103632700,normal,79
17,1150740000,140243830,normal,66
18,1424831000,44700000,normal,63
19,965100000,33459440,normal,60
20,1158020000,56342540,normal,99
21,1336150000,40883330,normal,64
22,1078907000,72993500,normal,61
23,1140610000,45151600,normal,68
24,1183719000,118558730,normal,67
25,1224750000,51654350,normal,66
26,1183480000,48353340,normal,53
27,1168470000,12724670,normal,95
28,1062760000,43568590,normal,76
29,1266230000,42587170,normal,93
30,1402590000,44520300,normal,85
31,1047887000,33995500,normal,60
32,930170000,60943000,normal,89
33,1459920000,73095400,normal,89
34,1254670000,61127000,normal,66
35,1361508000,56162020,normal,76
36,1036330000,87831550,normal,62
37,1039533000,47557900,normal,81
38,1371070000,52730120,normal,71
39,1131630000,50686300,attack,51
40,1345400000,35416590,normal,74
41,1379270000,8054980,normal,79
42,1118220000,95416200,normal,64
43,1285703000,55592200,normal,72
44,1318116000,79399540,normal,71
45,851443000,126382120,normal,65
46,1164400000,68421500,normal,70
47,1396930000,37245290,normal,91
48,1247600000,8671300,normal,76
49,1007660000,68268300,normal,72
50,1105070000,40635000,normal,82
