block_id,total_gas,total_mev_captured,validator_type,validator_id
1,551905000,25138160,attack,306
2,1051800000,40171600,normal,321
3,867140000,51775500,attack,311
4,697890000,58098020,normal,345
5,591835000,87760600,normal,328
6,522370000,25285100,attack,317
7,877270000,22573560,normal,342
8,598100000,18505880,normal,342
9,680320000,19731600,normal,330
10,772060000,78682240,normal,338
11,659920000,65512240,normal,344
12,718200000,3892300,attack,317
13,941600000,5269600,normal,337
14,752030000,16889500,attack,320
15,655750000,48347500,attack,315
16,530600000,25993910,attack,310
17,862680000,35722560,normal,333
18,850900000,6030730,attack,307
19,748617000,51665500,attack,311
20,610000000,4954300,attack,311
21,764770000,36699930,attack,319
22,834660000,42316500,normal,332
23,687800000,30810850,attack,302
24,850750000,25158290,attack,311
25,817977000,48547600,normal,340
26,684280000,26381000,attack,317
27,701500000,2511340,normal,337
28,521500000,54235700,attack,314
29,811900000,1882790,normal,326
30,837510000,7561300,normal,330
31,971410000,64344000,normal,327
32,754800000,8541280,normal,338
33,769610000,56340960,normal,350
34,736273000,18923500,attack,311
35,714070000,37220600,normal,331
36,555700000,16898400,attack,304
37,719231000,51311000,normal,332
38,649060000,40405170,normal,328
39,525948000,22076300,attack,314
40,686400000,8980230,attack,303
41,739350000,38908200,normal,333
42,611960000,26214500,attack,302
43,772620000,20096330,normal,340
44,666100000,34519840,normal,322
45,587900000,741850,normal,322
46,714953000,46043100,normal,331
47,530600000,48660400,normal,321
48,728680000,36556710,normal,322
49,968580000,71930400,normal,344
50,1030070000,51250080,normal,327
