block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1864270400,639400,1040086459.5711815,attack,2351
2,2107001556,681100,1223430954.6463318,attack,2352
3,2107002732,681100,1269880651.7526183,attack,2355
4,2107003908,681100,1318093892.8926485,attack,2353
5,2107005084,681100,1368137634.101703,attack,2352
6,2107006260,681100,1420081373.5181084,attack,2352
7,2107007436,681100,1473997247.8986273,attack,2355
8,2107008612,681100,1529960132.7982247,attack,2351
9,2107009788,681100,1588047746.5533347,attack,2355
10,2107010964,681100,1648340758.2130344,attack,2355
11,2107012140,681100,1710922899.5680096,attack,2353
12,2107013316,681100,1775881081.4329028,attack,2352
13,2107014492,681100,1843305514.3435192,attack,2353
14,2107015668,681100,1913289833.8365142,attack,2351
15,2107016844,681100,1985931230.485545,attack,2355
16,2107018020,681100,2061330584.8744721,attack,2353
17,2107019196,681100,2064685992.0,attack,2354
18,2107020372,681100,2064687144.0,attack,2355
19,2107021548,681100,2064688296.0,attack,2355
20,2107022724,681100,2064689448.0,attack,2352
21,2107023900,681100,2064690600.0,attack,2354
22,2107025076,681100,2064691752.0,attack,2355
23,2107026252,681100,2064692904.0,attack,2353
24,2107027428,681100,2064694056.0,attack,2355
25,2107028604,681100,2064695208.0,attack,2355
26,2107029780,681100,2064696360.0,attack,2353
27,2107030956,681100,2064697512.0,attack,2351
28,2107032132,681100,2064698664.0,attack,2355
29,2107033308,681100,2064699816.0,attack,2355
30,2107034484,681100,2064700968.0,attack,2354
31,2107035660,681100,2064702120.0,attack,2352
32,2107036836,681100,2064703272.0,attack,2354
33,2107038012,681100,2064704424.0,attack,2355
34,2107039188,681100,2064705576.0,attack,2352
35,2107040364,681100,2064706728.0,attack,2355
36,2107041540,681100,2064707880.0,attack,2354
37,2107042716,681100,2064709032.0,attack,2352
38,2107043892,681100,2064710184.0,attack,2352
39,2107045068,681100,2064711336.0,attack,2354
40,2107046244,681100,2064712488.0,attack,2352
41,2107047420,681100,2064713640.0,attack,2352
42,2107048596,681100,2064714792.0,attack,2352
43,2107049772,681100,2064715944.0,attack,2354
44,2107050948,681100,2064717096.0,attack,2353
45,2107052124,681100,2064718248.0,attack,2351
46,2107053300,681100,2064719400.0,attack,2351
47,2107054476,681100,2064720552.0,attack,2353
48,2107055652,681100,2064721704.0,attack,2351
49,2107056828,681100,2064722856.0,attack,2352
50,2107058004,681100,2064724008.0,attack,2352
