block_id,total_gas,total_mev_captured,block_bid,validator_type
1,1181740211.1669707,186000.0,,normal
2,11639825172.247114,186000.0,,normal
3,135223894539.7208,186000.0,,attack
4,1129263639950.9421,186000.0,,normal
5,11122944974026.262,186000.0,,normal
6,109558034561876.77,186000.0,,normal
7,1079117352921378.8,186000.0,,normal
8,1.0629017452100738e+16,186000.0,,normal
9,1.0469298050968618e+17,186000.0,,normal
10,1.0311978710539476e+18,186000.0,,normal
11,1.0157023365743333e+19,186000.0,,normal
12,1.0004396493450366e+20,186000.0,,normal
13,1.1622455117190695e+21,186000.0,,attack
14,9.70598873481634e+21,186000.0,,normal
15,9.560139439234128e+22,186000.0,,normal
16,9.416481781990163e+23,186000.0,,normal
17,9.274982829921581e+24,186000.0,,normal
18,9.135610144743334e+25,186000.0,,normal
19,8.99833177561181e+26,186000.0,,normal
20,8.863116251800178e+27,186000.0,,normal
21,8.729932575483789e+28,186000.0,,normal
22,8.598750214634017e+29,186000.0,,normal
23,8.469539096018855e+30,186000.0,,normal
24,8.342269598308712e+31,186000.0,,normal
25,8.21691254528579e+32,186000.0,,normal
26,8.093439199155509e+33,186000.0,,normal
27,7.971821253958436e+34,186000.0,,normal
28,7.852030829081212e+35,186000.0,,normal
29,7.734040462865007e+36,186000.0,,normal
30,7.617823106309985e+37,186000.0,,normal
31,7.503352116874381e+38,186000.0,,normal
32,7.390601252366797e+39,186000.0,,normal
33,7.279544664930203e+40,186000.0,,normal
34,7.170156895116414e+41,186000.0,,normal
35,7.062412866049553e+42,186000.0,,normal
36,6.956287877677248e+43,186000.0,,normal
37,6.8517576011082105e+44,186000.0,,normal
38,6.748798073034884e+45,186000.0,,normal
39,6.647385690239929e+46,186000.0,,normal
40,6.547497204185227e+47,186000.0,,normal
41,6.449109715682235e+48,186000.0,,normal
42,6.352200669642376e+49,186000.0,,normal
43,6.256747849906364e+50,186000.0,,normal
44,6.162729374151183e+51,186000.0,,normal
45,6.070123688873639e+52,186000.0,,normal
46,5.978909564449263e+53,186000.0,,normal
47,5.889066090265467e+54,186000.0,,normal
48,5.800572669927849e+55,186000.0,,normal
49,5.713409016538502e+56,186000.0,,normal
50,5.627555148045321e+57,186000.0,,normal
51,5.542991382661145e+58,186000.0,,normal
52,5.459698334351759e+59,186000.0,,normal
53,5.377656908391704e+60,186000.0,,normal
54,5.296848296986842e+61,186000.0,,normal
55,5.217253974962729e+62,186000.0,,normal
56,5.138855695517763e+63,186000.0,,normal
57,5.0616354860401467e+64,186000.0,,normal
58,4.985575643987708e+65,186000.0,,normal
59,4.910658732829641e+66,186000.0,,normal
60,5.704882923774352e+67,186000.0,,attack
61,4.76418526320659e+68,186000.0,,normal
62,4.692595126060714e+69,186000.0,,normal
63,4.622080754749583e+70,186000.0,,normal
64,4.552625984027856e+71,186000.0,,normal
65,4.484214891561006e+72,186000.0,,normal
66,4.416831794275161e+73,186000.0,,normal
67,4.3504612447618105e+74,186000.0,,normal
68,4.285088027736513e+75,186000.0,,normal
69,4.2206971565508406e+76,186000.0,,normal
70,4.1572738697567165e+77,186000.0,,normal
71,4.094803627722396e+78,186000.0,,normal
72,4.033272109299291e+79,186000.0,,normal
73,3.9726652085388807e+80,186000.0,,normal
74,3.912969031458954e+81,186000.0,,normal
75,3.854169892858461e+82,186000.0,,normal
76,3.796254313180196e+83,186000.0,,normal
77,3.739209015420663e+84,186000.0,,normal
78,3.683020922086338e+85,186000.0,,normal
79,3.6276771521956936e+86,186000.0,,normal
80,3.5731650183262694e+87,186000.0,,normal
81,3.519472023706103e+88,186000.0,,normal
82,3.4665858593488797e+89,186000.0,,normal
83,3.4144944012321325e+90,186000.0,,normal
84,3.363185707517834e+91,186000.0,,normal
85,3.3126480158147606e+92,186000.0,,normal
86,3.262869740481996e+93,186000.0,,normal
87,3.2138394699729483e+94,186000.0,,normal
88,3.165545964219282e+95,186000.0,,normal
89,3.117978152054163e+96,186000.0,,normal
90,3.071125128674219e+97,186000.0,,normal
91,3.024976153139637e+98,186000.0,,normal
92,2.9795206459118345e+99,186000.0,,normal
93,2.934748186428124e+100,186000.0,,normal
94,3.409398967678656e+101,186000.0,,attack
95,2.8472115090242796e+102,186000.0,,normal
96,2.8044272235371997e+103,186000.0,,normal
97,2.7622858460598827e+104,186000.0,,normal
98,2.720777715785695e+105,186000.0,,normal
99,2.6798933170783605e+106,186000.0,,normal
100,2.6396232772905217e+107,186000.0,,normal
