block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,47923000,726700,12196709.716913363,attack,2853
2,66931000,120500,14226014.975352457,attack,2855
3,81092000,1026900,47697270.77071841,attack,2853
4,52143000,35581000,41830772.82947527,attack,2851
5,32647000,354100,20227863.231579144,attack,2852
6,87841000,164630,39864263.33940064,attack,2851
7,29861000,425440,19117096.142626025,attack,2854
8,52600000,0,38977504.286739536,attack,2853
9,71614000,611700,50767566.29190126,attack,2854
10,36454000,578200,25538178.358524855,attack,2853
11,89508000,358230,52024640.19474938,attack,2853
12,36229000,673000,27592778.8765537,attack,2854
13,69088000,394200,37883407.98092364,attack,2851
14,70870000,4644130,30097878.072914902,attack,2851
15,48727000,11260,46431385.13267197,attack,2855
16,63565000,136200,62880778.62779655,attack,2853
17,83243000,39160,77179030.0,attack,2853
18,64561000,287200,59811400.0,attack,2851
19,83657000,631800,54188800.0,attack,2854
20,65090000,49400,63614700.0,attack,2854
21,86006000,292000,59152000.0,attack,2851
22,70493000,132990,64276890.0,attack,2855
23,59394000,2724500,34159500.0,attack,2854
24,25972000,0,25972000.0,attack,2853
25,75700000,299200,73538500.0,attack,2851
26,65249000,226280,60269640.0,attack,2853
27,17683000,97800,16638800.0,attack,2853
28,27058000,1766880,22517040.0,attack,2855
29,99028000,818400,94832600.0,attack,2852
30,84379000,104000,81247400.0,attack,2855
31,25320000,84000,23390100.0,attack,2851
32,56825000,2357780,52313780.0,attack,2854
33,82777000,141390,52850890.0,attack,2855
34,44512000,1960000,26513000.0,attack,2851
35,50157000,201980,47853340.0,attack,2855
36,48284000,154700,47408000.0,attack,2852
37,114598000,802600,72031600.0,attack,2854
38,67998000,2425390,26323390.0,attack,2854
39,38315000,362000,37096000.0,attack,2851
40,28584000,512000,27930000.0,attack,2852
41,57280000,380900,27647000.0,attack,2853
42,20560000,82500,18507400.0,attack,2854
43,59561000,66200,59374100.0,attack,2854
44,129470000,229640,86599640.0,attack,2851
45,122255000,1558000,116734000.0,attack,2852
46,56940000,112400,54996200.0,attack,2852
47,66677000,70200,64612100.0,attack,2854
48,49753000,667400,49869400.0,attack,2851
49,45307000,173800,44796100.0,attack,2853
50,53595000,192900,53044800.0,attack,2851
