block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,602970000,28864030,21531062854.23469,normal,635
2,484074000,59165300,53185757886.71632,attack,601
3,686168000,27773900,92855620916.65257,attack,601
4,801100000,35431900,144214616917.56058,normal,631
5,559230000,43347000,203806233914.26785,attack,601
6,836100000,26096000,270196950150.91867,normal,619
7,746918000,53795440,376705540280.19336,attack,601
8,520700000,1204030,429014660286.6992,attack,601
9,847400000,11308230,537592240317.3313,normal,611
10,792480000,40900600,590709089309.1906,normal,641
11,749000000,28136200,726084923544.2163,attack,601
12,871360000,66215700,866091724231.8158,normal,625
13,551650000,14605200,950275756313.2361,normal,648
14,834000000,4958400,1148889241696.6704,attack,601
15,1067700000,22716800,1246057308889.949,normal,635
16,791300000,1663630,1337927840977.3608,attack,601
17,793637000,44541730,1620144213729.1653,normal,625
18,716584000,22619500,1813575387097.3516,attack,601
19,606660000,47575770,1837014280134.3347,normal,636
20,812880000,32263900,2013730071493.3079,normal,623
21,588720000,19517730,2190231992868.0007,normal,605
22,695800000,69174620,2424176883309.7905,normal,602
23,579200000,1140960,2792625436132.1294,normal,642
24,730470000,41108400,2806803089303.3345,normal,620
25,663820000,62126800,3128750153773.3584,normal,629
26,714920000,60784850,3351541430440.501,normal,616
27,800400000,4083020,3733481448480.3315,attack,601
28,685600000,14883360,3779907070361.6646,normal,639
29,710287000,54109000,4041383559104.282,normal,614
30,950200000,18154200,4439625591945.264,attack,601
31,821627000,44214090,4559965971934.934,normal,648
32,565370000,45994130,5078453715083.784,attack,601
33,511000000,62524130,5267639990812.993,attack,601
34,798630000,48208900,5634347494483.311,normal,643
35,855840000,80820230,5927638090073.966,normal,609
36,793860000,9351760,6672947492811.401,attack,601
37,717750000,8355300,6455544484210.944,normal,615
38,713700000,18412800,7312677382295.673,attack,601
39,678720000,22961830,7476497987065.389,attack,601
40,673520000,15483800,8134547564199.517,attack,601
41,965220000,33124810,7972586389863.034,normal,640
42,556553000,48356370,9254255380842.35,attack,601
43,830620000,54041600,9449917888207.043,attack,601
44,637650000,20247700,9622490241239.113,attack,601
45,490200000,8143100,9308203494639.77,attack,601
46,983910000,52913360,10016760841269.67,normal,617
47,744350000,45377930,10047648739221.988,normal,610
48,739000000,32503840,11731490552521.967,attack,601
49,531130000,60707340,11623083109185.248,attack,601
50,567509000,34836100,11560575761955.81,normal,604
