block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,72237000,0,53299428.70356372,attack,5088
2,97690000,149700,96312773.66099852,attack,5071
3,83200000,0,83200000.0,attack,5061
4,57185000,0,57185000.0,attack,5061
5,68567000,247800,65281700.0,attack,5085
6,82250000,0,82250000.0,attack,5051
7,58123000,762700,56516700.0,attack,5075
8,44522000,114500,25617900.0,attack,5087
9,46757000,1227400,42390400.0,attack,5075
10,21268000,0,21268000.0,attack,5082
11,108417000,2190000,108462000.0,attack,5081
12,50705000,184600,48456300.0,attack,5082
13,105799000,964100,76413100.0,attack,5085
14,20747000,390000,19742000.0,attack,5054
15,50570000,49500,48900900.0,attack,5061
16,34900000,606900,33406900.0,attack,5066
17,44127000,35509130,61516130.0,attack,5054
18,18720000,84300,14590100.0,attack,5066
19,51846000,540300,50818800.0,attack,5067
20,29120000,65800,28492900.0,attack,5059
21,101662001,602900,59164900.0,attack,5054
22,67922000,137200,68059200.0,normal,5091
23,66663000,43600,66706600.0,normal,5095
24,70432000,28400,70276200.0,attack,5075
25,95605000,14398600,72813600.0,attack,5066
26,66428000,78800,60167400.0,attack,5059
27,69635000,628500,64035500.0,attack,5051
28,62235000,292330,32388330.0,attack,5090
29,37178000,601100,37779100.0,normal,5093
30,35885000,31400,33500700.0,attack,5056
31,18850000,174540,16956640.0,attack,5072
32,60176000,150000,30251000.0,attack,5061
33,48510000,884600,49394600.0,normal,5091
34,59654000,83700,59737700.0,normal,5100
35,48725000,361700,49086700.0,normal,5100
36,80967000,442100,78862600.0,attack,5064
37,27020000,0,27020000.0,attack,5083
38,53166000,2504520,24570520.0,attack,5062
39,60572000,0,60572000.0,attack,5074
40,52506000,47300,52553300.0,normal,5095
41,27237000,0,27237000.0,attack,5056
42,30535000,30200,30565200.0,normal,5095
43,20318000,32800,20024400.0,attack,5066
44,64492000,0,64492000.0,attack,5052
45,89359000,14546000,95215000.0,attack,5054
46,94090000,2277500,94267500.0,attack,5071
47,53970000,708200,54678200.0,normal,5092
48,65057000,321580,63372190.0,attack,5058
49,130787000,244760,125828630.0,attack,5076
50,95514000,72490,95586490.0,normal,5093
