block_id,total_gas,total_mev_captured,validator_type,validator_id
1,37220000,231000,attack,1018
2,0,0,attack,1028
3,0,0,attack,1036
4,0,0,attack,1050
5,0,0,attack,1044
6,0,0,attack,1024
7,0,0,attack,1032
8,0,0,attack,1014
9,0,0,attack,1008
10,0,0,attack,1004
11,0,0,attack,1013
12,0,0,attack,1008
13,0,0,attack,1013
14,0,0,attack,1047
15,0,0,attack,1042
16,0,0,attack,1001
17,0,0,attack,1006
18,0,0,attack,1050
19,0,0,attack,1046
20,0,0,attack,1035
21,0,0,attack,1011
22,0,0,attack,1005
23,0,0,attack,1026
24,0,0,attack,1011
25,0,0,attack,1050
26,0,0,attack,1038
27,0,0,attack,1011
28,0,0,attack,1043
29,0,0,attack,1038
30,0,0,attack,1002
31,0,0,attack,1029
32,0,0,attack,1024
33,0,0,attack,1006
34,0,0,attack,1033
35,0,0,attack,1019
36,0,0,attack,1042
37,0,0,attack,1026
38,0,0,attack,1031
39,0,0,attack,1050
40,0,0,attack,1019
41,0,0,attack,1001
42,0,0,attack,1044
43,0,0,attack,1009
44,0,0,attack,1038
45,0,0,attack,1047
46,0,0,attack,1015
47,0,0,attack,1016
48,0,0,attack,1004
49,0,0,attack,1005
50,0,0,attack,1038
