block_id,total_gas,total_mev_captured,validator_type,validator_id
1,668277000,26911440,attack,516
2,757740000,26374900,attack,519
3,613870000,20144500,attack,504
4,528560000,22142400,attack,522
5,518270000,23437500,attack,542
6,625067000,65063500,attack,516
7,617498000,107110700,attack,509
8,708340000,39956380,attack,548
9,729320000,16786800,attack,533
10,577780000,30228620,attack,535
11,698110000,7383500,attack,531
12,626757000,57838600,attack,506
13,468638000,58512600,attack,542
14,697981000,28074840,attack,548
15,721200000,1821600,attack,517
16,904300000,18968700,attack,516
17,836202000,15175500,attack,543
18,572310000,67654600,attack,525
19,780063000,37460000,attack,509
20,794100000,46581600,attack,540
21,615200000,13089210,attack,532
22,564613000,91251500,attack,539
23,459687000,35024800,attack,536
24,832970000,8278530,attack,519
25,696900000,20386900,attack,504
26,735260000,28641800,attack,501
27,788680000,20121530,attack,533
28,667900000,5093930,attack,507
29,609285000,36833690,attack,519
30,624032000,53816940,attack,518
31,724900000,7931600,attack,503
32,663120000,56883800,attack,513
33,825680000,36785430,attack,510
34,727160000,43293500,attack,541
35,728430000,30748000,attack,511
36,622270000,14909500,attack,536
37,680190000,34144130,attack,526
38,651380000,46191400,attack,540
39,772580000,32916520,attack,507
40,600800000,19158000,attack,501
41,883420000,29622000,attack,503
42,651387000,51057060,attack,517
43,745150000,36127130,attack,547
44,714483000,36685200,attack,537
45,593160000,36898790,attack,546
46,615000000,9263800,attack,543
47,630589000,89914100,attack,540
48,658120000,44408500,attack,532
49,509290000,20261040,attack,542
50,702800000,78846100,attack,533
