block_id,total_gas,total_mev_captured,validator_type,validator_id
1,155143000,5890300,normal,89
2,190550000,1790530,attack,62
3,197520000,6100500,attack,69
4,266470000,20481600,attack,71
5,183500000,1872800,attack,75
6,218000000,2856500,attack,76
7,271685000,43058330,attack,61
8,122250000,952620,attack,66
9,205327000,18354600,attack,55
10,221510000,788500,attack,60
11,180170000,20178410,attack,80
12,202580000,45574600,normal,96
13,202840000,2209200,normal,100
14,194377000,10627440,normal,98
15,184190000,1859340,normal,95
16,172800000,1975500,attack,66
17,170260000,1806120,normal,82
18,131860000,2129300,normal,89
19,256220000,2334800,attack,59
20,274000000,41220670,normal,91
21,203860000,1167400,normal,84
22,273873000,13119000,normal,97
23,210640000,10243540,normal,99
24,199140000,7420830,normal,99
25,254500000,5676920,attack,53
26,273020000,1981900,attack,52
27,120627000,10209460,attack,78
28,167582000,8337400,attack,64
29,117730000,6461830,attack,80
30,184570000,9602830,normal,88
31,258300000,3850190,attack,67
32,272120000,1582800,normal,92
33,149900000,1083730,attack,55
34,187479000,20879430,attack,75
35,143250000,24008200,normal,83
36,209677000,3296630,normal,86
37,226010000,2989130,normal,89
38,207670000,36580080,attack,54
39,257830000,6182400,attack,61
40,173200000,2119600,attack,72
41,142359000,15239390,attack,76
42,174480000,6332030,normal,88
43,176100000,5621700,attack,77
44,165510000,18851000,normal,93
45,139190000,3423870,normal,90
46,193770000,5527100,attack,55
47,257040000,3137800,normal,89
48,237600000,18788030,attack,69
49,194130000,6493900,normal,95
50,137620000,1884260,attack,76
