block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,18249000,262400,11114776.917876802,attack,4862
2,49554000,330590,35664866.4362728,attack,4852
3,20805000,0,17844591.246597875,attack,4868
4,16535000,63400,14488567.835481983,attack,4858
5,29400000,449700,23449700.0,attack,4855
6,79949000,38440,78072140.0,attack,4859
7,43963000,1035000,42986800.0,attack,4851
8,30072000,104000,28245800.0,attack,4860
9,74247000,700000,68497000.0,attack,4853
10,27856000,96300,26920600.0,attack,4860
11,40270000,30200,39825100.0,attack,4865
12,25769000,780540,21180540.0,attack,4862
13,79993000,1123000,50885000.0,attack,4862
14,86977000,6260,85280130.0,attack,4861
15,21834000,78800,21203400.0,attack,4852
16,84540000,948460,83483280.0,attack,4857
17,94549000,35830,93069730.0,attack,4868
18,96660000,162500,77808600.0,attack,4867
19,98290000,472600,95129300.0,attack,4852
20,27512000,681600,26176600.0,attack,4863
21,46860000,90200,45633200.0,attack,4859
22,43965000,0,43965000.0,attack,4862
23,63885000,87200,59428600.0,attack,4855
24,55791000,0,55791000.0,attack,4856
25,24940000,142000,24916900.0,attack,4858
26,61313000,269800,60698900.0,attack,4851
27,18176000,114400,18290400.0,normal,4883
28,116898000,263800,117161800.0,normal,4873
29,23431000,118630,23549630.0,normal,4873
30,76054000,79000,76133000.0,normal,4900
31,29435000,0,29435000.0,attack,4864
32,56163000,30200,56193200.0,normal,4871
33,87628000,148900,44709400.0,attack,4861
34,86840000,0,86840000.0,normal,4892
35,16435000,0,16435000.0,normal,4881
36,93817000,541000,91630000.0,attack,4866
37,71483000,35407840,84190840.0,attack,4864
38,32588000,310000,28543000.0,attack,4855
39,49875000,14522200,55207200.0,attack,4858
40,21660000,79640,21739640.0,normal,4897
41,62960000,8520,62968520.0,normal,4873
42,25958000,5640,25963640.0,normal,4878
43,89301000,522100,89823100.0,normal,4871
44,111319000,891000,84914000.0,attack,4869
45,157201001,1457900,115064900.0,attack,4852
46,112787001,1090000,70332000.0,attack,4857
47,20691000,88200,19743600.0,attack,4865
48,45582000,540140,26941140.0,attack,4862
49,52278000,103500,52381500.0,normal,4878
50,46220000,259600,46479600.0,normal,4878
