block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_13,5300000,0,
1,builder_13,32365999,481800,
2,builder_11,242510000,18810330,
3,builder_13,298716001,653530,
4,builder_11,55265000,0,
5,builder_13,158190996,257500,
6,builder_13,627280996,18247300,
7,builder_13,111799001,473400,
8,builder_11,1106120001,580300,
9,builder_13,1267930008,614120,
10,builder_13,55466000,508000,
11,builder_11,1019700002,1645420,
12,builder_13,970070000,1344400,
13,builder_13,73867000,460700,
14,builder_13,287421011,1081400,
15,builder_11,883470003,2099700,
16,builder_13,748217994,2195200,
17,builder_13,69193002,1545700,
18,builder_11,116882006,1422480,
19,builder_13,248150006,1315880,
20,builder_13,5300000,0,
21,builder_13,32365999,481800,
22,builder_11,242510000,18810330,
23,builder_13,298716001,653530,
24,builder_11,55265000,0,
25,builder_13,158190996,257500,
26,builder_13,627280996,18247300,
27,builder_13,111799001,473400,
28,builder_11,1106120001,580300,
29,builder_13,1267930008,614120,
30,builder_13,55466000,508000,
31,builder_11,1019700002,1645420,
32,builder_13,970070000,1344400,
33,builder_13,73867000,460700,
34,builder_13,287421011,1081400,
35,builder_11,883470003,2099700,
36,builder_13,748217994,2195200,
37,builder_13,69193002,1545700,
38,builder_11,116882006,1422480,
39,builder_13,248150006,1315880,
40,builder_13,5300000,0,
41,builder_13,32365999,481800,
42,builder_11,242510000,18810330,
43,builder_13,298716001,653530,
44,builder_11,55265000,0,
45,builder_13,158190996,257500,
46,builder_13,627280996,18247300,
47,builder_13,111799001,473400,
48,builder_11,1106120001,580300,
49,builder_13,1267930008,614120,
50,builder_13,55466000,508000,
51,builder_11,1019700002,1645420,
52,builder_13,970070000,1344400,
53,builder_13,73867000,460700,
54,builder_13,287421011,1081400,
55,builder_11,883470003,2099700,
56,builder_13,748217994,2195200,
57,builder_13,69193002,1545700,
58,builder_11,116882006,1422480,
59,builder_13,248150006,1315880,
60,builder_13,5300000,0,
61,builder_13,32365999,481800,
62,builder_11,242510000,18810330,
63,builder_13,298716001,653530,
64,builder_11,55265000,0,
65,builder_13,158190996,257500,
66,builder_13,627280996,18247300,
67,builder_13,111799001,473400,
68,builder_11,1106120001,580300,
69,builder_13,1267930008,614120,
70,builder_13,55466000,508000,
71,builder_11,1019700002,1645420,
72,builder_13,970070000,1344400,
73,builder_13,73867000,460700,
74,builder_13,287421011,1081400,
75,builder_11,883470003,2099700,
76,builder_13,748217994,2195200,
77,builder_13,69193002,1545700,
78,builder_11,116882006,1422480,
79,builder_13,248150006,1315880,
80,builder_13,5300000,0,
81,builder_13,32365999,481800,
82,builder_11,242510000,18810330,
83,builder_13,298716001,653530,
84,builder_11,55265000,0,
85,builder_13,158190996,257500,
86,builder_13,627280996,18247300,
87,builder_13,111799001,473400,
88,builder_11,1106120001,580300,
89,builder_13,1267930008,614120,
90,builder_13,55466000,508000,
91,builder_11,1019700002,1645420,
92,builder_13,970070000,1344400,
93,builder_13,73867000,460700,
