block_num,builder_id,total_gas_fee,total_mev
0,builder_6,5919998,3130
1,builder_6,27856997,1122830
2,builder_6,151240004,19392680
3,builder_6,200533009,19369780
4,builder_6,119394995,978700
5,builder_6,438579998,19870900
6,builder_6,106882997,384000
7,builder_7,389999,43600
8,builder_6,201909991,646200
9,builder_6,209499997,602600
10,builder_6,198070012,18497500
11,builder_6,296480015,18543400
12,builder_6,181139990,379100
13,builder_7,5411997,779000
14,builder_6,81795999,9359900
15,builder_6,65630006,150100
16,builder_6,117240027,1076200
17,builder_6,204340049,2306100
18,builder_6,117229997,833600
19,builder_6,121279973,657200
20,builder_6,5919998,3130
21,builder_6,27856997,1122830
22,builder_6,151240004,19392680
23,builder_6,200533009,19369780
24,builder_6,119394995,978700
25,builder_6,438579998,19870900
26,builder_6,106882997,384000
27,builder_7,389999,43600
28,builder_6,201909991,646200
29,builder_6,209499997,602600
30,builder_6,198070012,18497500
31,builder_6,296480015,18543400
32,builder_6,181139990,379100
33,builder_7,5411997,779000
34,builder_6,81795999,9359900
35,builder_6,65630006,150100
36,builder_6,117240027,1076200
37,builder_6,204340049,2306100
38,builder_6,117229997,833600
39,builder_6,121279973,657200
40,builder_6,5919998,3130
41,builder_6,27856997,1122830
42,builder_6,151240004,19392680
43,builder_6,200533009,19369780
44,builder_6,119394995,978700
45,builder_6,438579998,19870900
46,builder_6,106882997,384000
47,builder_7,389999,43600
48,builder_6,201909991,646200
49,builder_6,209499997,602600
50,builder_6,198070012,18497500
51,builder_6,296480015,18543400
52,builder_6,181139990,379100
53,builder_7,5411997,779000
54,builder_6,81795999,9359900
55,builder_6,65630006,150100
56,builder_6,117240027,1076200
57,builder_6,204340049,2306100
58,builder_6,117229997,833600
59,builder_6,121279973,657200
60,builder_6,5919998,3130
61,builder_6,27856997,1122830
62,builder_6,151240004,19392680
63,builder_6,200533009,19369780
64,builder_6,119394995,978700
65,builder_6,438579998,19870900
66,builder_6,106882997,384000
67,builder_7,389999,43600
68,builder_6,201909991,646200
69,builder_6,209499997,602600
70,builder_6,198070012,18497500
71,builder_6,296480015,18543400
72,builder_6,181139990,379100
73,builder_7,5411997,779000
74,builder_6,81795999,9359900
75,builder_6,65630006,150100
76,builder_6,117240027,1076200
77,builder_6,204340049,2306100
78,builder_6,117229997,833600
79,builder_6,121279973,657200
80,builder_6,5919998,3130
81,builder_6,27856997,1122830
82,builder_6,151240004,19392680
83,builder_6,200533009,19369780
84,builder_6,119394995,978700
85,builder_6,438579998,19870900
86,builder_6,106882997,384000
87,builder_7,389999,43600
88,builder_6,201909991,646200
89,builder_6,209499997,602600
90,builder_6,198070012,18497500
91,builder_6,296480015,18543400
92,builder_6,181139990,379100
93,builder_7,5411997,779000
94,builder_6,81795999,9359900
95,builder_6,65630006,150100
96,builder_6,117240027,1076200
97,builder_6,204340049,2306100
98,builder_6,117229997,833600
99,builder_6,121279973,657200
100,builder_6,5919998,3130
101,builder_6,27856997,1122830
102,builder_6,151240004,19392680
103,builder_6,200533009,19369780
104,builder_6,119394995,978700
105,builder_6,438579998,19870900
106,builder_6,106882997,384000
107,builder_7,389999,43600
108,builder_6,201909991,646200
109,builder_6,209499997,602600
110,builder_6,198070012,18497500
111,builder_6,296480015,18543400
112,builder_6,181139990,379100
113,builder_7,5411997,779000
114,builder_6,81795999,9359900
115,builder_6,65630006,150100
116,builder_6,117240027,1076200
117,builder_6,204340049,2306100
118,builder_6,117229997,833600
119,builder_6,121279973,657200
120,builder_6,5919998,3130
121,builder_6,27856997,1122830
122,builder_6,151240004,19392680
123,builder_6,200533009,19369780
124,builder_6,119394995,978700
125,builder_6,438579998,19870900
126,builder_6,106882997,384000
127,builder_7,389999,43600
128,builder_6,201909991,646200
129,builder_6,209499997,602600
130,builder_6,198070012,18497500
131,builder_6,296480015,18543400
132,builder_6,181139990,379100
133,builder_7,5411997,779000
134,builder_6,81795999,9359900
135,builder_6,65630006,150100
136,builder_6,117240027,1076200
137,builder_6,204340049,2306100
138,builder_6,117229997,833600
139,builder_6,121279973,657200
140,builder_6,5919998,3130
141,builder_6,27856997,1122830
142,builder_6,151240004,19392680
143,builder_6,200533009,19369780
144,builder_6,119394995,978700
145,builder_6,438579998,19870900
146,builder_6,106882997,384000
147,builder_7,389999,43600
148,builder_6,201909991,646200
149,builder_6,209499997,602600
150,builder_6,198070012,18497500
151,builder_6,296480015,18543400
152,builder_6,181139990,379100
153,builder_7,5411997,779000
154,builder_6,81795999,9359900
155,builder_6,65630006,150100
156,builder_6,117240027,1076200
157,builder_6,204340049,2306100
158,builder_6,117229997,833600
159,builder_6,121279973,657200
160,builder_6,5919998,3130
161,builder_6,27856997,1122830
162,builder_6,151240004,19392680
163,builder_6,200533009,19369780
164,builder_6,119394995,978700
165,builder_6,438579998,19870900
166,builder_6,106882997,384000
167,builder_7,389999,43600
168,builder_6,201909991,646200
169,builder_6,209499997,602600
170,builder_6,198070012,18497500
171,builder_6,296480015,18543400
172,builder_6,181139990,379100
173,builder_7,5411997,779000
174,builder_6,81795999,9359900
175,builder_6,65630006,150100
176,builder_6,117240027,1076200
177,builder_6,204340049,2306100
178,builder_6,117229997,833600
179,builder_6,121279973,657200
180,builder_6,5919998,3130
181,builder_6,27856997,1122830
182,builder_6,151240004,19392680
183,builder_6,200533009,19369780
184,builder_6,119394995,978700
185,builder_6,438579998,19870900
186,builder_6,106882997,384000
187,builder_7,389999,43600
188,builder_6,201909991,646200
189,builder_6,209499997,602600
190,builder_6,198070012,18497500
191,builder_6,296480015,18543400
192,builder_6,181139990,379100
193,builder_7,5411997,779000
194,builder_6,81795999,9359900
195,builder_6,65630006,150100
196,builder_6,117240027,1076200
197,builder_6,204340049,2306100
198,builder_6,117229997,833600
199,builder_6,121279973,657200
200,builder_6,5919998,3130
201,builder_6,27856997,1122830
202,builder_6,151240004,19392680
203,builder_6,200533009,19369780
204,builder_6,119394995,978700
205,builder_6,438579998,19870900
206,builder_6,106882997,384000
207,builder_7,389999,43600
208,builder_6,201909991,646200
209,builder_6,209499997,602600
210,builder_6,198070012,18497500
211,builder_6,296480015,18543400
212,builder_6,181139990,379100
213,builder_7,5411997,779000
214,builder_6,81795999,9359900
215,builder_6,65630006,150100
216,builder_6,117240027,1076200
217,builder_6,204340049,2306100
218,builder_6,117229997,833600
219,builder_6,121279973,657200
220,builder_6,5919998,3130
221,builder_6,27856997,1122830
222,builder_6,151240004,19392680
223,builder_6,200533009,19369780
224,builder_6,119394995,978700
225,builder_6,438579998,19870900
226,builder_6,106882997,384000
227,builder_7,389999,43600
228,builder_6,201909991,646200
229,builder_6,209499997,602600
230,builder_6,198070012,18497500
231,builder_6,296480015,18543400
232,builder_6,181139990,379100
233,builder_7,5411997,779000
234,builder_6,81795999,9359900
235,builder_6,65630006,150100
236,builder_6,117240027,1076200
237,builder_6,204340049,2306100
238,builder_6,117229997,833600
239,builder_6,121279973,657200
240,builder_6,5919998,3130
241,builder_6,27856997,1122830
242,builder_6,151240004,19392680
243,builder_6,200533009,19369780
244,builder_6,119394995,978700
245,builder_6,438579998,19870900
246,builder_6,106882997,384000
247,builder_7,389999,43600
248,builder_6,201909991,646200
249,builder_6,209499997,602600
250,builder_6,198070012,18497500
251,builder_6,296480015,18543400
252,builder_6,181139990,379100
253,builder_7,5411997,779000
254,builder_6,81795999,9359900
255,builder_6,65630006,150100
256,builder_6,117240027,1076200
257,builder_6,204340049,2306100
258,builder_6,117229997,833600
259,builder_6,121279973,657200
260,builder_6,45220002,117200
261,builder_6,172684001,135600
262,builder_6,267247992,1049900
263,builder_6,328340000,797100
264,builder_6,829910015,55100
265,builder_6,764936001,4320000
266,builder_6,321298998,4320000
267,builder_6,188747982,413530
268,builder_6,260409991,894630
269,builder_6,106657988,1177100
270,builder_6,55209998,580100
271,builder_6,38504000,580780
272,builder_6,102569997,1205400
273,builder_6,24989998,99000
274,builder_6,69234008,550220
275,builder_6,108010026,550220
276,builder_6,51130032,160900
277,builder_7,70000,0
278,builder_6,25739995,325700
279,builder_6,63584025,258630
280,builder_6,45220002,117200
281,builder_6,172684001,135600
282,builder_6,267247992,1049900
283,builder_6,328340000,797100
284,builder_6,829910015,55100
285,builder_6,764936001,4320000
286,builder_6,321298998,4320000
287,builder_6,188747982,413530
288,builder_6,260409991,894630
289,builder_6,106657988,1177100
290,builder_6,55209998,580100
291,builder_6,38504000,580780
292,builder_6,102569997,1205400
293,builder_6,24989998,99000
294,builder_6,69234008,550220
295,builder_6,108010026,550220
296,builder_6,51130032,160900
297,builder_7,70000,0
298,builder_6,25739995,325700
299,builder_6,63584025,258630
300,builder_6,45220002,117200
301,builder_6,172684001,135600
302,builder_6,267247992,1049900
303,builder_6,328340000,797100
304,builder_6,829910015,55100
305,builder_6,764936001,4320000
306,builder_6,321298998,4320000
307,builder_6,188747982,413530
308,builder_6,260409991,894630
309,builder_6,106657988,1177100
310,builder_6,55209998,580100
311,builder_6,38504000,580780
312,builder_6,102569997,1205400
313,builder_6,24989998,99000
314,builder_6,69234008,550220
315,builder_6,108010026,550220
316,builder_6,51130032,160900
317,builder_7,70000,0
318,builder_6,25739995,325700
319,builder_6,63584025,258630
320,builder_6,45220002,117200
321,builder_6,172684001,135600
322,builder_6,267247992,1049900
323,builder_6,328340000,797100
324,builder_6,829910015,55100
325,builder_6,764936001,4320000
326,builder_6,321298998,4320000
327,builder_6,188747982,413530
328,builder_6,260409991,894630
329,builder_6,106657988,1177100
330,builder_6,55209998,580100
331,builder_6,38504000,580780
332,builder_6,102569997,1205400
333,builder_6,24989998,99000
334,builder_6,69234008,550220
335,builder_6,108010026,550220
336,builder_6,51130032,160900
337,builder_7,70000,0
338,builder_6,25739995,325700
339,builder_6,63584025,258630
340,builder_6,45220002,117200
341,builder_6,172684001,135600
342,builder_6,267247992,1049900
343,builder_6,328340000,797100
344,builder_6,829910015,55100
345,builder_6,764936001,4320000
346,builder_6,321298998,4320000
347,builder_6,188747982,413530
348,builder_6,260409991,894630
349,builder_6,106657988,1177100
350,builder_6,55209998,580100
351,builder_6,38504000,580780
352,builder_6,102569997,1205400
353,builder_6,24989998,99000
354,builder_6,69234008,550220
355,builder_6,108010026,550220
356,builder_6,51130032,160900
357,builder_7,70000,0
358,builder_6,25739995,325700
359,builder_6,63584025,258630
360,builder_6,45220002,117200
361,builder_6,172684001,135600
362,builder_6,267247992,1049900
363,builder_6,328340000,797100
364,builder_6,829910015,55100
365,builder_6,764936001,4320000
366,builder_6,321298998,4320000
367,builder_6,188747982,413530
368,builder_6,260409991,894630
369,builder_6,106657988,1177100
370,builder_6,55209998,580100
371,builder_6,38504000,580780
372,builder_6,102569997,1205400
373,builder_6,24989998,99000
374,builder_6,69234008,550220
375,builder_6,108010026,550220
376,builder_6,51130032,160900
377,builder_7,70000,0
378,builder_6,25739995,325700
379,builder_6,63584025,258630
380,builder_6,45220002,117200
381,builder_6,172684001,135600
382,builder_6,267247992,1049900
383,builder_6,328340000,797100
384,builder_6,829910015,55100
385,builder_6,764936001,4320000
386,builder_6,321298998,4320000
387,builder_6,188747982,413530
388,builder_6,260409991,894630
389,builder_6,106657988,1177100
390,builder_6,55209998,580100
391,builder_6,38504000,580780
392,builder_6,102569997,1205400
393,builder_6,24989998,99000
394,builder_6,69234008,550220
395,builder_6,108010026,550220
396,builder_6,51130032,160900
397,builder_7,70000,0
398,builder_6,25739995,325700
399,builder_6,63584025,258630
400,builder_6,45220002,117200
401,builder_6,172684001,135600
402,builder_6,267247992,1049900
403,builder_6,328340000,797100
404,builder_6,829910015,55100
405,builder_6,764936001,4320000
406,builder_6,321298998,4320000
407,builder_6,188747982,413530
408,builder_6,260409991,894630
409,builder_6,106657988,1177100
410,builder_6,55209998,580100
411,builder_6,38504000,580780
412,builder_6,102569997,1205400
413,builder_6,24989998,99000
414,builder_6,69234008,550220
415,builder_6,108010026,550220
416,builder_6,51130032,160900
417,builder_7,70000,0
418,builder_6,25739995,325700
419,builder_6,63584025,258630
420,builder_6,45220002,117200
421,builder_6,172684001,135600
422,builder_6,267247992,1049900
423,builder_6,328340000,797100
424,builder_6,829910015,55100
425,builder_6,764936001,4320000
426,builder_6,321298998,4320000
427,builder_6,188747982,413530
428,builder_6,260409991,894630
429,builder_6,106657988,1177100
430,builder_6,55209998,580100
431,builder_6,38504000,580780
432,builder_6,102569997,1205400
433,builder_6,24989998,99000
434,builder_6,69234008,550220
435,builder_6,108010026,550220
436,builder_6,51130032,160900
437,builder_7,70000,0
438,builder_6,25739995,325700
439,builder_6,63584025,258630
440,builder_6,45220002,117200
441,builder_6,172684001,135600
442,builder_6,267247992,1049900
443,builder_6,328340000,797100
444,builder_6,829910015,55100
445,builder_6,764936001,4320000
446,builder_6,321298998,4320000
447,builder_6,188747982,413530
448,builder_6,260409991,894630
449,builder_6,106657988,1177100
450,builder_6,55209998,580100
451,builder_6,38504000,580780
452,builder_6,102569997,1205400
453,builder_6,24989998,99000
454,builder_6,69234008,550220
455,builder_6,108010026,550220
456,builder_6,51130032,160900
457,builder_7,70000,0
458,builder_6,25739995,325700
459,builder_6,63584025,258630
460,builder_6,45220002,117200
461,builder_6,172684001,135600
462,builder_6,267247992,1049900
463,builder_6,328340000,797100
464,builder_6,829910015,55100
465,builder_6,764936001,4320000
466,builder_6,321298998,4320000
467,builder_6,188747982,413530
468,builder_6,260409991,894630
469,builder_6,106657988,1177100
470,builder_6,55209998,580100
471,builder_6,38504000,580780
472,builder_6,102569997,1205400
473,builder_6,24989998,99000
474,builder_6,69234008,550220
475,builder_6,108010026,550220
476,builder_6,51130032,160900
477,builder_7,70000,0
478,builder_6,25739995,325700
479,builder_6,63584025,258630
480,builder_6,45220002,117200
481,builder_6,172684001,135600
482,builder_6,267247992,1049900
483,builder_6,328340000,797100
484,builder_6,829910015,55100
485,builder_6,764936001,4320000
486,builder_6,321298998,4320000
487,builder_6,188747982,413530
488,builder_6,260409991,894630
489,builder_6,106657988,1177100
490,builder_6,55209998,580100
491,builder_6,38504000,580780
492,builder_6,102569997,1205400
493,builder_6,24989998,99000
494,builder_6,69234008,550220
495,builder_6,108010026,550220
496,builder_6,51130032,160900
497,builder_7,70000,0
498,builder_6,25739995,325700
499,builder_6,63584025,258630
500,builder_6,45220002,117200
501,builder_6,172684001,135600
502,builder_6,267247992,1049900
503,builder_6,328340000,797100
504,builder_6,829910015,55100
505,builder_6,764936001,4320000
506,builder_6,321298998,4320000
507,builder_6,188747982,413530
508,builder_6,260409991,894630
509,builder_6,106657988,1177100
510,builder_6,55209998,580100
511,builder_6,38504000,580780
512,builder_6,102569997,1205400
513,builder_6,24989998,99000
514,builder_6,69234008,550220
515,builder_6,108010026,550220
516,builder_6,51130032,160900
517,builder_7,70000,0
518,builder_6,25739995,325700
519,builder_6,63584025,258630
520,builder_6,530000,0
521,builder_6,64514996,96680
522,builder_6,227409987,2714720
523,builder_6,195989985,210100
524,builder_6,102840998,1101800
525,builder_6,264560992,1423800
526,builder_6,126835997,276600
527,builder_6,296859999,262700
528,builder_6,64409986,605200
529,builder_6,137219981,618000
530,builder_6,188609979,655500
531,builder_6,144359997,1014200
532,builder_6,61870003,869100
533,builder_6,202918005,1593540
534,builder_6,186278011,739740
535,builder_6,170150010,238540
536,builder_6,189999,0
537,builder_6,71160018,445900
538,builder_6,39943999,431400
539,builder_6,82160005,1218300
540,builder_6,530000,0
541,builder_6,64514996,96680
542,builder_6,227409987,2714720
543,builder_6,195989985,210100
544,builder_6,102840998,1101800
545,builder_6,264560992,1423800
546,builder_6,126835997,276600
547,builder_6,296859999,262700
548,builder_6,64409986,605200
549,builder_6,137219981,618000
550,builder_6,188609979,655500
551,builder_6,144359997,1014200
552,builder_6,61870003,869100
553,builder_6,202918005,1593540
554,builder_6,186278011,739740
555,builder_6,170150010,238540
556,builder_6,189999,0
557,builder_6,71160018,445900
558,builder_6,39943999,431400
559,builder_6,82160005,1218300
560,builder_6,530000,0
561,builder_6,64514996,96680
562,builder_6,227409987,2714720
563,builder_6,195989985,210100
564,builder_6,102840998,1101800
565,builder_6,264560992,1423800
566,builder_6,126835997,276600
567,builder_6,296859999,262700
568,builder_6,64409986,605200
569,builder_6,137219981,618000
570,builder_6,188609979,655500
571,builder_6,144359997,1014200
572,builder_6,61870003,869100
573,builder_6,202918005,1593540
574,builder_6,186278011,739740
575,builder_6,170150010,238540
576,builder_6,189999,0
577,builder_6,71160018,445900
578,builder_6,39943999,431400
579,builder_6,82160005,1218300
580,builder_6,530000,0
581,builder_6,64514996,96680
582,builder_6,227409987,2714720
583,builder_6,195989985,210100
584,builder_6,102840998,1101800
585,builder_6,264560992,1423800
586,builder_6,126835997,276600
587,builder_6,296859999,262700
588,builder_6,64409986,605200
589,builder_6,137219981,618000
590,builder_6,188609979,655500
591,builder_6,144359997,1014200
592,builder_6,61870003,869100
593,builder_6,202918005,1593540
594,builder_6,186278011,739740
595,builder_6,170150010,238540
596,builder_6,189999,0
597,builder_6,71160018,445900
598,builder_6,39943999,431400
599,builder_6,82160005,1218300
600,builder_6,530000,0
601,builder_6,64514996,96680
602,builder_6,227409987,2714720
603,builder_6,195989985,210100
604,builder_6,102840998,1101800
605,builder_6,264560992,1423800
606,builder_6,126835997,276600
607,builder_6,296859999,262700
