block_num,builder_id,total_gas_fee,total_mev
0,builder_6,5919998,3130
1,builder_6,193132993,8310
2,builder_6,394070989,1780510
3,builder_6,276146007,19472200
4,builder_6,121005996,75000
5,builder_6,34266002,75000
6,builder_6,102728010,156100
7,builder_6,94786003,206800
8,builder_6,62545002,1164600
9,builder_6,187461014,1834100
10,builder_6,203969996,497100
11,builder_6,136444003,35100
12,builder_6,110642993,0
13,builder_6,111048007,185300
14,builder_6,128950002,335100
15,builder_6,192841989,4481000
16,builder_6,184415003,4320000
17,builder_6,135777998,0
18,builder_6,393997006,384130
19,builder_6,623700028,17330
20,builder_6,5919998,3130
21,builder_6,193132993,8310
22,builder_6,394070989,1780510
23,builder_6,276146007,19472200
24,builder_6,121005996,75000
25,builder_6,34266002,75000
26,builder_6,102728010,156100
27,builder_6,94786003,206800
28,builder_6,62545002,1164600
29,builder_6,187461014,1834100
30,builder_6,203969996,497100
31,builder_6,136444003,35100
32,builder_6,110642993,0
33,builder_6,111048007,185300
34,builder_6,128950002,335100
35,builder_6,192841989,4481000
36,builder_6,184415003,4320000
37,builder_6,135777998,0
38,builder_6,393997006,384130
39,builder_6,623700028,17330
40,builder_6,5919998,3130
41,builder_6,193132993,8310
42,builder_6,394070989,1780510
43,builder_6,276146007,19472200
44,builder_6,121005996,75000
45,builder_6,34266002,75000
46,builder_6,102728010,156100
47,builder_6,94786003,206800
48,builder_6,62545002,1164600
49,builder_6,187461014,1834100
50,builder_6,203969996,497100
51,builder_6,136444003,35100
52,builder_6,110642993,0
53,builder_6,111048007,185300
54,builder_6,128950002,335100
55,builder_6,192841989,4481000
56,builder_6,184415003,4320000
57,builder_6,135777998,0
58,builder_6,393997006,384130
59,builder_6,623700028,17330
60,builder_6,5919998,3130
61,builder_6,193132993,8310
62,builder_6,394070989,1780510
63,builder_6,276146007,19472200
64,builder_6,121005996,75000
65,builder_6,34266002,75000
66,builder_6,102728010,156100
67,builder_6,94786003,206800
68,builder_6,62545002,1164600
69,builder_6,187461014,1834100
70,builder_6,203969996,497100
71,builder_6,136444003,35100
72,builder_6,110642993,0
73,builder_6,111048007,185300
74,builder_6,128950002,335100
75,builder_6,192841989,4481000
76,builder_6,184415003,4320000
77,builder_6,135777998,0
78,builder_6,393997006,384130
79,builder_6,623700028,17330
80,builder_6,5919998,3130
81,builder_6,193132993,8310
82,builder_6,394070989,1780510
83,builder_6,276146007,19472200
84,builder_6,121005996,75000
85,builder_6,34266002,75000
86,builder_6,102728010,156100
87,builder_6,94786003,206800
88,builder_6,62545002,1164600
89,builder_6,187461014,1834100
90,builder_6,203969996,497100
91,builder_6,136444003,35100
92,builder_6,110642993,0
93,builder_6,111048007,185300
94,builder_6,128950002,335100
95,builder_6,192841989,4481000
96,builder_6,184415003,4320000
97,builder_6,135777998,0
98,builder_6,393997006,384130
99,builder_6,623700028,17330
100,builder_6,5919998,3130
101,builder_6,193132993,8310
102,builder_6,394070989,1780510
103,builder_6,276146007,19472200
104,builder_6,121005996,75000
105,builder_6,34266002,75000
106,builder_6,102728010,156100
107,builder_6,94786003,206800
108,builder_6,62545002,1164600
109,builder_6,187461014,1834100
110,builder_6,203969996,497100
111,builder_6,136444003,35100
112,builder_6,110642993,0
113,builder_6,111048007,185300
114,builder_6,128950002,335100
115,builder_6,192841989,4481000
116,builder_6,184415003,4320000
117,builder_6,135777998,0
118,builder_6,393997006,384130
119,builder_6,623700028,17330
120,builder_6,5919998,3130
121,builder_6,193132993,8310
122,builder_6,394070989,1780510
123,builder_6,276146007,19472200
124,builder_6,121005996,75000
125,builder_6,34266002,75000
126,builder_6,102728010,156100
127,builder_6,94786003,206800
128,builder_6,62545002,1164600
129,builder_6,187461014,1834100
130,builder_6,203969996,497100
131,builder_6,136444003,35100
132,builder_6,110642993,0
133,builder_6,111048007,185300
134,builder_6,128950002,335100
135,builder_6,192841989,4481000
136,builder_6,184415003,4320000
137,builder_6,135777998,0
138,builder_6,393997006,384130
139,builder_6,623700028,17330
140,builder_6,5919998,3130
141,builder_6,193132993,8310
142,builder_6,394070989,1780510
143,builder_6,276146007,19472200
144,builder_6,121005996,75000
145,builder_6,34266002,75000
146,builder_6,102728010,156100
147,builder_6,94786003,206800
148,builder_6,62545002,1164600
149,builder_6,187461014,1834100
150,builder_6,203969996,497100
151,builder_6,136444003,35100
152,builder_6,110642993,0
153,builder_6,111048007,185300
154,builder_6,128950002,335100
155,builder_6,192841989,4481000
156,builder_6,184415003,4320000
157,builder_6,135777998,0
158,builder_6,393997006,384130
159,builder_6,623700028,17330
160,builder_6,5919998,3130
161,builder_6,193132993,8310
162,builder_6,394070989,1780510
163,builder_6,276146007,19472200
164,builder_6,121005996,75000
165,builder_6,34266002,75000
166,builder_6,102728010,156100
167,builder_6,94786003,206800
168,builder_6,62545002,1164600
169,builder_6,187461014,1834100
170,builder_6,203969996,497100
171,builder_6,136444003,35100
172,builder_6,110642993,0
173,builder_6,111048007,185300
174,builder_6,128950002,335100
175,builder_6,192841989,4481000
176,builder_6,184415003,4320000
177,builder_6,135777998,0
178,builder_6,393997006,384130
179,builder_6,623700028,17330
180,builder_6,5919998,3130
181,builder_6,193132993,8310
182,builder_6,394070989,1780510
183,builder_6,276146007,19472200
184,builder_6,121005996,75000
185,builder_6,34266002,75000
186,builder_6,102728010,156100
187,builder_6,94786003,206800
188,builder_6,62545002,1164600
189,builder_6,187461014,1834100
190,builder_6,203969996,497100
191,builder_6,136444003,35100
192,builder_6,110642993,0
193,builder_6,111048007,185300
194,builder_6,128950002,335100
195,builder_6,192841989,4481000
196,builder_6,184415003,4320000
197,builder_6,135777998,0
198,builder_6,393997006,384130
199,builder_6,623700028,17330
200,builder_6,5919998,3130
201,builder_6,193132993,8310
202,builder_6,394070989,1780510
203,builder_6,276146007,19472200
204,builder_6,121005996,75000
205,builder_6,34266002,75000
206,builder_6,102728010,156100
207,builder_6,94786003,206800
208,builder_6,62545002,1164600
209,builder_6,187461014,1834100
210,builder_6,203969996,497100
211,builder_6,136444003,35100
212,builder_6,110642993,0
213,builder_6,111048007,185300
214,builder_6,128950002,335100
215,builder_6,192841989,4481000
216,builder_6,184415003,4320000
217,builder_6,135777998,0
218,builder_6,393997006,384130
219,builder_6,623700028,17330
220,builder_6,5919998,3130
221,builder_6,193132993,8310
222,builder_6,394070989,1780510
223,builder_6,276146007,19472200
224,builder_6,121005996,75000
225,builder_6,34266002,75000
226,builder_6,102728010,156100
227,builder_6,94786003,206800
228,builder_6,62545002,1164600
229,builder_6,187461014,1834100
230,builder_6,203969996,497100
231,builder_6,136444003,35100
232,builder_6,110642993,0
233,builder_6,111048007,185300
234,builder_6,128950002,335100
235,builder_6,192841989,4481000
236,builder_6,184415003,4320000
237,builder_6,135777998,0
238,builder_6,393997006,384130
239,builder_6,623700028,17330
240,builder_6,5919998,3130
241,builder_6,193132993,8310
242,builder_6,394070989,1780510
243,builder_6,276146007,19472200
244,builder_6,121005996,75000
245,builder_6,34266002,75000
246,builder_6,102728010,156100
247,builder_6,94786003,206800
248,builder_6,62545002,1164600
249,builder_6,187461014,1834100
250,builder_6,203969996,497100
251,builder_6,136444003,35100
252,builder_6,110642993,0
253,builder_6,111048007,185300
254,builder_6,128950002,335100
255,builder_6,192841989,4481000
256,builder_6,184415003,4320000
257,builder_6,135777998,0
258,builder_6,393997006,384130
259,builder_6,623700028,17330
260,builder_6,2810001,371000
261,builder_6,22390001,395700
262,builder_6,73180000,457500
263,builder_6,24680012,0
264,builder_6,20670015,0
265,builder_6,147820019,1369800
266,builder_6,54710004,16400
267,builder_6,101160003,561400
268,builder_6,81379990,545000
269,builder_6,46561991,100000
270,builder_6,22399997,100000
271,builder_6,33430001,74490
272,builder_6,119140043,101000
273,builder_6,65349988,66100
274,builder_6,12747999,322000
275,builder_6,16510002,0
276,builder_6,64100030,7602800
277,builder_6,53700018,7214700
278,builder_6,57590006,350000
279,builder_6,75977990,36800
280,builder_6,2810001,371000
281,builder_6,22390001,395700
282,builder_6,73180000,457500
283,builder_6,24680012,0
284,builder_6,20670015,0
285,builder_6,147820019,1369800
286,builder_6,54710004,16400
287,builder_6,101160003,561400
288,builder_6,81379990,545000
289,builder_6,46561991,100000
290,builder_6,22399997,100000
291,builder_6,33430001,74490
292,builder_6,119140043,101000
293,builder_6,65349988,66100
294,builder_6,12747999,322000
295,builder_6,16510002,0
296,builder_6,64100030,7602800
297,builder_6,53700018,7214700
298,builder_6,57590006,350000
299,builder_6,75977990,36800
300,builder_6,2810001,371000
301,builder_6,22390001,395700
302,builder_6,73180000,457500
303,builder_6,24680012,0
304,builder_6,20670015,0
305,builder_6,147820019,1369800
306,builder_6,54710004,16400
