block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1010810253,153360,attack,3729
2,1032000828,153360,attack,3731
3,1032001404,153360,attack,3739
4,1032001980,153360,attack,3729
5,1032002556,153360,attack,3709
6,989002990,146970,normal,3742
7,1032003708,153360,attack,3730
8,1032004284,153360,attack,3730
9,1032004860,153360,attack,3724
10,1032005436,153360,attack,3735
11,1032006012,153360,attack,3731
12,989006302,146970,normal,3744
13,989006854,146970,normal,3747
14,1032007740,153360,attack,3704
15,1032008316,153360,attack,3719
16,1032008892,153360,attack,3726
17,1075009850,159750,attack,3725
18,989009614,146970,normal,3743
19,1032010620,153360,attack,3712
20,1032011196,153360,attack,3707
21,1032011772,153360,attack,3717
22,989011822,146970,normal,3741
23,1032012924,153360,attack,3732
24,1032013500,153360,attack,3703
25,1032014076,153360,attack,3739
26,989014030,146970,normal,3745
27,1075015850,159750,attack,3735
28,1075016450,159750,attack,3732
29,1032016356,153360,normal,3743
30,1032016956,153360,attack,3708
31,1032017532,153360,attack,3703
32,1032018108,153360,attack,3708
33,1032018684,153360,attack,3733
34,1075020050,159750,attack,3734
35,1032019836,153360,attack,3720
36,1032020412,153360,attack,3733
37,1032020988,153360,attack,3714
38,1032021564,153360,attack,3737
39,1032022140,153360,attack,3715
40,1032022716,153360,attack,3717
41,1032023268,153360,normal,3745
42,989022862,146970,normal,3744
43,1032024444,153360,attack,3728
44,1075026050,159750,attack,3721
45,1032025596,153360,attack,3710
46,989025070,146970,normal,3742
47,1075027850,159750,attack,3727
48,1032027300,153360,normal,3747
49,1032027900,153360,attack,3733
50,1032028452,153360,normal,3744
