block_id,total_gas,total_mev_captured,validator_type,validator_id
1,77155000,94900,attack,1665
2,8515000,155000,attack,1664
3,8600000,46500,attack,1661
4,21511000,0,attack,1662
5,5214000,83300,normal,1680
6,18688000,56200,normal,1698
7,10060000,231000,normal,1680
8,11127000,449000,attack,1655
9,14050000,287400,normal,1688
10,41118000,0,normal,1692
11,42388000,45700,normal,1674
12,18437000,164000,normal,1697
13,37762000,13900,normal,1692
14,19417000,4616000,normal,1696
15,27030000,16400,attack,1661
16,10324000,7211800,normal,1670
17,78512000,1010700,attack,1661
18,7160000,0,normal,1683
19,16099000,0,normal,1677
20,5256000,0,normal,1687
21,61453000,171400,attack,1658
22,24413000,75000,normal,1674
23,9272000,38720,attack,1654
24,84891000,0,normal,1668
25,23194000,12020,normal,1667
26,5837000,224700,attack,1658
27,11967000,0,normal,1669
28,10065000,6390,normal,1679
29,23622000,168700,normal,1695
30,43033000,578300,normal,1684
31,43290000,1184800,normal,1696
32,42770000,54900,attack,1656
33,87745000,303840,normal,1676
34,14682000,146000,normal,1667
35,65930000,282000,normal,1690
36,14160000,814600,normal,1678
37,49358000,994000,normal,1689
38,95692000,39400,normal,1688
39,29535000,16400,normal,1666
40,36346000,185700,normal,1695
41,18050000,147540,attack,1656
42,43053000,283000,normal,1678
43,7733000,66100,attack,1657
44,26760000,256000,normal,1700
45,30160000,13900,attack,1656
46,11181000,10700,normal,1700
47,32230000,0,attack,1652
48,18194000,0,normal,1699
49,27243000,620000,normal,1673
50,13858000,73100,normal,1671
