block_id,total_gas,total_mev_captured,validator_type,validator_id
1,97677000,218400,normal,3641
2,41567000,784630,attack,3624
3,69110000,0,attack,3622
4,48137000,6390,attack,3637
5,25552000,0,attack,3616
6,16622000,146000,attack,3629
7,20655000,119900,attack,3626
8,29778000,3130,attack,3623
9,6060000,0,attack,3601
10,43160000,5630,attack,3631
11,16340000,7267430,attack,3601
12,6051000,5640,attack,3601
13,78120000,248100,attack,3630
14,35975000,0,normal,3646
15,4888000,0,normal,3649
16,11120000,146000,attack,3606
17,26020000,0,normal,3646
18,23992000,15700,attack,3614
19,40623000,0,attack,3619
20,4560000,0,attack,3623
21,10580000,0,attack,3606
22,13837000,0,attack,3635
23,53660000,8520,attack,3621
24,9439000,130700,attack,3620
25,3589000,11200,attack,3605
26,17000000,196700,attack,3604
27,12590000,91300,normal,3649
28,11460000,0,normal,3643
29,17810000,0,attack,3604
30,12290000,0,attack,3608
31,10080000,33100,attack,3624
32,8112000,0,attack,3606
33,12569000,94200,attack,3612
34,12850000,0,attack,3619
35,11042000,4784900,attack,3634
36,9857000,16400,normal,3644
37,49037000,0,attack,3603
38,21734000,36800,attack,3620
39,21442000,0,attack,3623
40,17314000,24920,attack,3601
41,15030000,263840,attack,3636
42,9940000,12300,attack,3617
43,14259000,940000,attack,3619
44,93747000,133300,attack,3605
45,13535000,17764600,attack,3608
46,7390000,0,attack,3609
47,64018000,49400,attack,3614
48,22350000,0,attack,3631
49,31310000,18093800,attack,3611
50,20509000,17713900,attack,3605
