block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1020520000,61438330,attack,62
2,1023350000,75528500,attack,69
3,1071910000,46080600,attack,66
4,1381000000,1115800,attack,63
5,1023565000,88725930,attack,76
6,977893000,79471800,attack,86
7,1216000000,18059600,attack,83
8,1258100000,53317000,attack,87
9,1044870000,64235080,attack,87
10,1084000000,948730,attack,51
11,1087240000,38233200,attack,62
12,1052400000,53235120,attack,95
13,1078000000,1155700,attack,69
14,1421000000,19479100,attack,85
15,1162000000,5130100,attack,71
16,963870000,36110440,attack,61
17,1158000000,40445300,attack,100
18,1311000000,8477600,attack,88
19,1255600000,18361000,attack,90
20,1160000000,2066100,attack,60
21,864930000,125111500,attack,97
22,822330000,160223230,attack,100
23,1213000000,958600,attack,82
24,1241320000,36456900,attack,64
25,1019060000,90477400,attack,73
26,1202360000,71598000,attack,68
27,1135600000,36735940,attack,73
28,1168700000,25326480,attack,57
29,1180000000,2724500,attack,54
30,1118000000,5292820,attack,58
31,1107970000,36910900,attack,55
32,782558000,195068300,attack,67
33,1301500000,36438240,attack,86
34,1115500000,57510400,attack,86
35,1215000000,1126300,attack,57
36,744627000,118490500,attack,72
37,987500000,40358470,attack,81
38,879570000,64801640,attack,54
39,891179000,47283400,attack,81
40,1248100000,19271070,attack,69
41,1153000000,141620,attack,75
42,806094000,97123430,attack,99
43,1109760000,32713830,attack,88
44,1321300000,23217300,attack,78
45,1036840000,53869500,attack,83
46,761800000,109480000,attack,88
47,1064340000,51786400,attack,91
48,1124000000,36714700,attack,56
49,1183250000,53524190,attack,53
50,774408000,159609470,attack,77
