block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_11,proposer_8,100947101.63136375,110255503,30631
1,builder_5,proposer_5,374405979.61954385,411899195,8689
2,builder_1,proposer_7,159899401.61544472,174380179,16656
3,builder_6,proposer_12,255148181.97973615,278112481,12893
4,builder_11,proposer_19,170602940.7382568,186076594,9761
5,builder_18,proposer_11,147007643.4911721,195635428,16242
6,builder_15,proposer_9,189821149.34327373,206869155,14066
7,builder_19,proposer_0,159246284.8806723,173679090,24579
8,builder_6,proposer_14,280603932.9300677,307044674,19679
9,builder_11,proposer_3,180662871.58783898,197529568,10651
10,builder_19,proposer_8,183261364.30758542,199814248,29245
11,builder_16,proposer_3,130819715.51123422,142717461,27728
12,builder_13,proposer_10,232654816.57979876,253521882,11786
13,builder_7,proposer_10,107741717.23496306,118100296,19272
14,builder_14,proposer_10,90250277.73693225,98417868,10578
15,builder_12,proposer_1,86383590.35480514,94314979,15313
16,builder_4,proposer_4,303943118.6725374,333162487,27343
17,builder_3,proposer_9,96793420.29017548,105527762,19562
18,builder_1,proposer_8,130500033.45293723,142777063,49588
19,builder_7,proposer_18,131037591.81045854,143449715,24884
20,builder_3,proposer_5,111731212.03738604,122061174,31415
21,builder_6,proposer_5,172952829.22419178,188454103,20765
22,builder_6,proposer_8,147825440.27769023,161616580,35204
23,builder_0,proposer_3,180046205.1117307,199302095,18524
24,builder_1,proposer_15,132380187.45929816,144763945,21081
25,builder_13,proposer_5,112169478.71837915,134710512,23128
26,builder_8,proposer_9,467664185.0403308,509589953,21651
27,builder_12,proposer_8,148803813.19151565,181697647,20554
28,builder_11,proposer_8,100947101.63136375,110255503,30631
29,builder_5,proposer_5,374405979.61954385,411899195,8689
30,builder_1,proposer_7,159899401.61544472,174380179,16656
31,builder_6,proposer_12,255148181.97973615,278112481,12893
32,builder_11,proposer_19,170602940.7382568,186076594,9761
33,builder_18,proposer_11,147007643.4911721,195635428,16242
34,builder_15,proposer_9,189821149.34327373,206869155,14066
35,builder_19,proposer_0,159246284.8806723,173679090,24579
36,builder_6,proposer_14,280603932.9300677,307044674,19679
37,builder_11,proposer_3,180662871.58783898,197529568,10651
38,builder_19,proposer_8,183261364.30758542,199814248,29245
39,builder_16,proposer_3,130819715.51123422,142717461,27728
40,builder_13,proposer_10,232654816.57979876,253521882,11786
41,builder_7,proposer_10,107741717.23496306,118100296,19272
42,builder_14,proposer_10,90250277.73693225,98417868,10578
43,builder_12,proposer_1,86383590.35480514,94314979,15313
44,builder_4,proposer_4,303943118.6725374,333162487,27343
45,builder_3,proposer_9,96793420.29017548,105527762,19562
46,builder_1,proposer_8,130500033.45293723,142777063,49588
47,builder_7,proposer_18,131037591.81045854,143449715,24884
48,builder_3,proposer_5,111731212.03738604,122061174,31415
49,builder_6,proposer_5,172952829.22419178,188454103,20765
50,builder_6,proposer_8,147825440.27769023,161616580,35204
51,builder_0,proposer_3,180046205.1117307,199302095,18524
52,builder_1,proposer_15,132380187.45929816,144763945,21081
53,builder_13,proposer_5,112169478.71837915,134710512,23128
54,builder_8,proposer_9,467664185.0403308,509589953,21651
55,builder_12,proposer_8,148803813.19151565,181697647,20554
56,builder_11,proposer_8,100947101.63136375,110255503,30631
57,builder_5,proposer_5,374405979.61954385,411899195,8689
58,builder_1,proposer_7,159899401.61544472,174380179,16656
59,builder_6,proposer_12,255148181.97973615,278112481,12893
60,builder_11,proposer_19,170602940.7382568,186076594,9761
61,builder_18,proposer_11,147007643.4911721,195635428,16242
62,builder_15,proposer_9,189821149.34327373,206869155,14066
63,builder_19,proposer_0,159246284.8806723,173679090,24579
64,builder_6,proposer_14,280603932.9300677,307044674,19679
65,builder_11,proposer_3,180662871.58783898,197529568,10651
66,builder_19,proposer_8,183261364.30758542,199814248,29245
67,builder_16,proposer_3,130819715.51123422,142717461,27728
68,builder_13,proposer_10,232654816.57979876,253521882,11786
69,builder_7,proposer_10,107741717.23496306,118100296,19272
70,builder_14,proposer_10,90250277.73693225,98417868,10578
71,builder_12,proposer_1,86383590.35480514,94314979,15313
72,builder_4,proposer_4,303943118.6725374,333162487,27343
73,builder_3,proposer_9,96793420.29017548,105527762,19562
74,builder_1,proposer_8,130500033.45293723,142777063,49588
75,builder_7,proposer_18,131037591.81045854,143449715,24884
76,builder_3,proposer_5,111731212.03738604,122061174,31415
77,builder_6,proposer_5,172952829.22419178,188454103,20765
78,builder_6,proposer_8,147825440.27769023,161616580,35204
79,builder_0,proposer_3,180046205.1117307,199302095,18524
80,builder_1,proposer_15,132380187.45929816,144763945,21081
81,builder_13,proposer_5,112169478.71837915,134710512,23128
82,builder_8,proposer_9,467664185.0403308,509589953,21651
83,builder_12,proposer_8,148803813.19151565,181697647,20554
84,builder_11,proposer_8,100947101.63136375,110255503,30631
85,builder_5,proposer_5,374405979.61954385,411899195,8689
86,builder_1,proposer_7,159899401.61544472,174380179,16656
87,builder_6,proposer_12,255148181.97973615,278112481,12893
88,builder_11,proposer_19,170602940.7382568,186076594,9761
89,builder_18,proposer_11,147007643.4911721,195635428,16242
90,builder_15,proposer_9,189821149.34327373,206869155,14066
91,builder_19,proposer_0,159246284.8806723,173679090,24579
92,builder_6,proposer_14,280603932.9300677,307044674,19679
93,builder_11,proposer_3,180662871.58783898,197529568,10651
94,builder_19,proposer_8,183261364.30758542,199814248,29245
95,builder_16,proposer_3,130819715.51123422,142717461,27728
96,builder_13,proposer_10,232654816.57979876,253521882,11786
97,builder_7,proposer_10,107741717.23496306,118100296,19272
98,builder_14,proposer_10,90250277.73693225,98417868,10578
99,builder_12,proposer_1,86383590.35480514,94314979,15313
100,builder_4,proposer_4,303943118.6725374,333162487,27343
101,builder_3,proposer_9,96793420.29017548,105527762,19562
102,builder_1,proposer_8,130500033.45293723,142777063,49588
103,builder_7,proposer_18,131037591.81045854,143449715,24884
104,builder_3,proposer_5,111731212.03738604,122061174,31415
105,builder_6,proposer_5,172952829.22419178,188454103,20765
106,builder_6,proposer_8,147825440.27769023,161616580,35204
107,builder_0,proposer_3,180046205.1117307,199302095,18524
108,builder_1,proposer_15,132380187.45929816,144763945,21081
109,builder_13,proposer_5,112169478.71837915,134710512,23128
110,builder_8,proposer_9,467664185.0403308,509589953,21651
111,builder_12,proposer_8,148803813.19151565,181697647,20554
112,builder_11,proposer_8,100947101.63136375,110255503,30631
113,builder_5,proposer_5,374405979.61954385,411899195,8689
114,builder_1,proposer_7,159899401.61544472,174380179,16656
115,builder_6,proposer_12,255148181.97973615,278112481,12893
116,builder_11,proposer_19,170602940.7382568,186076594,9761
117,builder_18,proposer_11,147007643.4911721,195635428,16242
118,builder_15,proposer_9,189821149.34327373,206869155,14066
119,builder_19,proposer_0,159246284.8806723,173679090,24579
120,builder_6,proposer_14,280603932.9300677,307044674,19679
121,builder_11,proposer_3,180662871.58783898,197529568,10651
122,builder_19,proposer_8,183261364.30758542,199814248,29245
123,builder_16,proposer_3,130819715.51123422,142717461,27728
