id,position,gas_fee,mev_potential,creator_id,created_at,included_at,target_tx
5008,26,350000,13900,user_27,909,909,
5025,27,340000,60700,user_43,909,909,
4984,28,320000,67500,user_1,909,909,
4987,29,240000,30200,user_5,909,909,
5019,30,220000,21800,user_37,909,909,
5024,31,220000,0,user_43,909,909,
5004,32,170000,6390,user_21,909,909,
5029,33,170000,350000,user_47,909,909,
4994,34,160000,10700,user_12,909,909,
5028,35,120000,14200,user_46,909,909,
5013,36,120000,75000,user_33,909,909,
5033,37,120000,16400,user_49,909,909,
4993,38,120000,296000,user_12,909,909,
5010,39,110000,296000,user_30,909,909,
5030,40,110000,195000,user_48,909,909,
4999,41,110000,6390,user_16,909,909,
4996,42,100000,13900,user_12,909,909,
5032,43,100000,545000,user_49,909,909,
5012,44,98000,17700000,user_31,909,909,
4998,45,85000,139000,user_15,909,909,
5003,46,80000,13900,user_21,909,909,
5014,47,80000,100000,user_34,909,909,
5020,48,77000,510000,user_38,909,909,
5077,0,6300000,322000,user_43,910,910,
5079,1,6300000,181000,user_49,910,910,
5051,2,6300000,68100,user_17,910,910,
5061,3,5200000,66100,user_29,910,910,
5041,4,5000000,10700,user_8,910,910,
5053,5,5000000,0,user_21,910,910,
5072,6,5000000,195000,user_36,910,910,
5039,7,5000000,43600,user_7,910,910,
5073,8,3600000,11200,user_36,910,910,
5065,9,3500000,21800,user_31,910,910,
5069,10,2300000,13800,user_35,910,910,
5067,11,2000000,146000,user_32,910,910,
5048,12,2000000,43600,user_13,910,910,
5068,13,2000000,30200,user_33,910,910,
5036,14,1600000,7840,user_5,910,910,
5059,15,1600000,381000,user_27,910,910,
5035,16,1500000,12300,user_5,910,910,
5076,17,1400000,139000,user_41,910,910,
5037,18,1400000,283000,user_6,910,910,
5046,19,1100000,75000,user_11,910,910,
5038,20,1100000,66100,user_6,910,910,
5040,21,1000000,21800,user_7,910,910,
5045,22,1000000,0,user_11,910,910,
5049,23,970000,33100,user_13,910,910,
5060,24,600000,381000,user_28,910,910,
5042,25,370000,0,user_9,910,910,
5063,26,360000,47700,user_30,910,910,
5058,27,320000,6390,user_26,910,910,
