block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1332220000,36988600,4120166312.7365575,normal,131
2,955237000,99188240,6927995885.428286,normal,121
3,1240600000,55036760,10129226440.799845,normal,112
4,1061890000,53438930,13198730768.303522,normal,137
5,1062744000,77299500,16259151933.307518,normal,120
6,1166540000,39905720,19944329374.770794,normal,149
7,956910000,51295700,23020223128.50644,normal,131
8,1137510000,24108530,26971501561.188995,normal,116
9,1570120000,18504900,30585070685.218803,normal,139
10,1382170000,64504560,34107859613.195282,normal,133
11,1212580000,47463000,37737475544.775085,normal,144
12,1285770000,51122130,41648167141.47227,normal,105
13,1118049000,115789140,45310035563.33714,normal,102
14,1561600000,652360,49953653597.93068,normal,101
15,1127070000,65875540,54069239668.25307,normal,104
16,1406388000,68515700,58279375646.356804,normal,133
17,882112000,73192570,62450631148.370476,normal,134
18,895304000,73515800,66949455348.9619,normal,149
19,1051680000,49079860,71468080826.02235,normal,125
20,945332000,32959370,76224735955.31184,normal,109
21,1409300000,33760290,80741221500.1385,normal,146
22,1364800000,26829900,85220268842.03752,normal,132
23,1275160000,41199400,90262776309.03891,normal,133
24,1128770000,52112740,94221561541.18022,normal,139
25,937620000,22615200,100279915222.31517,normal,139
26,1412100000,54228840,105285033578.73198,normal,102
27,1225650000,72172720,110115014743.43369,normal,103
28,1445290000,54698530,115377476000.61641,normal,135
29,1397020000,78897040,120277431509.11841,normal,131
30,895509000,141524300,126198881452.58475,normal,142
31,1156565000,91719160,130900882045.57626,normal,122
32,1249480000,55310610,136236548302.1623,normal,114
33,1129620000,67652740,142810914252.88138,normal,106
34,1337240000,32553200,148322814053.43274,normal,105
35,1427320000,50267340,154533290585.74973,normal,125
36,1553240000,25819590,159574471230.15912,normal,114
37,831957000,109626400,164605654096.30557,normal,134
38,1140800000,2531010,170157201139.3075,normal,140
39,1169130000,26015310,177804107011.8579,normal,118
40,1322334000,51971780,182796915290.23364,normal,140
41,1041270000,48114200,190228950443.98563,normal,139
42,1031010000,137048780,195750905276.81467,normal,113
43,1129860000,52354400,203077904473.0449,normal,148
44,1160780000,74822300,209682970121.82343,normal,142
45,1162850000,60070720,215009045596.5862,normal,134
46,904590000,94677400,223496799842.66754,normal,118
47,970390000,99128380,229372782228.60864,normal,110
48,1333100000,8464480,236353722064.8172,normal,142
49,948698000,37846240,242529790179.78604,normal,120
50,1163690000,44164690,250656938157.0999,normal,135
