block_id,total_gas,total_mev_captured,validator_type,validator_id
1,107667000,32900,attack,3656
2,9561000,56200,attack,3656
3,22494000,1033700,attack,3687
4,13030000,7840,attack,3673
5,2020000,0,attack,3689
6,13351000,0,attack,3673
7,12090000,0,attack,3688
8,37394000,84800,attack,3665
9,10803000,769000,normal,3697
10,7380000,316700,attack,3691
11,64927000,7250700,attack,3689
12,20838000,594000,attack,3679
13,45630000,161000,attack,3666
14,51560000,161000,attack,3683
15,77823000,69700,attack,3657
16,12089000,1175000,attack,3655
17,12546000,15700,attack,3690
18,26547000,0,attack,3663
19,22037000,306500,attack,3664
20,10320000,56500,attack,3693
21,8907000,4520800,attack,3694
22,4880000,0,normal,3698
23,16410000,0,attack,3671
24,35699000,8520,attack,3673
25,37270000,128000,attack,3660
26,47059000,146000,attack,3652
27,19086000,4360630,attack,3679
28,33187000,4629900,attack,3668
29,6520000,79400,attack,3663
30,15082000,142130,normal,3700
31,35634000,526400,attack,3652
32,7458000,117200,attack,3659
33,13991000,334300,attack,3681
34,54372000,0,attack,3673
35,31700000,35100,attack,3677
36,71143000,1268800,attack,3694
37,11420000,925000,normal,3696
38,45154000,4336400,attack,3667
39,6939000,0,attack,3684
40,38270000,71800,attack,3653
41,8029000,13900,attack,3680
42,17857000,0,attack,3691
43,13300000,164000,normal,3698
44,43510000,39400,attack,3658
45,45985000,0,attack,3669
46,21524000,0,attack,3685
47,20420000,0,normal,3698
48,13301000,107800,attack,3662
49,13383000,13900,attack,3657
50,16507000,256000,attack,3681
