block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1131290000,52898800,4214707635.0,attack,12
2,1049520000,133641400,9260725320.0,normal,45
3,1206415000,39027180,14719642320.0,normal,44
4,1298620000,100210700,20672371900.0,normal,41
5,1222300000,27323300,26851675260.0,attack,8
6,1596330000,54693000,33565483615.0,normal,27
7,1087519000,161935790,40272797255.0,normal,49
8,1120500000,20000800,47549117730.0,attack,6
9,954320000,75265600,55156760445.0,attack,24
10,1103090000,52635290,63169728305.0,normal,50
11,1261500000,32653100,71547547300.0,attack,21
12,1040247000,88971400,80144365470.0,attack,19
13,965193000,125003400,89045168465.0,normal,46
14,1052400000,64652720,98399108855.0,normal,45
15,1166380000,93628300,108214930220.0,normal,37
16,986820000,78856400,118231181585.0,normal,30
17,1179990000,89286220,128786469195.0,normal,46
18,1053560000,35772600,139594355640.0,normal,43
19,1071500000,19370540,150970095145.0,attack,15
20,808397000,114471500,162426843655.0,attack,18
21,833960000,34331300,174273433510.0,attack,20
22,1259930000,32558500,186718218935.0,normal,49
23,1201500000,36337020,199392570500.0,attack,11
24,1085550000,102387800,212347685970.0,normal,27
25,813412000,47098100,225628416645.0,attack,19
26,1123990000,63225200,239566296300.0,normal,39
27,1052949000,25343030,253618430575.0,attack,15
28,999320000,27340760,268054845935.0,attack,15
29,1051850000,40803010,282957571450.0,normal,31
30,1149500000,18193300,298341464415.0,attack,2
31,1279282000,65161020,314062216130.0,normal,36
32,1226000000,1798220,330149734010.0,attack,22
33,1372000000,2054400,346802099040.0,attack,22
34,1262200000,19276800,363683741275.0,attack,6
35,998650000,170321900,380721965570.0,normal,39
36,1001570000,43222730,398257752185.0,attack,15
37,924500000,5041400,416125193425.0,attack,12
38,1090720000,26559640,434524036970.0,attack,19
39,1025550000,73999700,453091428735.0,normal,41
40,1080790000,84960000,472145176045.0,normal,38
41,889480000,66820600,491413791185.0,normal,41
42,1271000000,19149100,511428022530.0,attack,5
43,1017113000,76567580,531375322950.0,normal,35
44,1189468000,51754830,551991496045.0,normal,28
45,1111077000,25349200,572847960205.0,normal,34
46,1263000000,854240,594209338705.0,attack,7
47,1158000000,1077530,616123039090.0,attack,9
48,1012100000,41259000,638231433535.0,attack,17
49,1170640000,70986180,660834966565.0,attack,16
50,850359000,160932630,683637855090.0,normal,44
