block_id,total_gas,total_mev_captured,validator_type,validator_id
1,17669000,369000,normal,3184
2,21404000,274640,normal,3176
3,23559000,390500,normal,3184
4,23430000,12800,attack,3151
5,6123000,151630,normal,3167
6,37394000,0,normal,3200
7,3780000,0,normal,3190
8,43740000,0,normal,3195
9,9280000,396500,normal,3176
10,22372000,53500,normal,3165
11,6707000,580600,normal,3170
12,5950000,0,normal,3198
13,12190000,96800,attack,3154
14,25380000,15300,normal,3162
15,13493000,83200,normal,3191
16,13590000,37200,attack,3155
17,77284000,1356000,normal,3165
18,32050000,29200,normal,3166
19,26879000,0,normal,3164
20,29210000,18600,normal,3176
21,56703000,67400,normal,3172
22,6833000,16400,normal,3192
23,23960000,369000,normal,3183
24,20067000,35600,normal,3160
25,50470000,108000,normal,3156
26,4699000,45200,normal,3191
27,7440000,173800,normal,3170
28,15670000,0,attack,3152
29,11410000,4453600,normal,3197
30,43436000,15300,normal,3182
31,44818000,0,normal,3195
32,7727000,322000,normal,3180
33,10288000,959000,normal,3169
34,10490000,0,normal,3161
35,12050000,511700,normal,3178
36,9089000,410000,normal,3163
37,16651000,17853200,normal,3184
38,15056000,60700,normal,3164
39,25050000,56200,normal,3196
40,38504000,416600,normal,3193
41,9192000,0,normal,3179
42,14046000,12800,attack,3152
43,15450000,283000,normal,3193
44,68709000,13800,normal,3169
45,20177000,28900,normal,3170
46,35645000,0,normal,3184
47,33034000,100000,normal,3159
48,51837000,17000,normal,3176
49,42962000,0,attack,3153
50,9597000,0,normal,3193
