block_id,total_gas,total_mev_captured,validator_type,validator_id
1,197600000,7108500,normal,226
2,323370000,3296020,normal,222
3,185350000,5930530,normal,228
4,373890000,8594620,normal,212
5,216260000,4641200,normal,216
6,248607000,3284700,normal,225
7,290077000,12570800,normal,243
8,207690000,15282800,normal,242
9,270640000,14047250,normal,229
10,244540000,1248640,normal,230
11,220810000,13555700,normal,234
12,313920000,18542820,attack,206
13,257200000,1671500,normal,237
14,135220000,641580,normal,219
15,213640000,8542580,normal,213
16,169280000,1558200,attack,203
17,214300000,2296480,normal,234
18,120100000,1249800,normal,244
19,190600000,1980100,attack,201
20,203650000,7579900,normal,231
21,188420000,9195500,normal,232
22,274700000,1140520,attack,208
23,124880000,3389900,normal,228
24,214350000,19727090,normal,217
25,229060000,651180,normal,228
26,311510000,5899100,normal,241
27,296700000,2767200,normal,235
28,331373000,19515580,normal,214
29,137627000,2633100,attack,204
30,241290000,3185820,normal,244
31,108073000,8616330,attack,201
32,134970000,1806340,attack,206
33,294570000,136100,attack,201
34,216630000,37526900,normal,214
35,315400000,8476460,normal,215
36,214240000,10729100,normal,211
37,275040000,736930,attack,205
38,213670000,20061050,attack,201
39,262460000,8620160,normal,222
40,209210000,6271190,attack,201
41,147040000,665400,attack,202
42,184840000,7297100,normal,234
43,305260000,4866000,normal,242
44,283200000,2285300,attack,207
45,313610000,18070100,normal,233
46,205998000,2030990,normal,243
47,232330000,10477360,normal,237
48,265960000,1266290,normal,247
49,224320000,2821310,normal,220
50,163970000,1537800,normal,241
