block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1876370441,4683770,1096904665.3813796,attack
2,2111501605,384160,1337912197.0844798,attack
3,2134002781,384160,1473742206.4504843,attack
4,2137003957,384160,1637644601.9278643,attack
5,2137005133,384160,1818259052.1305196,attack
6,2134006309,384160,1970379206.1522691,attack
7,2134007485,384160,2180097461.432014,attack
8,2134008661,384160,2342669001.7517977,attack
9,2134009837,384160,2396975164.0,attack
10,2150011013,384160,2489970016.0,attack
11,2150012189,384160,2481844168.0,attack
12,2150013081,9016320,2569677320.0,attack
13,2137014541,384160,2543102972.0,attack
14,2134015717,384160,2563873424.0,attack
15,2137016893,384160,2607490676.0,attack
16,2134018069,384160,2643053828.0,attack
17,2150019245,384160,2678714720.0,attack
18,2150020421,387290,2702941002.0,attack
19,2134021597,384160,2683180124.0,attack
20,2134022773,384160,2682043076.0,attack
21,2134023949,384160,2763788928.0,attack
22,2137025125,384160,2836043080.0,attack
23,2134026301,384160,2885378132.0,attack
24,2134027477,384160,2882436384.0,attack
25,2150028653,384160,2981800876.0,attack
26,2150029209,419920,3031200008.0,attack
27,2137031005,384160,3037797460.0,attack
28,2137032181,384160,3043250512.0,attack
29,2137033357,384160,3038018664.0,attack
30,2137034533,431860,3063861616.0,attack
31,2134035709,384160,3066947508.0,attack
32,2137036885,384160,3122262840.0,attack
33,2134038061,384160,3135626892.0,attack
34,2134039237,384160,3181347484.0,attack
35,2150040413,384160,3220746136.0,attack
36,2134041589,384160,3196372188.0,attack
37,2134042765,384160,3220192440.0,attack
38,2137043941,384160,3248205692.0,attack
39,2137045117,384160,3277690844.0,attack
40,2134046293,384160,3301707996.0,attack
41,2134047469,384160,3345298148.0,attack
42,2110548645,18084160,3363744420.0,attack
43,2108449821,18084160,3379680472.0,attack
44,2150050997,384160,3448581324.0,attack
45,2137052173,384160,3424450176.0,attack
46,2137053349,384160,3461050228.0,attack
47,2134054525,384160,3453087680.0,attack
48,2126055701,414360,3458937352.0,attack
49,2126056877,398360,3454378404.0,attack
50,2126058053,398360,3469309356.0,attack
51,2137059229,384160,3516435308.0,attack
52,2126060405,392680,3510811240.0,attack
53,2150061581,384160,3564868872.0,attack
54,2134062757,387290,3600253354.0,attack
55,2134063933,384160,3605633376.0,attack
56,2137065109,384160,3635312568.0,attack
57,2126066285,384160,3635230320.0,attack
58,2126067461,384160,3644425172.0,attack
59,2126068637,384160,3656907024.0,attack
60,2150068377,398720,3750463776.0,attack
61,2150070989,384160,3821719618.0,attack
62,2137072165,384160,3833658470.0,attack
63,2137073341,384160,3861200622.0,attack
64,2150072985,2576320,3934099674.0,attack
65,2137075693,384160,3947513626.0,attack
66,2150076869,384160,4003097078.0,attack
67,2137078045,384160,3988086360.0,attack
68,2137079221,384160,3983072912.0,attack
69,2137080397,384160,3997306064.0,attack
70,2134081573,390550,3995437216.0,attack
71,2150082749,384160,4048371978.0,attack
72,2150083925,384160,4148045530.0,attack
73,2137085101,384160,4136706682.0,attack
74,2126086277,399460,4133405934.0,attack
75,2137087453,384160,4177612586.0,attack
76,2126088629,384160,4185832218.0,attack
77,2137089805,384160,4255815170.0,attack
78,2137090981,384160,4259782322.0,attack
79,2134092157,978160,4288756474.0,attack
80,2126093333,384160,4290222626.0,attack
81,2137094509,384160,4316169158.0,attack
82,2126095685,384160,4321185110.0,attack
83,2126096861,384160,4328304262.0,attack
84,2126098037,384160,4332703414.0,attack
85,2150099213,384160,4377099166.0,attack
86,2150100389,384160,4454852218.0,attack
87,2150101565,384160,4509523370.0,attack
88,2134102741,384160,4491883922.0,attack
89,2137103917,384160,4524772814.0,attack
90,2150105093,384160,4613032966.0,attack
91,2150106269,384160,4638358718.0,attack
92,2137107445,384160,4629460870.0,attack
93,2137108621,384160,4653212022.0,attack
94,2134109797,384160,4643403174.0,attack
95,2150110973,384160,4676686626.0,attack
96,2137112149,433260,4692580378.0,attack
97,2134113325,384160,4714986430.0,attack
98,2134114501,384160,4705347682.0,attack
99,2134115677,384160,4747859314.0,attack
100,2150116853,384160,4823154646.0,attack
