block_id,total_gas,total_mev_captured,validator_type,validator_id
1,31776000,897800,attack,4407
2,26649000,375380,attack,4408
3,59786000,268800,normal,4444
4,19993000,5437430,normal,4448
5,95872000,347200,attack,4404
6,61757000,127240,normal,4422
7,15693000,180020,normal,4442
8,48423000,43600,normal,4415
9,65931000,453000,attack,4410
10,31350000,56400,normal,4437
11,46187000,51700,normal,4413
12,150074000,7840,normal,4420
13,91560000,0,normal,4437
14,24312000,301400,normal,4424
15,28730000,17767500,normal,4411
16,54863000,35416400,attack,4401
17,52162000,720100,normal,4434
18,42794000,669600,normal,4444
19,71788000,167500,normal,4429
20,19006000,171400,normal,4419
21,60920000,6390,normal,4427
22,29620000,817040,normal,4437
23,52457000,82900,normal,4421
24,93798000,57700,normal,4423
25,107276000,18983200,attack,4406
26,70227000,145300,normal,4435
27,92347000,128000,normal,4426
28,38450000,0,normal,4436
29,15043000,0,normal,4420
30,95555000,143300,normal,4446
31,91599000,454080,normal,4421
32,46068000,4568000,normal,4414
33,54013000,2200000,attack,4407
34,49470000,14150,normal,4421
35,40603000,333200,normal,4422
36,21385000,195200,normal,4435
37,69587000,1188000,attack,4401
38,81600000,1728000,normal,4418
39,107570000,75700,normal,4442
40,117355000,1177000,normal,4431
41,37112000,4771500,normal,4414
42,51264000,447000,normal,4438
43,105451000,1082200,normal,4429
44,34099000,972900,normal,4450
45,49217000,0,normal,4427
46,14334000,157800,normal,4450
47,84009000,431500,normal,4443
48,17005000,108240,normal,4443
49,21027000,112800,normal,4412
50,97173000,11200,normal,4425
