block_id,total_gas,total_mev_captured,validator_type,validator_id
1,928790000,46491890,attack,142
2,855120000,40526600,attack,104
3,926502000,125128400,attack,107
4,1209000000,2109430,attack,118
5,939460000,58261100,attack,147
6,960000000,9684940,attack,133
7,1104000000,1330540,attack,122
8,1059650000,40472690,attack,141
9,1052020000,30695900,attack,139
10,1140360000,18002400,attack,118
11,898165000,106949530,attack,102
12,1082600000,19824620,attack,140
13,1121610000,36116200,attack,143
14,1031230000,72079930,attack,115
15,1177310000,70968720,attack,137
16,926149000,107899300,attack,131
17,934006000,68777780,attack,132
18,1284000000,1231300,attack,140
19,1241000000,2168000,attack,137
20,1016089000,89534600,attack,108
21,1127100000,36834100,attack,123
22,1080500000,107442600,attack,109
23,1150000000,18368800,attack,136
24,1164400000,71373400,attack,148
25,1215100000,53810500,attack,107
26,779416000,131342700,attack,117
27,1117000000,18463190,attack,119
28,1127000000,1853430,attack,105
29,906520000,86973600,attack,139
30,774660000,91743500,attack,150
31,895060000,62286630,attack,141
32,846100000,89568100,attack,101
33,924080000,40989240,attack,134
34,1048830000,69283800,attack,138
35,706860000,88535000,attack,137
36,929200000,61035700,attack,115
37,1262150000,18828500,attack,118
38,1061160000,39498200,attack,112
39,1249000000,1570080,attack,114
40,1020570000,48206680,attack,120
41,1200310000,18266700,attack,103
42,954840000,54617100,attack,110
43,959910000,89424710,attack,125
44,1001760000,61652200,attack,128
45,1144500000,19131330,attack,118
46,964700000,55643800,attack,113
47,1093213000,60889240,attack,130
48,924810000,54596700,attack,123
49,1029598000,32875730,attack,112
50,967900000,64789140,attack,138
