block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1050020000,18678300,attack,7
2,1086609000,73304140,normal,35
3,973213000,71144940,attack,8
4,1041260000,65561200,normal,11
5,1078595000,45143700,normal,21
6,882524000,122290240,attack,10
7,960979000,40026000,normal,19
8,948910000,39113900,normal,28
9,877237000,62959400,normal,13
10,784887000,104467800,attack,4
11,1285750000,125952100,normal,22
12,1093038000,55049100,normal,41
13,970440000,27019300,normal,40
14,1393020000,41933800,normal,25
15,1230057000,55361700,normal,18
16,1145400000,19747900,normal,31
17,1292180000,13513610,normal,40
18,1048690000,48847200,normal,46
19,1270283000,69442690,normal,24
20,1011727000,68069520,normal,34
21,952830000,65272520,normal,28
22,1296470000,94687190,normal,36
23,1053744000,57134500,attack,3
24,1151890000,35102200,normal,49
25,1335000000,1179100,attack,7
26,1050410000,76110700,normal,44
27,963550000,50874540,normal,22
28,1444220000,36310900,normal,14
29,1163300000,54023310,attack,2
30,1021890000,163265940,normal,49
31,1144660000,77914700,normal,13
32,1424460000,19318230,normal,49
33,1359340000,48400840,normal,19
34,991420000,49298700,normal,39
35,972977000,45726800,normal,27
36,828460000,42639600,attack,1
37,1092560000,78775650,normal,19
38,968863000,69313380,normal,24
39,1141510000,60617280,attack,8
40,1338360000,63769330,normal,37
41,1229420000,81037380,normal,21
42,1303210000,17869050,normal,23
43,1209505000,30821480,normal,29
44,915580000,118192820,normal,24
45,1244660000,94976900,normal,14
46,993928000,86414230,normal,25
47,851170000,68144900,attack,5
48,1118713000,94739700,normal,42
49,1043170000,128424200,normal,46
50,976830000,93113600,normal,38
