Block ID,Block Bid,Builder ID,Transaction ID,Transaction GAS,Transaction MEV
,,,10766,19.2732,83.9784
,,,-2037,19.2632,0
,,,10760,17.23,35.4955
,,,2036,14.5627,0
,,,10756,14.5527,55.8695
,,,-2036,14.5427,0
97,177,4
,,,10763,85.9615,0
,,,10773,52.3089,79.2199
,,,10775,52.2567,95.0176
,,,10764,32.5486,0
,,,10752,24.5394,0
,,,10757,18.392,3.10622
,,,10770,15.1309,0
98,268.5,2
,,,10783,96.8486,24.4919
,,,10771,62.6544,18.6613
,,,10768,45.6781,49.2093
,,,10778,35.1283,0
,,,10769,33.017,41.997
,,,10774,28.9363,0
,,,10776,22.0468,0
,,,10772,20.2156,17.974
,,,10713,4.51548,75.3001
,,,10762,0.877414,0
99,318,3
,,,10784,94.3254,0
,,,10779,81.8812,0
,,,10782,71.7587,34.9972
,,,10787,70.9024,0
,,,10789,47.0888,0
,,,10781,19.8304,81.8987
,,,10786,19.3572,79.2324
,,,10785,18.4288,0
,,,10791,11.826,0
,,,10777,7.50149,0
100,282,1
,,,10793,92.7946,42.4349
,,,10788,83.8608,99.7248
,,,10798,74.9241,0
,,,10790,66.3966,56.2277
,,,10799,35.9789,73.6812
,,,10794,19.6511,0
,,,10792,16.1121,6.11241
,,,2047,0.798077,0
,,,10271,0.788077,23.5437
,,,-2047,0.778077,0
101,266,3
,,,10803,96.4431,0
,,,10796,68.4046,22.5937
,,,10795,66.0955,0
,,,10780,62.7109,2.76705
,,,10797,45.7663,19.9721
102,322,2
,,,10807,92.4153,0
,,,10808,78.8578,80.1639
,,,10815,76.4771,84.7899
,,,10802,68.9389,4.93615
,,,10806,54.117,0
,,,10809,39.3983,74.9843
,,,10814,36.849,0
,,,10805,36.4085,0
,,,10812,34.6347,50.9781
,,,10801,32.4156,0
103,264.5,1
,,,10819,89.8786,0
,,,10818,78.2778,55.869
,,,10822,66.9263,0
,,,10820,38.1456,0
,,,10800,26.8043,0
,,,10804,16.8315,46.6892
,,,2052,10.9097,0
,,,10811,10.8997,94.4323
,,,-2052,10.8897,0
,,,10817,10.3272,0
104,242.5,4
,,,10823,64.2118,25.1145
,,,10813,56.8308,0
,,,10826,54.7739,23.8267
,,,10831,52.9265,87.7544
,,,10824,51.6334,34.1032
,,,10816,41.827,85.7214
,,,10810,5.39005,55.1717
105,313,1
,,,10828,91.127,0
,,,10832,86.2215,5.78809
,,,10829,82.5104,0
,,,10827,75.16,0
,,,10838,42.1882,44.1064
,,,10830,32.4955,0
,,,10833,23.2148,0
,,,10837,17.8694,0
,,,10825,6.96535,0
,,,10586,0.63153,0
106,279,4
,,,10835,90.1357,0
,,,10836,78.8615,14.7456
,,,10839,64.2128,0
,,,10834,59.856,0
,,,10840,53.3497,26.1269
,,,10821,9.32938,54.0017
107,317,2
,,,10845,85.6181,0
,,,10844,54.5735,16.5208
,,,10841,49.7541,0
,,,10849,48.1616,37.4624
,,,10846,47.7394,29.4992
,,,10854,43.6782,65.9828
,,,10848,41.123,0
,,,10842,32.6236,0
,,,2059,16.8894,0
,,,10843,16.8794,78.4812
108,321,4
,,,10853,96.9347,12.9679
,,,10859,93.3967,13.4268
,,,10852,75.7888,0
,,,10861,75.7739,0
,,,10862,50.4756,0
,,,10851,40.0733,51.9535
,,,10855,23.1897,0
109,321.5,2
,,,10857,74.0868,58.1639
,,,10869,68.4734,7.95521
,,,10867,64.8918,57.6095
,,,10860,61.3223,67.9382
,,,10858,58.3851,0
,,,10856,55.2291,14.5067
,,,10863,43.6129,0
,,,10870,20.7314,0
,,,2067,16.1078,0
,,,10865,16.0978,64.3865
110,170,3
,,,10878,96.5245,0
,,,10868,75.3108,0
,,,10866,65.837,95.7832
,,,10876,25.7886,0
,,,10871,17.0715,39.5862
,,,10874,7.23365,91.011
111,322.5,2
,,,10885,93.222,59.3094
,,,10873,90.5146,36.9808
,,,10883,64.9749,0
,,,10877,50.2333,67.2136
,,,10875,45.1601,16.1077
,,,10884,28.5212,0
,,,10886,23.5054,0
,,,10881,20.7202,21.7593
,,,10872,17.6388,0
,,,10879,13.8948,6.01649
112,116,4
,,,10882,85.4937,48.3452
,,,10887,52.2889,0
,,,10890,51.8761,15.204
,,,10880,38.8067,0
113,323,2
,,,10901,75.0082,24.8954
,,,10894,73.7135,0
,,,10903,69.2078,22.4935
,,,10899,67.3873,12.9072
,,,10892,64.1984,97.1125
,,,10897,46.9434,32.1394
,,,10893,31.3241,84.0617
,,,10900,30.9868,90.7272
,,,10896,12.3004,0
,,,10889,9.74509,0
114,135.5,3
,,,10906,99.1286,0
,,,10898,79.4934,41.7818
,,,10888,18.5577,54.0573
,,,10905,10.3197,26.3879
115,325.5,2
,,,10912,93.8726,34.1246
,,,10891,89.3441,38.8461
,,,10914,83.5244,49.5758
,,,10909,77.7034,21.0874
,,,10904,66.152,0
,,,10915,54.6157,76.6133
,,,10916,49.014,0
,,,10902,48.5026,4.62195
,,,10919,37.9818,0
,,,10910,37.9068,0
116,100.5,4
,,,10907,88.9948,0
,,,10911,32.8042,0
,,,10908,19.0049,47.3389
,,,10925,10.8462,0
,,,10918,7.56565,59.7894
117,315,1
,,,10928,73.9472,45.3629
,,,10923,61.8619,31.6386
,,,10929,60.4559,96.7663
,,,10932,60.2906,5.40956
,,,10927,44.3722,53.5683
,,,10922,24.7582,99.4374
,,,-2109,24.7482,0
,,,2106,24.5827,0
,,,10926,24.5727,81.7436
,,,-2106,24.5627,0
118,323.5,3
,,,10938,99.3756,0
,,,10939,95.6125,90.974
,,,10931,87.2264,18.2161
,,,10943,63.7846,0
,,,10942,59.4001,28.7601
,,,10920,49.2905,0
,,,10941,33.8783,0
,,,10935,21.771,0
119,319.5,2
,,,10944,97.1157,83.2689
,,,10946,95.5711,89.9926
,,,10937,92.2333,0
,,,10921,52.8981,0
,,,10949,40.6307,85.2249
,,,10948,32.929,0
,,,10947,26.5003,12.3944
,,,10940,13.9369,0
,,,2120,9.25253,0
,,,10847,9.24253,87.5765
120,322.5,2
,,,10959,97.0531,94.1045
,,,10954,91.3834,80.5939
,,,10958,87.0502,0
,,,10945,68.467,74.5637
,,,10952,63.2403,0
,,,2126,9.22563,0
,,,10864,9.21563,75.5512
,,,-2126,9.20563,0
,,,2124,9.16691,0
,,,10936,9.15691,31.9225
121,326,3
,,,10933,91.781,0
,,,10956,82.9531,87.8703
,,,10961,82.4533,96.3186
,,,10967,75.6631,0
,,,10950,75.6058,34.7545
,,,10957,56.9898,0
,,,10951,51.3449,16.7973
,,,10953,7.55777,56.9143
122,235.5,2
,,,10965,99.7109,75.4737
,,,10971,85.2596,11.2444
,,,10960,48.6433,0
,,,10963,36.4161,0
,,,10966,14.6668,0
,,,10924,8.83185,0
,,,10913,7.84787,22.2431
,,,10917,7.37473,0
,,,10934,7.12426,20.0353
,,,2134,4.99057,0
123,295,3
,,,10962,89.1225,58.6657
,,,10970,62.8277,0
,,,10982,61.4112,33.9015
,,,10974,51.137,0
,,,10976,32.009,0
,,,10973,27.455,41.4416
,,,10964,19.9681,21.0544
,,,10972,18.9613,0
,,,10968,7.64755,0
,,,10969,1.72154,6.07801
124,327,2
,,,10977,72.0797,82.7991
,,,10979,67.0592,0
,,,10985,61.632,0
,,,10978,58.2008,7.29415
,,,10991,54.3509,37.4161
,,,10989,50.3046,16.3322
,,,10988,49.7227,57.2811
,,,10980,47.6537,0
,,,10984,40.9347,0
,,,10981,27.6291,61.0391
125,167,2
,,,10998,96.2501,0
,,,10996,75.1822,48.8275
,,,10997,29.4591,0
,,,10999,28.7142,13.5081
,,,10987,24.7508,0
,,,10990,15.2599,0
,,,2148,4.99057,0
,,,10955,4.98057,27.5083
,,,-2148,4.97057,0
,,,2149,3.21612,0
126,183,3
,,,10993,91.9271,0
,,,10986,48.6622,0
,,,10995,33.3172,0
,,,11001,31.6168,69.0495
,,,10994,27.7129,0
,,,10992,21.2121,0
,,,10975,0.1292,0
127,327,1
,,,11006,77.6344,55.8287
,,,11009,74.8905,0
,,,11010,73.1945,0
,,,11014,65.3976,21.4793
,,,11011,55.1475,0
,,,11015,52.9535,80.2788
,,,11012,48.4593,0
,,,11007,36.8538,0
,,,11002,34.4746,24.6778
,,,11013,28.7596,1.08848
128,214.5,2
,,,11016,89.5492,0
,,,11021,43.8641,91.4839
,,,11018,34.4825,0
,,,11017,32.1822,0
,,,11003,20.0654,0
,,,11000,17.2671,0
,,,2167,16.916,0
,,,11004,16.906,60.8098
,,,-2167,16.896,0
,,,2168,8.22111,0
129,301,1
,,,11028,85.8318,81.7855
,,,11030,83.5334,0
,,,11026,82.0499,68.4993
,,,11031,38.4331,0
,,,11024,34.0579,97.5415
,,,11023,20.5301,0
,,,11025,17.8914,21.1501
,,,2175,8.22111,0
,,,11005,8.21111,28.7591
,,,-2175,8.20111,0
130,142,4
,,,11022,77.7396,9.80355
,,,11020,74.641,43.9818
,,,11029,40.6954,31.8669
,,,11008,38.5042,29.6478
131,326.5,2
,,,11034,96.4382,22.5152
,,,11039,90.4758,74.0997
,,,11038,73.5358,99.2664
,,,11047,59.4662,75.2144
,,,11035,57.8932,0
,,,11044,20.0467,45.0339
,,,2187,12.3271,0
,,,11036,12.3171,88.5465
,,,-2187,12.3071,0
,,,11042,6.73876,0
132,280.5,4
,,,11053,95.1192,95.1188
,,,11041,90.8244,80.7352
,,,11051,64.3618,54.2398
,,,11054,33.7012,5.86098
,,,11033,24.5019,92.6889
,,,11032,20.6379,92.5634
,,,11037,20.564,0
,,,11045,20.1506,56.7804
,,,11040,18.2705,1.7754
,,,11046,5.23321,93.7517
133,113.5,2
,,,11043,85.0725,0
,,,11049,48.5237,0
,,,11055,15.6124,0
,,,2199,10.8609,0
,,,11050,10.8509,97.2604
,,,11019,3.42795,63.1773
,,,10895,3.20612,43.5332
,,,10983,2.64272,46.6081
,,,10850,1.91312,11.0451
,,,10930,1.75564,0
134,328,1
,,,11069,99.5663,0
,,,11063,96.9422,0
,,,11064,80.5141,97.3323
,,,11070,64.882,0
,,,11059,51.6775,0
,,,11062,34.8632,0
,,,11065,33.9181,0
,,,2201,24.869,0
,,,11048,24.859,99.0416
,,,-2201,24.849,0
135,316.5,4
,,,11067,92.5948,46.8989
,,,11057,77.9271,0
,,,11075,76.231,31.1419
,,,11066,56.7897,54.8913
,,,11058,49.2824,0
,,,11052,36.5396,19.474
,,,11060,20.3507,0
,,,11076,6.9682,59.7253
136,328,1
,,,11085,91.2007,0
,,,11068,76.3028,41.5542
,,,11084,75.4311,7.57732
,,,11077,52.356,20.664
,,,11074,49.9553,0
,,,11087,32.8919,0
,,,11079,32.3597,0
,,,11080,31.0819,0
,,,11078,24.3833,0
,,,2208,18.8977,0
137,329,4
,,,11093,99.6771,0
,,,11088,89.0048,0
,,,11086,71.222,35.7313
,,,11094,62.1127,73.0017
,,,11083,49.7589,90.4011
,,,11056,28.7256,65.9192
,,,11073,21.1175,0
,,,11072,17.8706,40.3691
,,,11081,11.7345,0
138,324,2
,,,11095,99.743,0
,,,11082,90.2244,0
,,,11089,85.509,0
,,,11098,63.5113,0
,,,11090,54.9729,43.7705
,,,11101,35.6054,80.8036
,,,11096,23.7428,53.7902
,,,11071,18.8877,88.6296
,,,11092,9.60331,5.91648
,,,11061,0.80726,95.4303
139,329.5,3
,,,11105,94.5274,0
,,,11109,92.0362,0
,,,11102,74.8369,0
,,,11097,68.1315,0
,,,11107,62.7608,24.7775
,,,11108,43.5934,0
,,,11103,10.9,0
140,326.5,1
,,,11099,99.3934,82.8054
,,,11100,92.8394,75.2821
,,,11112,86.7916,54.9187
,,,11110,85.1669,0
,,,11118,71.8898,15.5242
,,,11115,70.5629,0
,,,11104,69.1411,76.8739
,,,11106,61.125,57.3239
,,,11111,52.3245,0
,,,2220,5.72013,0
141,206.5,2
,,,11121,91.9314,82.4004
,,,11124,67.7662,60.5253
,,,11126,44.7138,81.8572
,,,11122,41.2284,0
,,,11127,34.2243,29.16
,,,11125,28.6462,0
,,,11114,5.71013,93.8142
,,,-2224,5.70013,0
,,,2223,4.54396,0
,,,11123,4.53396,22.4786
142,324,3
,,,11120,98.6597,12.164
,,,11119,90.7661,0
,,,11134,81.6356,0
,,,11116,61.2001,0
,,,11133,60.5211,0
,,,11113,27.7803,0
,,,11117,10.0312,83.6739
143,330.5,1
,,,11130,95.737,0
,,,11129,92.9723,0
,,,11142,90.4703,65.313
,,,11128,57.5352,0
,,,11132,52.4627,96.9328
,,,11140,38.0737,0
,,,11131,30.1307,0
,,,2229,21.8365,0
,,,11136,21.8265,86.7255
,,,-2229,21.8165,0
144,275.5,2
,,,11150,93.6547,0
,,,11146,90.9476,0
,,,11141,81.4504,69.8802
,,,11149,58.4933,0
,,,2234,14.5321,0
,,,11151,14.5221,48.6382
,,,-2234,14.5121,0
,,,2233,7.3032,0
,,,11137,7.2932,73.7738
,,,11139,3.94172,0
145,304.5,1
,,,11153,97.2354,67.9878
,,,11155,73.6056,0
,,,11144,72.1022,0
,,,11156,64.1398,8.45942
,,,11159,52.7126,0
,,,2236,11.2658,0
,,,11157,11.2558,53.0366
,,,-2236,11.2458,0
,,,11135,1.68681,0
,,,2237,0.995038,0
146,331,4
,,,11167,89.2488,0
,,,11138,67.9706,0
,,,11166,65.3246,26.8045
,,,11148,61.8518,0
,,,11162,57.563,49.5475
,,,11145,44.624,63.3128
,,,11158,44.477,92.2373
,,,11152,42.5522,83.1338
,,,11147,36.226,4.54386
,,,11163,32.8973,95.2776
147,117.5,2
,,,11171,92.9668,0
,,,11174,87.396,28.0105
,,,11172,37.4346,24.4085
,,,2242,4.20246,0
,,,11169,4.19246,61.322
,,,-2242,4.18246,0
,,,2241,0.995038,0
,,,11091,0.985038,89.0626
,,,-2241,0.975038,0
,,,11027,0.756387,0
148,307,4
,,,11183,77.5702,0
,,,11180,63.1957,52.7084
,,,11173,51.2518,0
,,,11160,51.01,0
,,,11165,32.6575,12.5666
,,,11175,27.4614,0
,,,11164,23.4383,0
,,,11168,22.974,0
,,,11154,19.3091,0
,,,11143,17.0747,62.2631
149,330,2
,,,11170,79.5222,0
,,,11178,74.3457,2.29116
,,,11185,68.28,17.2654
,,,11179,51.629,73.6899
,,,11182,47.9857,14.0543
,,,11188,47.3314,7.8537
,,,11191,39.6658,0
,,,11187,38.5488,0
,,,11189,32.4579,0
,,,11181,14.2567,0
150,265.5,1
,,,11186,87.3438,0
,,,11194,64.4513,34.3325
,,,11193,44.7071,0
,,,11195,43.1915,58.8189
,,,11196,33.5048,0
,,,11199,29.1118,0
,,,2251,9.44222,0
,,,11177,9.43222,44.6991
,,,-2251,9.42222,0
,,,2250,4.19491,0
151,272.5,4
,,,11198,74.7323,0
,,,11192,65.7494,0
,,,11205,43.9016,81.1245
,,,11190,38.5214,31.8769
,,,11201,36.1952,0
,,,11204,33.8873,38.498
,,,11184,30.4754,0
,,,11200,10.5954,91.2258
,,,11161,8.98409,12.5021
,,,11197,1.12864,37.2709
152,318.5,1
,,,11206,77.5746,74.1408
,,,11213,74.3984,0
,,,11202,64.8008,84.766
,,,11209,56.2199,0
,,,11207,37.1795,87.9289
,,,2257,27.9862,0
,,,11211,27.9762,97.9275
,,,-2257,27.9662,0
,,,11212,21.3897,0
,,,11203,16.5472,3.13252
153,176,3
,,,11216,84.1778,0
,,,11215,69.6767,16.7378
,,,11223,60.5594,0
,,,11214,28.9361,82.0087
,,,11221,14.1307,0
154,328.5,2
,,,11226,73.6579,15.9537
,,,11218,63.3176,0
,,,11220,61.8306,0
,,,11231,57.611,30.5675
,,,11228,38.0035,0
,,,11225,37.8247,46.0779
,,,11210,36.7945,0
,,,11227,33.6001,0
,,,11217,17.3234,54.5257
,,,-2265,17.3134,0
155,178.5,1
,,,11238,98.7052,0
,,,11235,88.4993,0
,,,11237,54.833,0
,,,11224,16.2206,3.74383
,,,11219,7.07662,0
,,,2267,4.19491,0
,,,11176,4.18491,44.5224
,,,-2267,4.17491,0
,,,2268,3.82016,0
,,,11208,3.81016,35.1112
156,304.5,1
,,,11242,91.6913,0
,,,11236,67.1184,0
,,,11245,53.8369,13.3074
,,,11247,51.6926,57.4555
,,,11243,39.1959,75.9917
,,,11241,31.6465,24.9907
,,,2270,13.6776,0
,,,11233,13.6676,78.8318
,,,-2270,13.6576,0
,,,11240,3.87395,0
157,331.5,4
,,,11253,97.8944,0
,,,11252,97.225,35.185
,,,11230,67.0941,0
,,,11229,65.0076,0
,,,11239,63.355,0
,,,11244,60.6469,0
,,,11234,51.4328,0
,,,11249,29.2827,0
,,,11232,11.3355,81.256
,,,11246,8.04349,97.3266
158,319,2
,,,11254,96.2314,44.1653
,,,11259,73.6416,65.995
,,,11258,68.5697,0
,,,11255,53.9808,24.5745
,,,11251,45.2853,0
,,,11248,28.9958,26.9526
,,,11261,27.0003,0
,,,11250,18.4272,0
,,,11222,1.77075,0
,,,2272,0.448719,0
159,328,3
,,,11256,86.3815,5.96113
,,,11260,72.8868,97.0565
,,,11263,66.9731,0
,,,11257,63.3557,86.9166
,,,11265,58.6311,0
,,,11262,56.5783,99.5894
,,,11266,15.049,0
160,331,1
,,,11276,91.8957,0.386517
,,,11267,91.3124,0
,,,11277,61.7789,7.58145
,,,11271,54.2737,11.4743
,,,11269,46.6373,0
,,,11272,43.4411,0
,,,11268,28.6822,58.4112
,,,2276,20.0019,0
,,,11270,19.9919,76.7134
,,,-2276,19.9819,0
161,331.5,4
,,,11287,97.5047,0
,,,11273,93.1151,49.6128
,,,11275,86.1219,20.083
,,,11283,83.1332,13.3635
,,,11274,67.6268,90.1887
,,,11278,61.1529,23.998
,,,11279,60.2466,73.8134
,,,11286,26.1604,0
162,183.5,2
,,,11295,69.5072,0
,,,11284,66.0616,0
,,,11288,51.2232,99.5236
,,,11280,35.5385,0
,,,11285,31.8024,94.4942
,,,11264,17.1564,0.433524
,,,2279,8.03437,0
,,,11289,8.02437,81.7086
,,,-2279,8.01437,0
,,,10036,0.438719,28.6101
163,333.5,2
,,,11290,99.8847,0
,,,11301,98.9246,64.5088
,,,11299,96.122,91.9297
,,,11303,93.9732,3.20859
,,,11296,86.4933,0
,,,11292,83.6316,46.0945
,,,11282,71.0797,52.4006
,,,11293,60.6014,77.7251
,,,11300,52.3103,0
,,,11298,45.9189,0
164,330.5,2
,,,11302,97.9451,76.5555
,,,11297,80.3512,86.2187
,,,11307,71.0616,38.1182
,,,11309,66.7825,50.0882
,,,11306,51.7428,0
,,,11308,46.0565,0
,,,11291,14.1367,0
,,,11305,6.67821,21.6103
,,,10145,0.156391,0
165,329.5,4
,,,11319,96.1198,84.2155
,,,11318,86.3325,16.8984
,,,11313,84.3149,0
,,,11315,66.6974,46.2178
,,,11312,55.6061,0
,,,11281,39.7972,0
,,,11317,34.4053,26.474
,,,11294,18.9095,0
,,,11311,12.5481,56.4305
,,,11304,1.98254,0
166,332,1
,,,11323,91.7593,13.6697
,,,11322,67.7838,45.7276
,,,11326,65.2854,0
,,,11320,65.1957,0
,,,11327,62.4247,0
,,,11324,32.7186,0
,,,2282,22.3007,0
,,,11316,22.2907,79.7111
,,,-2282,22.2807,0
,,,11310,14.3175,0
167,144,1
,,,11332,97.8063,0
,,,11330,65.6608,90.4799
,,,11314,13.4258,0
,,,2284,13.218,0
,,,11325,13.208,47.6876
,,,-2284,13.198,0
168,333,2
,,,11341,89.0027,6.02965
,,,11338,85.6305,64.6835
,,,11343,55.9841,0
,,,11329,52.4416,31.9759
,,,11337,51.9848,0
,,,11333,35.6086,0
,,,2285,24.5165,0
,,,11328,24.5065,89.7452
,,,-2285,24.4965,0
,,,11340,2.38704,0
169,332.5,4
,,,11334,98.7184,92.279
,,,11331,97.9341,0
,,,11349,96.5431,50.4906
,,,11344,73.1008,19.1192
,,,11321,72.7069,98.6954
,,,11336,59.5714,71.3999
,,,11335,7.94642,0
,,,11339,3.8105,0
170,312.5,2
,,,11359,87.2824,0
,,,11350,77.2922,57.7938
,,,11358,71.4567,67.9684
,,,11351,52.1453,57.269
,,,11347,51.6523,17.196
,,,11348,34.5985,0
,,,11345,18.5063,1.27539
,,,11346,13.9334,25.1312
,,,11352,11.951,0
,,,11342,0.888175,89.836
171,336.5,2
,,,11365,99.3599,77.8923
,,,11354,96.0761,0
,,,11364,95.8245,0
,,,11363,86.6533,0
,,,11360,86.3143,0
,,,11362,83.6138,22.8046
,,,11366,65.667,41.952
,,,11355,42.0375,0
,,,11361,36.0929,0
,,,11367,4.79791,76.1913
172,303,1
,,,11373,97.9963,0
,,,11374,93.526,66.3353
,,,11368,79.4177,0
,,,11369,60.1644,0
,,,11375,41.3682,0
,,,11371,38.2943,0
173,311.5,4
,,,11357,95.9191,69.0473
,,,11382,81.4183,0
,,,11383,71.3746,0
,,,11376,53.8147,5.58477
,,,11353,43.6667,84.3476
,,,11356,32.3056,32.1081
,,,11372,31.7193,10.0239
,,,11377,0.0455382,0
174,276.5,3
,,,11391,91.8361,84.6051
,,,11389,78.9473,3.05774
,,,11390,75.7312,95.3182
,,,11388,66.7531,46.4308
,,,11386,50.6119,32.0309
,,,11384,18.5577,0
,,,11387,13.383,0
175,335,1
,,,11392,95.7256,68.9197
,,,11396,86.0844,0
,,,11378,76.6298,77.315
,,,11379,73.416,0
,,,11385,64.7115,0.785878
,,,11370,30.9824,0
,,,11380,28.2301,0
,,,11397,21.9305,38.6475
,,,2290,20.1748,0
,,,11395,20.1648,81.0626
176,117.5,3
,,,11398,58.1577,0
,,,11393,51.0171,0
,,,11394,49.8193,84.8308
,,,11399,22.6711,19.965
,,,11402,5.6349,57.5599
177,336,2
,,,11415,98.5535,76.8808
,,,11407,90.3378,99.7103
,,,11405,49.046,0
,,,11404,38.713,0
,,,11410,38.478,15.207
,,,11413,37.7437,0
,,,11403,35.2559,92.4108
,,,11406,23.2639,0
,,,11409,20.3427,38.7876
,,,11381,18.931,0
178,333,4
,,,11419,95.9936,0
,,,11411,92.9365,32.8501
,,,11416,82.0014,0
,,,11420,78.7557,83.3655
,,,11418,57.1682,12.5579
,,,11408,39.1776,0
,,,11414,30.2433,33.6283
,,,11401,24.5218,82.5175
,,,11422,6.00538,0
,,,11412,5.77325,62.8568
179,334,2
,,,11429,96.9703,78.5473
,,,11428,95.8882,2.38863
,,,11425,91.0086,0
,,,11417,88.6084,13.2586
,,,11426,61.5068,9.28048
,,,11424,45.192,87.4824
,,,11423,26.5008,0
,,,11431,20.3124,0
,,,11400,16.5884,0
,,,11421,15.4906,0
180,161.5,2
,,,11433,78.036,0
,,,11434,68.8238,0
,,,11432,43.1417,37.9696
,,,11439,42.1442,17.9494
,,,11438,12.3564,0
181,176.5,3
,,,11435,82.4924,53.3548
,,,11427,52.3489,0
,,,11442,35.9001,16.0177
,,,11430,33.0329,54.8075
,,,11440,23.9605,67.5047
,,,11436,6.57194,0
,,,11443,5.37395,0
182,336,1
,,,11454,93.2298,51.1478
,,,11453,87.5969,0
,,,11437,70.714,76.6222
,,,11447,62.9397,0
,,,11450,60.788,0
,,,11448,57.1079,0
,,,11446,51.0816,0
,,,11445,47.3913,27.0958
,,,11444,44.5447,92.9689
,,,11441,43.1988,0
183,196,4
,,,11460,81.1422,69.4105
,,,11452,74.652,0
,,,11455,54.8259,61.3318
,,,11458,41.4188,87.0409
,,,11459,34.0885,85.096
,,,11451,21.5464,0
,,,11462,6.78145,0
184,268,1
,,,11471,68.7939,26.1201
,,,11469,62.0559,20.6833
,,,11456,60.5447,39.1639
,,,11449,39.0758,0
,,,11468,27.7966,58.477
,,,2291,26.2657,0
,,,11464,26.2557,83.9212
,,,-2291,26.2457,0
,,,11463,13.6185,20.7591
,,,11457,3.93262,0
185,336,3
,,,11465,93.7043,0
,,,11466,85.7432,0
,,,11476,84.1292,21.3647
,,,11467,75.9604,0
,,,11470,60.5323,57.3311
,,,11478,48.8637,95.872
,,,11473,35.4486,0
,,,11479,18.9262,84.0927
,,,11472,17.228,53.7779
,,,11461,16.7365,0
186,208.5,2
,,,11475,93.7839,69.1962
,,,11484,61.5569,0
,,,11474,61.0821,0
,,,11483,36.8154,0
,,,11487,30.5864,51.0735
,,,11477,0.226217,44.002
187,332.5,3
,,,11480,99.5025,4.75481
,,,11486,90.6642,73.8847
,,,11489,63.824,33.7162
,,,11493,55.8256,87.7105
,,,11482,42.8768,26.2422
,,,11492,31.3295,66.8586
,,,11481,29.3084,0
,,,11488,18.0338,3.50089
188,224.5,1
,,,11490,70.3905,0
,,,11485,57.3759,88.2423
,,,11497,47.6465,39.3919
,,,11494,45.9776,68.4789
,,,11495,44.3844,43.2376
,,,11500,36.0696,82.0086
,,,11491,15.0503,0
,,,11499,13.5936,0
189,196,3
,,,11502,89.4187,0.57728
,,,11504,63.453,0
,,,11503,61.1672,65.5329
,,,11507,49.2608,0
,,,11496,26.5638,0
,,,11501,20.7983,99.8005
,,,11508,10.5881,0
,,,11511,3.82084,0
190,338,2
,,,11509,98.6383,0
,,,11498,93.4106,21.1129
,,,11514,90.7431,10.8656
,,,11519,75.9319,0
,,,11516,73.462,57.3326
,,,11512,69.6185,0
,,,2297,18.1023,0
,,,11506,18.0923,86.0528
,,,-2297,18.0823,0
,,,11510,16.8627,0
191,158,4
,,,11523,95.1908,0
,,,11513,50.4517,2.19495
,,,11524,42.9498,87.7657
,,,11515,36.6339,20.6187
,,,11518,17.2687,0
192,337.5,1
,,,11534,98.4096,91.6578
,,,11532,91.2957,0
,,,11533,75.1189,0
,,,11531,69.8615,45.4899
,,,11528,57.9067,0
,,,11525,45.9622,49.5607
,,,11527,45.2015,44.2714
,,,11517,39.7732,82.3237
,,,11521,27.1838,0
,,,11526,26.7808,16.4233
193,180,2
,,,11536,80.1023,0
,,,11541,80.0058,0
,,,11540,41.9389,0
,,,11542,33.8117,0
,,,11520,23.3233,59.836
,,,11522,22.3964,0
,,,11505,0.711335,98.778
194,330,4
,,,11550,86.0399,0
,,,11546,78.4104,28.5907
,,,11529,60.4681,0
,,,11535,57.3188,0
,,,11539,51.1794,0
,,,11548,49.3383,95.7462
,,,11547,39.5587,91.4627
,,,11530,28.1096,80.0769
,,,11551,1.92396,87.2899
195,336.5,2
,,,11558,99.2941,0
,,,11537,92.8934,0
,,,11538,88.5725,0
,,,11556,67.3785,0
,,,11555,46.1655,62.005
,,,11545,37.8475,0
,,,11557,19.2367,0
,,,2302,18.1509,0
,,,11543,18.1409,92.8852
,,,-2302,18.1309,0
196,283,4
,,,11561,86.1993,0
,,,11552,74.8599,0
,,,11560,71.4993,0
,,,11553,57.8875,0
,,,11559,57.2359,96.2227
,,,11567,18.6786,19.4006
197,339.5,2
,,,11571,90.512,0
,,,11574,81.9474,0
,,,11566,79.1754,54.7259
,,,11564,77.6218,0
,,,11572,73.1916,60.5907
,,,11569,66.531,10.0918
,,,11565,55.8108,0
,,,11570,48.6329,92.579
,,,11575,25.379,5.83459
,,,11554,10.3614,0
198,320,3
,,,11577,98.3867,0
,,,11573,98.2151,0
,,,11579,94.1162,0
,,,11580,57.6846,67.2717
,,,11568,34.2874,14.4928
,,,11578,30.3661,0
,,,11563,5.31918,10.3862
199,332,1
,,,11584,89.8003,92.6789
,,,11590,83.3991,2.82338
,,,11585,60.6665,0
,,,11583,51.2353,0
,,,11591,49.0265,11.0103
,,,11576,46.4619,13.7332
,,,11581,40.619,0
,,,11589,14.7425,3.93767
,,,11582,5.7385,0
,,,11549,4.93858,0
200,215,3
,,,11586,75.0922,49.3648
,,,11587,72.0739,0
,,,11588,60.7721,80.4263
,,,11599,48.6303,0
,,,11597,35.6579,0
201,338.5,2
,,,11605,91.0826,0
,,,11601,76.5554,0
,,,11592,70.6405,0
,,,11593,65.7773,0
,,,11598,62.9312,4.62325
,,,11594,58.574,91.2046
,,,11604,54.0054,35.0743
,,,11600,36.8401,2.3829
