Block ID,Block Bid,Builder ID,Transaction ID,Transaction GAS,Transaction MEV
,,,10311,33.7139,0
,,,10308,31.615,0
,,,10304,28.2883,81.6695
,,,10315,24.9686,0
,,,10008,11.9672,0
41,290.5,2
,,,10320,97.7975,59.4356
,,,10321,84.7949,0
,,,10326,58.6649,0
,,,10322,41.9189,0
,,,10324,26.5235,0
,,,1535,18.1752,0
,,,10325,18.1652,60.1116
,,,-1535,18.1552,0
,,,10309,10.9054,0
,,,1522,10.5846,0
42,234,1
,,,10334,93.2504,0
,,,10331,85.7621,88.024
,,,10328,63.272,54.9012
,,,10333,27.7948,28.2872
,,,10329,21.4299,0
,,,1540,10.5846,0
,,,10044,10.5746,32.7936
,,,-1540,10.5646,0
,,,1547,9.52282,0
,,,10032,9.51282,47.9705
43,292,4
,,,10342,71.3971,0
,,,10335,70.7349,0
,,,10341,58.8494,0
,,,10319,43.9803,0
,,,10317,40.7039,44.2934
,,,10336,40.4527,98.7822
,,,10330,37.7912,0
,,,10312,21.7203,39.498
,,,10332,20.4424,93.5422
,,,10340,1.58358,0
44,295.5,2
,,,10344,92.493,67.4352
,,,10339,87.3036,0
,,,10346,85.3883,89.1271
,,,10348,47.4513,25.4507
,,,10350,42.5091,0
,,,10343,35.1343,0
,,,10338,28.0981,0
,,,10337,15.3261,0
,,,10215,9.42753,0
,,,1571,9.04737,0
45,223.5,2
,,,10356,67.9194,0
,,,10345,45.9408,0
,,,10358,42.612,94.2132
,,,10355,39.4351,0
,,,10354,30.5559,76.7511
,,,10357,29.5201,81.8309
,,,1586,9.04737,0
,,,10214,9.03737,91.7472
,,,-1586,9.02737,0
,,,1598,8.61211,0
46,146,1
,,,10362,72.1688,0
,,,10361,53.4184,15.5336
,,,1614,20.4367,0
,,,10366,20.4267,62.6828
,,,-1614,20.4167,0
,,,10364,19.2566,0
,,,1610,8.61211,0
,,,10353,8.60211,30.4018
,,,-1610,8.59211,0
,,,1599,7.82442,0
47,244.5,4
,,,10372,85.555,63.0691
,,,10323,74.283,38.6085
,,,10351,45.777,0
,,,10365,45.2406,0
,,,10373,38.5954,80.8739
,,,10349,21.778,0
,,,10360,13.3883,0
,,,10347,8.69778,56.9396
,,,10363,5.63323,0
,,,10047,1.3902,0
48,294.5,2
,,,10382,84.9502,0
,,,10378,80.8576,0
,,,10369,80.7827,84.7854
,,,10376,45.3267,22.6744
,,,10370,42.9243,0
,,,10383,24.8229,26.3156
,,,10368,21.5912,0
,,,10381,10.3846,0
,,,10374,8.76372,0
,,,10375,8.36298,0
49,190.5,1
,,,10391,98.9716,22.7528
,,,10387,93.7962,0
,,,10389,48.3428,0
,,,10386,16.1424,6.2433
,,,1646,7.82442,0
,,,10052,7.81442,23.6728
,,,-1646,7.80442,0
,,,10011,7.74201,0
,,,10076,7.65747,0
,,,1660,7.42675,0
50,300.5,4
,,,10377,98.9869,0
,,,10390,97.5632,0
,,,10394,80.337,0
,,,10398,73.045,57.1305
,,,10380,65.5586,0
,,,10395,52.9696,46.8285
,,,10396,49.7171,0
,,,10379,21.5585,0
,,,10385,13.0965,51.0087
,,,10371,4.94308,32.5766
51,301.5,1
,,,10399,83.5683,0
,,,10393,67.4778,30.1934
,,,10397,56.764,7.98235
,,,10407,50.3733,0
,,,10404,46.2513,26.1459
,,,10401,25.1223,53.5567
,,,1689,22.7182,0
,,,10403,22.7082,93.0937
,,,-1689,22.6982,0
,,,1688,7.42675,0
52,255,1
,,,10402,88.1761,0
,,,10414,76.4916,0
,,,10415,63.0824,51.6363
,,,10408,49.7332,0
,,,10409,23.2286,6.9038
,,,1703,7.42675,0
,,,10307,7.41675,65.0093
,,,-1703,7.40675,0
,,,10359,7.02356,0
,,,1700,6.97115,0
53,303,4
,,,10411,97.9147,0
,,,10423,72.2649,99.8893
,,,10406,49.1356,41.2906
,,,10420,47.0781,29.9226
,,,10416,41.7923,0
,,,10405,33.6249,0
,,,10410,32.0987,0
,,,10412,15.5272,0
,,,10413,9.32342,97.3269
,,,10388,1.69764,57.4684
54,305.5,2
,,,10427,88.3524,33.6597
,,,10421,85.4878,0
,,,10418,84.0416,0
,,,10425,78.5384,71.5108
,,,10417,76.5759,0
,,,10426,69.2859,0
,,,10419,63.422,0
,,,10422,47.2736,0
,,,10428,45.5638,0
,,,10400,24.7939,0
55,254.5,1
,,,10432,81.6125,88.2398
,,,10438,72.1818,9.8969
,,,10436,69.3856,39.2899
,,,10430,24.12,0
,,,1732,20.2303,0
,,,10434,20.2203,70.1786
,,,-1732,20.2103,0
,,,10431,18.2103,29.9312
,,,1741,6.97115,0
,,,10327,6.96115,67.6053
56,308.5,3
,,,10446,93.0137,0
,,,10429,82.1904,0
,,,10433,71.4926,65.3422
,,,10424,71.1199,0
,,,10437,69.6079,0
,,,10445,58.2325,0
,,,10440,55.3032,0
,,,10442,3.30521,50.805
,,,10080,1.08288,56.3743
,,,10258,1.00185,0
57,238.5,1
,,,10448,93.3931,0
,,,10455,64.3065,22.4233
,,,10447,58.7211,15.1273
,,,10443,36.7244,84.5913
,,,10441,18.8888,0
,,,10080,6.9123,0
,,,1762,6.30462,0
,,,10070,6.29462,28.72
,,,-1762,6.28462,0
,,,10384,5.95785,0
58,304,4
,,,10458,83.3711,0
,,,10450,82.335,80.2575
,,,10463,79.5919,0
,,,10462,78.9917,47.6255
,,,10444,47.9587,0
,,,10452,36.0787,0
,,,10451,29.7444,0
,,,10041,0.457131,0
,,,10198,0.317204,33.9656
,,,10392,0.15352,87.07
59,296.5,1
,,,10465,93.6861,51.8651
,,,10456,74.498,0
,,,10460,65.0898,0
,,,10461,62.2947,45.3186
,,,10468,61.3373,0
,,,10453,57.1796,10.8062
,,,10459,29.0529,0
,,,10454,13.2547,0
,,,10457,11.4702,0
,,,1783,5.61607,0
60,243.5,2
,,,10473,76.4895,24.6961
,,,10476,63.9471,19.1891
,,,10470,46.6094,0
,,,10472,40.1428,0
,,,10467,27.3308,0
,,,10475,18.9332,0
,,,10477,9.49719,21.4078
,,,1807,8.4538,0
,,,10474,8.4438,88.6481
,,,-1807,8.4338,0
61,298,3
,,,10484,94.738,9.66462
,,,10482,91.7638,25.4598
,,,10469,81.698,77.0242
,,,10481,55.3025,23.6155
,,,10483,54.4419,0
,,,10466,29.8468,70.1341
,,,10464,27.6139,82.4172
,,,10478,5.92535,36.2642
,,,10486,3.32495,74.1943
,,,10449,0.00133884,0
62,308.5,2
,,,10487,94.2664,0
,,,10480,80.7313,0
,,,10491,77.7908,91.8029
,,,10489,72.5537,98.5816
,,,10485,61.9475,0
,,,10492,58.0885,43.6057
,,,10495,19.2772,0
,,,1820,5.61607,0
,,,10072,5.60607,61.4595
,,,-1820,5.59607,0
63,255.5,1
,,,10503,99.8389,70.2712
,,,10496,74.1063,65.5886
,,,10499,72.9927,0
,,,10498,63.8441,0
,,,10502,31.9262,17.9449
,,,10501,7.01766,0
,,,10471,5.43357,0
,,,1836,5.39635,0
,,,10127,5.38635,56.2087
,,,-1836,5.37635,0
64,307.5,4
,,,10488,78.3481,0
,,,10490,62.3219,24.7209
,,,10497,59.1987,0.809175
,,,10510,48.4473,54.5882
,,,10500,44.0037,0
,,,10493,41.1785,35.9895
,,,10511,40.731,69.8334
,,,10504,25.9077,0
,,,10494,10.9328,20.2193
65,311,1
,,,10517,96.5347,0
,,,10512,79.8644,23.9719
,,,10508,76.6791,63.3465
,,,10506,74.976,0
,,,10505,68.7827,0
,,,10514,49.5909,94.0254
,,,10507,39.729,0
,,,10516,22.0831,0
,,,10509,14.4346,0
,,,10513,8.94825,0
66,302,4
,,,10515,89.6085,0
,,,10523,71.6805,27.8683
,,,10521,68.4868,0
,,,10527,66.2806,0
,,,10522,58.0386,0
,,,10518,33.6362,51.8511
,,,10525,24.2215,0
,,,10519,10.4783,80.5453
67,258.5,2
,,,10520,89.0934,68.3429
,,,10528,86.6228,0
,,,10526,69.1142,0
,,,10529,43.3079,21.4333
,,,10535,7.18344,20.0695
,,,10280,4.61112,7.38532
,,,10109,4.48702,35.1931
,,,10435,3.57111,67.232
,,,10439,3.53891,0
,,,10014,3.0255,0
68,166.5,1
,,,10537,79.3676,37.0244
,,,10542,35.795,0
,,,10538,32.067,0
,,,10534,26.3482,0
,,,10543,23.0507,57.6543
,,,10536,16.0988,24.4491
,,,10531,14.7666,0
,,,10540,13.0972,25.8101
,,,10541,4.75707,0
,,,10049,2.68064,0
69,251.5,4
,,,10532,88.949,55.4365
,,,10524,63.5986,90.9893
,,,10551,56.0092,43.2998
,,,10539,49.3725,2.76526
,,,10533,44.9743,0
,,,10549,16.8616,27.6333
70,262.5,2
,,,10548,99.0132,0
,,,10544,87.0589,29.9893
,,,10556,83.7021,0
,,,10546,62.425,32.8282
,,,10545,18.1807,0
,,,10550,15.2931,40.9189
,,,10218,2.53522,86.8775
,,,-1905,2.52522,0
,,,1909,2.28001,0
,,,10287,2.27001,11.1034
71,306,4
,,,10557,87.1283,96.9337
,,,10552,72.7682,0
,,,10560,61.242,52.1207
,,,10564,49.3355,50.966
,,,10559,47.5914,0
,,,10554,36.8588,4.18061
,,,10553,23.277,55.8994
,,,10555,13.2453,64.2976
,,,10558,13.0848,39.5841
,,,10566,6.83183,89.6818
72,309,1
,,,10567,97.5273,33.1193
,,,10568,95.2863,91.3518
,,,10572,95.0133,0
,,,10561,67.0397,85.7851
,,,10574,45.3795,0
,,,10563,43.3132,42.116
,,,10039,2.19901,0.427478
,,,10547,2.14238,0
,,,1919,2.11168,0
,,,10063,2.10168,36.6141
73,264,4
,,,10570,92.2037,44.1148
,,,10581,68.852,44.2068
,,,10573,50.8401,0
,,,10576,41.7772,0
,,,10583,39.6811,0
,,,10571,19.9615,29.1964
,,,10565,16.1322,74.6016
,,,10569,6.13825,0
74,264.5,1
,,,10591,91.2634,20.249
,,,10584,55.6014,0
,,,10579,42.3338,0
,,,10590,34.9356,85.4866
,,,10578,32.8926,0
,,,10582,29.5874,0
,,,10589,14.8942,19.0575
,,,10580,13.6861,0
,,,10562,8.26092,0
,,,1935,1.92106,0
75,284.5,3
,,,10577,98.6127,87.11
,,,10595,79.0583,0
,,,10585,54.8445,1.75595
,,,10596,54.8006,12.8709
,,,10593,48.6069,0
,,,10588,20.7946,0
76,205.5,2
,,,10592,53.9878,0
,,,10598,44.668,17.4261
,,,10601,39.038,0
,,,10587,35.5284,0
,,,10602,30.1287,0
,,,10594,29.1401,6.90939
,,,10606,25.8445,0
,,,1950,14.8479,0
,,,10599,14.8379,47.642
,,,-1950,14.8279,0
77,309.5,3
,,,10600,89.0943,79.6981
,,,10610,87.2286,20.3115
,,,10608,79.5521,78.9561
,,,10605,65.3225,0
,,,10609,57.6109,0
,,,10603,41.8782,39.2012
,,,10607,21.122,0
,,,10604,4.03228,65.9892
78,313.5,2
,,,10611,95.8293,74.6007
,,,10621,92.8003,0
,,,10617,87.1743,0
,,,10616,61.4496,26.7329
,,,10615,45.2155,0
,,,10623,30.2181,40.3902
,,,10620,18.9487,25.5481
,,,10614,17.7929,0
,,,10597,11.2856,0
,,,1961,1.92106,0
79,311.5,4
,,,10629,96.1616,0
,,,10630,93.6725,0
,,,10622,74.9468,12.6218
,,,10624,71.3906,12.9791
,,,10625,59.285,0
,,,10613,27.7869,56.1871
,,,10627,27.5647,31.3695
,,,10631,6.48973,0
,,,10619,6.48122,45.2458
,,,10618,6.19309,0
80,254,2
,,,10636,94.2778,0
,,,10628,91.1021,51.2636
,,,10634,85.1581,23.6616
,,,10633,75.5325,0
,,,10530,1.91106,66.7898
,,,10575,1.82516,0
,,,10124,1.76853,79.3736
,,,-1970,1.75853,0
,,,10259,1.70279,0
,,,1971,1.0731,0
81,312,1
,,,10638,95.9203,0
,,,10639,80.89,55.735
,,,10647,71.2104,0
,,,10642,69.1397,0
,,,10644,65.5971,0
,,,10646,62.6353,16.4655
,,,10635,36.1908,29.4891
,,,10632,34.1914,0
,,,10637,18.0798,0
,,,1976,1.0731,0
82,229.5,3
,,,10655,96.6596,0
,,,10641,82.9332,37.5081
,,,10650,54.0582,0.909254
,,,10654,25.0192,11.7639
,,,10645,19.4987,25.9241
,,,10649,17.6297,9.46927
,,,10626,8.93275,0
,,,10612,4.94687,26.4405
,,,10640,3.35919,0
83,317,1
,,,10662,99.5108,65.7647
,,,10643,91.5157,67.2023
,,,10651,80.8156,32.2061
,,,10663,47.0491,0
,,,10661,41.5625,0
,,,10653,41.3086,0
,,,10648,36.4369,65.0235
,,,10652,34.6384,0
,,,1984,1.0731,0
,,,10367,1.0631,77.7431
84,263,2
,,,10667,95.5137,0
,,,10665,86.9276,88.5186
,,,10659,54.965,0
,,,10670,42.2372,0
,,,10666,37.2889,86.9671
,,,10660,29.7608,0
,,,1987,1.05567,0
,,,10160,1.04567,99.2242
,,,10479,1.02445,0
,,,10352,0.899766,0
85,266.5,3
,,,10669,71.4459,52.7786
,,,10672,59.02,3.33774
,,,10671,54.4885,0
,,,10664,40.8122,0
,,,10658,38.6636,0
,,,10657,34.9402,58.8518
,,,10677,21.0821,0
,,,10668,15.581,78.0455
,,,10679,13.8134,49.688
,,,10656,4.3331,0
86,298,4
,,,10685,92.3528,15.3259
,,,10684,85.9122,0
,,,10687,66.0931,44.723
,,,10686,44.777,0
,,,10681,36.3684,0
,,,10680,33.3436,0
,,,10682,28.0269,37.449
87,313.5,2
,,,10675,90.2243,0
,,,10678,60.2043,64.9427
,,,10691,59.1515,64.6992
,,,10673,48.975,0
,,,10676,35.064,0
,,,10693,26.7443,0
,,,10688,25.6078,0
,,,10689,23.6321,3.61098
,,,10683,10.2222,62.0687
,,,-2000,10.2122,0
88,271,4
,,,10696,82.5514,59.659
,,,10700,82.2309,0
,,,10692,75.4648,77.1178
,,,10694,53.7521,0
,,,10695,34.2752,51.4282
,,,10701,24.8435,76.301
89,318,2
,,,10703,98.7444,35.8924
,,,10697,94.3792,43.039
,,,10704,56.8735,0
,,,10706,53.4772,0
,,,10707,51.4968,0
,,,10708,51.1843,0
,,,10698,48.1753,0
,,,10705,44.1247,0
,,,10711,37.2932,34.3182
,,,10710,34.3291,32.4954
90,201,3
,,,10702,81.5131,0
,,,10715,80.0253,80.1912
,,,10719,65.838,32.1632
,,,10690,38.598,53.7177
,,,10709,17.7174,1.04067
91,309.5,1
,,,10720,99.6046,0
,,,10714,91.9213,60.0137
,,,10716,83.165,43.829
,,,10712,49.6368,9.87533
,,,10717,49.0934,53.6584
,,,10721,21.6516,0
,,,10726,17.6623,44.624
,,,10718,15.8504,37.0901
,,,2015,10.5915,0
,,,10699,10.5815,61.5898
92,314,4
,,,10727,99.1382,52.0269
,,,10730,90.6254,0
,,,10724,71.5842,0
,,,10728,63.8665,58.8492
,,,10723,58.6619,71.3671
,,,10722,55.3293,39.6709
,,,10733,23.276,60.698
,,,10725,1.25917,84.1144
93,316,2
,,,10741,71.5143,0
,,,10739,69.9822,57.8985
,,,10738,68.5759,94.9667
,,,10731,66.603,0
,,,10743,59.8183,0.278587
,,,10732,50.9275,66.5592
,,,10736,48.4366,0
,,,10729,7.03064,0
,,,2022,5.79911,0
,,,10674,5.78911,45.4382
94,315.5,4
,,,10735,88.8949,0
,,,10746,77.9726,48.0359
,,,10740,68.5889,12.5169
,,,10747,64.2786,0
,,,10750,61.7199,21.9618
,,,10742,18.9119,66.7707
,,,10737,16.8486,48.6414
,,,10734,13.9602,0
,,,10745,11.9862,65.4625
95,322.5,2
,,,10751,93.0882,0
,,,10744,76.0053,31.1343
,,,10754,74.4461,52.9887
,,,10749,72.7913,0
,,,10758,68.084,0
,,,10755,67.8767,45.7317
,,,10759,56.9052,0
,,,10748,53.5999,0
,,,10753,48.6264,38.147
,,,2032,14.5627,0
96,109,1
,,,10761,48.6652,47.9786
,,,10765,33.3933,62.6731
,,,10767,20.0031,0
,,,2037,19.2832,0
