block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1936550484,273340,1049405282.775674,attack,3301
2,2107001654,253820,1152416274.727999,attack,3301
3,2107002830,253820,1161052343.0017605,attack,3301
4,2107004006,253820,1169753128.926986,attack,3301
5,2107005182,253820,1178519117.489928,attack,3301
6,2107006358,253820,1187350797.3112671,attack,3301
7,2107007534,253820,1196248660.6733477,attack,3301
8,2107008710,253820,1205213203.5476198,attack,3301
9,2107009886,253820,1214244925.622282,attack,3301
10,2107011062,253820,1223344330.3301382,attack,3301
11,2107012238,253820,1232511924.8766532,attack,3301
12,2107013414,253820,1241748220.2682307,attack,3301
13,2107014590,253820,1251053731.3406944,attack,3301
14,2107015766,253820,1260428976.7879834,attack,3301
15,2107016942,253820,1269874479.1910694,attack,3301
16,2107018118,253820,1279390765.0470815,attack,3301
17,2107019294,253820,1288978364.7986536,attack,3301
18,2107020470,253820,1298637812.8634934,attack,3301
19,2107021646,253820,1308369647.66417,attack,3301
20,2107022822,253820,1318174411.6581264,attack,3301
21,2107023998,253820,1328052651.367915,attack,3301
22,2107025174,253820,1338004917.411664,attack,3301
23,2107026350,253820,1348031764.5337658,attack,3301
24,2107027526,253820,1358133751.6358004,attack,3301
25,2107028702,253820,1368311441.807688,attack,3301
26,2107029878,253820,1378565402.359078,attack,3301
27,2107031054,253820,1388896204.8509681,attack,3301
28,2107032230,253820,1399304425.1275663,attack,3301
29,2107033406,253820,1409790643.348387,attack,3301
30,2107034582,253820,1420355444.020589,attack,3301
31,2107035758,253820,1430999416.0315576,attack,3301
32,2107036934,253820,1441723152.6817298,attack,3301
33,2107038110,253820,1452527251.717663,attack,3301
34,2107039286,253820,1463412315.3653553,attack,3301
35,2107040462,253820,1474378950.3638146,attack,3301
36,2107041638,253820,1485427767.9988751,attack,3301
37,2107042814,253820,1496559384.1372752,attack,3301
38,2107043990,253820,1507774419.2609842,attack,3301
39,2107045166,253820,1519073498.5017862,attack,3301
40,2107046342,253820,1530457251.6761289,attack,3301
41,2107047518,253820,1541926313.3202283,attack,3301
42,2107048694,253820,1553481322.725438,attack,3301
43,2107049870,253820,1565122923.9738817,attack,3301
44,2107051046,253820,1576851765.9743598,attack,3301
45,2107052222,253820,1588668502.498514,attack,3301
46,2107053398,253820,1600573792.217273,attack,3301
47,2107054574,253820,1612568298.7375658,attack,3301
48,2107055750,253820,1624652690.6393101,attack,3301
49,2107056926,253820,1636827641.5126832,attack,3301
50,2107058102,253820,1649093829.9956617,attack,3301
