block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1176540000,36686800,4930407085.0,attack,80
2,1093893000,37311500,10183315010.0,attack,80
3,859800000,19686990,15760818900.0,attack,87
4,1167470000,37741400,22045813770.0,attack,94
5,774750000,63292100,28259102765.0,attack,76
6,1158310000,100955270,35272668130.0,normal,99
7,1238000000,1039930,42539241265.0,attack,73
8,1242000000,18314940,50136047935.0,attack,81
9,1072000000,36158030,58201936830.0,attack,57
10,1207300000,35844800,66771597100.0,attack,66
11,962590000,54485600,75494288250.0,attack,81
12,1064892000,89931600,84781536530.0,attack,55
13,1108020000,36497200,94494023065.0,attack,54
14,1176100000,70856200,104614961145.0,attack,62
15,1227530000,18511530,115128181550.0,attack,80
16,764550000,104375030,125713618100.0,attack,80
17,1206100000,18296100,137163408945.0,attack,57
18,941980000,115981930,148640058000.0,normal,97
19,722850000,75710940,160508544640.0,attack,90
20,1350600000,18687020,173175025330.0,attack,58
21,822738000,60801800,185687639570.0,attack,79
22,1117710000,36891520,199068070070.0,attack,67
23,1033815000,72504020,212597052870.0,attack,73
24,958110000,71205200,226488885170.0,attack,77
25,939423000,93572400,240778151830.0,attack,82
26,1118910000,19198000,255499554670.0,attack,82
27,1073902000,60829300,270537421440.0,attack,61
28,1217950000,32282200,285997151680.0,attack,82
29,1252000000,949000,301893276400.0,attack,79
30,998300000,89974300,318090832905.0,attack,61
31,852730000,82006690,334632189570.0,attack,89
32,1147200000,19083480,351851183620.0,attack,86
33,1253600000,18317230,369268747505.0,attack,78
34,871550000,124854800,386859477345.0,attack,78
35,1210160000,18405300,405180918400.0,attack,53
36,962504000,76543400,423659732690.0,attack,73
37,1069400000,37630800,442650666115.0,attack,76
38,1117000000,21960680,462100745520.0,attack,70
39,1156100000,36798340,481881067090.0,attack,55
40,1239000000,1374400,502040104920.0,attack,81
41,1231622000,110358940,522402329820.0,normal,97
42,1191200000,23641530,543230300785.0,attack,67
43,1272000000,1258500,564468141015.0,attack,81
44,1012410000,38142200,585781047800.0,attack,89
45,948050000,108666240,607653832010.0,attack,55
46,1231000000,2408200,630046766500.0,attack,79
47,1168300000,19498520,652644008160.0,attack,57
48,1006923000,197363000,675461779455.0,normal,100
49,1160360000,53723400,698727976705.0,attack,81
50,1207091000,169365300,722417258125.0,normal,100
