block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,68655000,0,50656481.82570106,attack,1478
2,44881000,43600,44297909.15580117,attack,1486
3,53157000,677780,52126780.0,attack,1468
4,24381000,144300,22090600.0,attack,1454
5,22757000,256000,22225000.0,attack,1455
6,33526000,110200,27522000.0,attack,1470
7,53395000,1020000,52105000.0,attack,1489
8,110757000,6260,109760130.0,attack,1463
9,75343000,1412000,57210000.0,attack,1474
10,71949000,442800,70675400.0,attack,1470
11,21593000,390000,20488000.0,attack,1452
12,64892000,330000,61705000.0,attack,1473
13,35687000,356800,36043800.0,normal,1499
14,39167000,449900,37243800.0,attack,1489
15,57086000,2987000,29294000.0,attack,1480
16,137310000,1924500,108455500.0,attack,1474
17,106806000,137700,106943700.0,normal,1498
18,99710001,395100,57091200.0,attack,1467
19,46713000,599840,46756840.0,attack,1478
20,59707000,37200,59744200.0,normal,1496
21,69653000,0,69653000.0,attack,1451
22,45813000,180300,43382100.0,attack,1456
23,45516000,8743500,46339500.0,attack,1452
24,51967000,0,51967000.0,attack,1458
25,97714000,107300,54804900.0,attack,1490
26,19123000,20280,19143280.0,normal,1493
27,79470000,578090,36817090.0,attack,1468
28,77625000,1918000,51584000.0,attack,1484
29,11009000,0,11009000.0,attack,1472
30,106080001,850800,63891400.0,attack,1473
31,37544000,1065800,36163300.0,attack,1482
32,51570000,51280,32613440.0,attack,1490
33,75758000,30240,48775940.0,attack,1478
34,38673000,79600,38752600.0,normal,1497
35,93680000,12780,88686390.0,attack,1454
36,16237000,1070800,17307800.0,normal,1494
37,15700000,0,15700000.0,attack,1451
38,79005000,81700,74053400.0,attack,1452
39,21380000,89700,21469700.0,normal,1499
40,49000000,395640,49080640.0,attack,1467
41,65426000,97700,65523700.0,normal,1499
42,53899000,0,53899000.0,attack,1476
43,99709000,1201000,81789000.0,attack,1481
44,28799000,223730,24512030.0,attack,1473
45,105148000,185100,62297500.0,attack,1480
46,22760000,12780,21066390.0,attack,1452
47,202080000,1625000,159926000.0,attack,1464
48,43704000,2975000,40379000.0,attack,1474
49,129036000,76800,86082600.0,attack,1488
50,44445000,2200000,15545000.0,attack,1454
