block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,706930000,94968340,4252480026.5856037,attack,215
2,1163300000,53912600,8468697799.200122,attack,220
3,1286000000,978780,12375239238.618967,attack,206
4,1247000000,776040,16524691504.043173,attack,209
5,1065750000,88609100,19981632444.478985,attack,203
6,1179270000,35679000,24716908447.45486,attack,208
7,1059640000,57770800,28216043450.315117,attack,216
8,1190350000,36182100,33837033484.014286,attack,205
9,1067722000,88705200,37614905207.6687,attack,209
10,1125070000,18301600,42852287389.82416,attack,218
11,1388000000,1112240,47120191894.56883,attack,220
12,1185900000,36469040,51784917004.60666,attack,207
13,1504000000,17852200,57598038607.45463,attack,210
14,1180000000,18209940,62034345091.1622,attack,214
15,1188000000,36993800,65493577439.76412,attack,215
16,1087000000,32278590,72228533450.58093,attack,212
17,1271000000,1477300,78292708774.4477,attack,205
18,1051200000,18404500,84255389993.57591,attack,212
19,1298000000,762330,88289310748.50087,attack,206
20,1120870000,22516030,96071095834.51581,attack,212
21,1256360000,53856570,100604223038.56084,attack,210
22,953550000,141751100,105201861766.31856,attack,211
23,1104490000,53892800,111435935633.76668,attack,202
24,1187800000,31497300,114429484335.0694,attack,214
25,1194000000,1432130,124246124062.415,attack,208
26,1042670000,19248600,132187427731.92583,attack,206
27,1144280000,35532330,138703344213.11194,attack,211
28,962500000,72019500,144923135582.17154,attack,219
29,1174600000,23729430,151593823079.95966,attack,212
30,1118000000,40906520,156576665404.95334,attack,213
31,1080500000,18013100,161516002123.11627,attack,213
32,1015900000,71942540,164969383784.71735,attack,219
33,1515000000,11613630,174544795949.25992,attack,208
34,1004200000,35957030,186561415103.70084,attack,210
35,1151000000,629540,190540308277.79916,attack,210
36,1271000000,6647740,200036951039.9521,attack,206
37,1231600000,20262430,208451631848.96863,attack,206
38,1125100000,36417000,213002820453.20795,attack,210
39,1250400000,18396400,221560630446.22357,attack,214
40,1187200000,25831430,229924641065.16855,attack,203
41,1244000000,704800,233661019308.3362,attack,216
42,1203600000,19366600,239295374296.4904,attack,213
43,1242700000,17891100,250884720528.37378,attack,206
44,1213000000,1034200,260788902038.90176,attack,204
45,1168000000,8749200,266207627029.635,attack,204
46,1272800000,18330000,279965855287.1084,attack,215
47,1131600000,35846800,286525209206.0276,attack,215
48,1040200000,36390800,298042953739.61646,attack,208
49,1194070000,36709800,307495225878.5707,attack,215
50,1198000000,843100,315707295830.17706,attack,206
