block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1854400441,207360000,1238403086.3416946,attack,3313
2,2107001605,211680000,1560769535.214563,attack,3302
3,2107002781,211680000,1744551959.2220395,attack,3302
4,2107003957,211680000,1949974976.9310312,attack,3310
5,2107005133,211680000,2179586793.3631682,attack,3304
6,2107006309,211680000,2271366168.0,attack,3310
7,2107007485,211680000,2271367320.0,attack,3308
8,2107008661,211680000,2271368472.0,attack,3307
9,2107009837,211680000,2271369624.0,attack,3306
10,2107011013,211680000,2271370776.0,attack,3313
11,2107012189,211680000,2271371928.0,attack,3302
12,2107013365,211680000,2271373080.0,attack,3312
13,2107014541,211680000,2271374232.0,attack,3314
14,2107015717,211680000,2271375384.0,attack,3309
15,2107016893,211680000,2271376536.0,attack,3304
16,2107018069,211680000,2271377688.0,attack,3304
17,2107019245,211680000,2271378840.0,attack,3310
18,2107020421,211680000,2271379992.0,attack,3304
19,2107021597,211680000,2271381144.0,attack,3304
20,2107022773,211680000,2271382296.0,attack,3311
21,2107023949,211680000,2271383448.0,attack,3304
22,2107025125,211680000,2271384600.0,attack,3303
23,2107026301,211680000,2271385752.0,attack,3302
24,2107027477,211680000,2271386904.0,attack,3310
25,2107028653,211680000,2271388056.0,attack,3314
26,2107029829,211680000,2271389208.0,attack,3311
27,2107031005,211680000,2271390360.0,attack,3309
28,2107032181,211680000,2271391512.0,attack,3301
29,2107033357,211680000,2271392664.0,attack,3312
30,2107034533,211680000,2271393816.0,attack,3312
31,2107035709,211680000,2271394968.0,attack,3315
32,2107036885,211680000,2271396120.0,attack,3312
33,2064037272,207360000,2271397272.0,normal,3320
34,2064038424,207360000,2271398424.0,normal,3316
35,2107040413,211680000,2271399576.0,attack,3309
36,2064040728,207360000,2271400728.0,normal,3342
37,2064041880,207360000,2271401880.0,normal,3327
38,2064043032,207360000,2271403032.0,normal,3346
39,2064044184,207360000,2271404184.0,normal,3319
40,2107046293,211680000,2271405336.0,attack,3314
41,2064046488,207360000,2271406488.0,normal,3331
42,2064047640,207360000,2271407640.0,normal,3347
43,2064048792,207360000,2271408792.0,normal,3324
44,2064049944,207360000,2271409944.0,normal,3335
45,2064051096,207360000,2271411096.0,normal,3322
46,2064052248,207360000,2271412248.0,normal,3350
47,2064053400,207360000,2271413400.0,normal,3335
48,2064054552,207360000,2271414552.0,normal,3345
49,2064055704,207360000,2271415704.0,normal,3347
50,2064056856,207360000,2271416856.0,normal,3342
