block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1913100400,653200,1155257127.187373,attack
2,2126001556,695800,1459167966.4954777,attack
3,2150002665,779800,1667036213.953857,attack
4,2137003908,695800,1886464182.945716,attack
5,2108905084,7885800,2108880165.9332514,attack
6,2113306260,712200,2218269720.0,attack
7,2150007436,695800,2301300472.0,attack
8,2150008612,695800,2403969924.0,attack
9,2137009788,695800,2403429376.0,attack
10,2137010964,695800,2394975228.0,attack
11,2137012140,695800,2391494180.0,attack
12,2137013316,910800,2454816432.0,attack
13,2137014492,695800,2505632974.0,attack
14,2150015668,695800,2545122126.0,attack
15,2150016844,695800,2593506778.0,attack
16,2150018020,695800,2618238430.0,attack
17,2150019196,695800,2648928682.0,attack
18,2137020372,695800,2621371334.0,attack
19,2134021548,711500,2609571186.0,attack
20,2134022724,706500,2607841038.0,attack
21,2137023900,730500,2634990190.0,attack
22,2134025076,708600,2645994282.0,attack
23,2137026252,695800,2682355434.0,attack
24,2110527428,18395800,2669269426.0,attack
25,2134028604,695800,2700834978.0,attack
26,2150029780,695800,2748819130.0,attack
27,2126030956,695800,2752694382.0,attack
28,2126032132,695800,2755527164.0,attack
29,2107110308,18395800,2764132116.0,attack
30,2113334484,695800,2778040268.0,attack
31,2150035660,695800,2835862320.0,attack
32,2137036836,695800,2875740372.0,attack
33,2134038012,695800,2882957324.0,attack
34,2150039188,695800,2930122476.0,attack
35,2137040364,695800,2944866058.0,attack
36,2137041540,695800,3000708310.0,attack
37,2134042716,695800,3021618662.0,attack
38,2126043892,695800,3043841014.0,attack
39,2134045068,695800,3075444166.0,attack
40,2150046244,695800,3124159018.0,attack
41,2134047420,695800,3135461170.0,attack
42,2134048596,695800,3153490322.0,attack
43,2126049772,695800,3154648274.0,attack
44,2126050948,695800,3160672526.0,attack
45,2126052124,695800,3189935578.0,attack
46,2137053300,695800,3242500030.0,attack
47,2134054476,695800,3233663282.0,attack
48,2150055652,695800,3270922434.0,attack
49,2134056828,695800,3306373186.0,attack
50,2126058004,695800,3305747468.0,attack
51,2126059180,695800,3334173350.0,attack
52,2126060356,695800,3332735302.0,attack
53,2150061532,695800,3391390854.0,attack
54,2137062708,695800,3417450406.0,attack
55,2134063884,695800,3437362158.0,attack
56,2150065060,695800,3488145110.0,attack
57,2150066236,695800,3514797862.0,attack
58,2126067412,695800,3485127104.0,attack
59,2126068588,695800,3510518556.0,attack
60,2150069764,695800,3563840808.0,attack
61,2126070940,695800,3560339960.0,attack
62,2150072116,695800,3628165812.0,attack
63,2134073292,695800,3633820244.0,attack
64,2134074468,695800,3675206596.0,attack
65,2126075644,730500,3673370048.0,attack
66,2126076820,695800,3676286930.0,attack
67,2113377996,991800,3679075482.0,attack
68,2150079172,695800,3878980034.0,attack
69,2150080348,695800,3893589686.0,attack
70,2150081524,695800,3925371638.0,attack
71,2150082700,695800,3903010990.0,attack
72,2137083876,695800,3909651742.0,attack
73,2134085052,695800,3930807714.0,attack
74,2134086228,695800,3950402296.0,attack
75,2126087404,744900,3980598648.0,attack
76,2126088580,695800,3994246400.0,attack
77,2137089756,695800,4047239152.0,attack
78,2134090932,695800,4042601804.0,attack
79,2150092108,695800,4117416956.0,attack
80,2137093284,744900,4120622008.0,attack
81,2137094460,695800,4175398860.0,attack
82,2150095636,702190,4224439922.0,attack
83,2137096812,695800,4242743384.0,attack
84,2134097988,695800,4248405666.0,attack
85,2150099164,695800,4306141818.0,attack
86,2137100340,695800,4339915970.0,attack
87,2150101516,695800,4462383822.0,attack
88,2137102692,859800,4476289974.0,attack
89,2137103868,695800,4476453526.0,attack
90,2134105044,1076800,4476716478.0,attack
91,2134106220,695800,4474273230.0,attack
92,2134107396,695800,4491102082.0,attack
93,2150108572,695800,4527620234.0,attack
94,2137109748,710900,4565280186.0,attack
95,2137110924,695800,4562093378.0,attack
96,2126112100,1205800,4551501730.0,attack
97,2137113276,695800,4595096682.0,attack
98,2137114452,695800,4642418834.0,attack
99,2134115628,695800,4630491986.0,attack
100,2137116804,695800,4660080138.0,attack
