block_id,total_gas,total_mev_captured,validator_type,validator_id
1,114604000,86800,normal,3300
2,18510000,0,attack,3257
3,3938000,329500,attack,3259
4,42120000,151600,normal,3291
5,40583000,355630,normal,3284
6,44785000,0,normal,3281
7,18480000,412700,normal,3269
8,4582000,33100,normal,3261
9,12472000,0,normal,3285
10,17117000,121900,normal,3290
11,16629000,295700,normal,3275
12,34515000,172520,normal,3292
13,22730000,43000,normal,3295
14,11270000,35100,normal,3263
15,68790000,206800,normal,3287
16,18843000,32900,normal,3277
17,17207000,0,normal,3262
18,30080000,0,normal,3279
19,45709000,33300,normal,3286
20,10588000,47900,normal,3261
21,39947000,42000,normal,3290
22,11159000,600100,normal,3286
23,14910000,60500,normal,3298
24,13798000,36800,normal,3293
25,14570000,0,normal,3274
26,90107000,46700,normal,3281
27,6900000,0,normal,3284
28,43247000,628700,attack,3252
29,17261000,0,attack,3257
30,31202000,29300,normal,3293
31,49078000,0,normal,3298
32,37012000,30400,normal,3281
33,24103000,177400,normal,3293
34,26250000,200630,normal,3269
35,5720000,36800,normal,3265
36,62483000,13900,normal,3287
37,55780000,577900,normal,3268
38,14965000,1252730,normal,3300
39,12463000,104000,normal,3300
40,15164000,0,normal,3290
41,32394000,291000,normal,3280
42,37330000,513130,normal,3282
43,32045000,19700,normal,3268
44,11538000,41820,attack,3257
45,57040000,2200000,attack,3254
46,10857000,7298000,normal,3284
47,40277000,285000,normal,3282
48,13657000,15700,normal,3297
49,13239000,36900,normal,3271
50,73233000,34700,normal,3291
