block_id,total_gas,total_mev_captured,validator_type,validator_id
1,994220253,6144000,normal,4926
2,989000805,5888000,normal,4922
3,989001357,5888000,normal,4939
4,989001909,5888000,normal,4917
5,989002461,5888000,normal,4923
6,989003013,5888000,normal,4904
7,989003565,5888000,normal,4924
8,989004117,5888000,normal,4908
9,989004669,5888000,normal,4913
10,989005221,5888000,normal,4941
11,989005773,5888000,normal,4918
12,989006325,5888000,normal,4924
13,989006877,5888000,normal,4906
14,989007429,5888000,normal,4926
15,989007981,5888000,normal,4903
16,989008533,5888000,normal,4910
17,989009085,5888000,normal,4921
18,989009637,5888000,normal,4912
19,989010189,5888000,normal,4914
20,989010741,5888000,normal,4940
21,989011293,5888000,normal,4912
22,989011845,5888000,normal,4915
23,989012397,5888000,normal,4920
24,989012949,5888000,normal,4911
25,989013501,5888000,normal,4940
26,989014053,5888000,normal,4923
27,989014605,5888000,normal,4943
28,989015157,5888000,normal,4948
29,989015709,5888000,normal,4906
30,989016261,5888000,normal,4938
31,989016813,5888000,normal,4930
32,989017365,5888000,normal,4917
33,989017917,5888000,normal,4934
34,989018469,5888000,normal,4946
35,989019021,5888000,normal,4932
36,989019573,5888000,normal,4921
37,989020125,5888000,normal,4928
38,989020677,5888000,normal,4944
39,989021229,5888000,normal,4924
40,989021781,5888000,normal,4905
41,989022333,5888000,normal,4917
42,989022885,5888000,normal,4932
43,989023437,5888000,normal,4923
44,989023989,5888000,normal,4910
45,989024541,5888000,normal,4932
46,989025093,5888000,normal,4949
47,989025645,5888000,normal,4941
48,1032027348,6144000,attack,4901
49,989026749,5888000,normal,4942
50,989027301,5888000,normal,4928
