block_num,validator_id,total_gas_fee,total_mev_available
0,validator_6,439301003,145110
1,validator_10,329422730,53964
2,validator_18,187345509,17873
3,validator_7,606141722,3191
4,validator_16,434895173,13448
5,validator_10,564628405,324906
6,validator_18,517223006,7977
7,validator_8,327110421,2065
8,validator_4,345960556,18118
9,validator_3,334414418,25399
10,validator_2,307530710,19132
11,validator_11,475776402,2060435
12,validator_17,392518885,4438
13,validator_9,274092714,73589
14,validator_6,444417466,33636
15,validator_1,413776491,6785
16,validator_19,281699813,17330
17,validator_6,289941301,2657
18,validator_11,971887014,223109
19,validator_18,154964925,17245
20,validator_8,724476249,7583
21,validator_13,588110837,12902
22,validator_11,410415539,49953
23,validator_6,375949636,929747
24,validator_13,464679484,5463
25,validator_9,115989305,8551
26,validator_12,531744213,66056
27,validator_2,369199202,15832
28,validator_6,439301003,145110
29,validator_10,329422730,53964
30,validator_18,187345509,17873
31,validator_7,606141722,3191
32,validator_16,434895173,13448
33,validator_10,564628405,324906
34,validator_18,517223006,7977
35,validator_8,327110421,2065
36,validator_4,345960556,18118
37,validator_3,334414418,25399
38,validator_2,307530710,19132
39,validator_11,475776402,2060435
40,validator_17,392518885,4438
41,validator_9,274092714,73589
42,validator_6,444417466,33636
43,validator_1,413776491,6785
44,validator_19,281699813,17330
45,validator_6,289941301,2657
46,validator_11,971887014,223109
47,validator_18,154964925,17245
48,validator_8,724476249,7583
49,validator_13,588110837,12902
50,validator_11,410415539,49953
51,validator_6,375949636,929747
52,validator_13,464679484,5463
53,validator_9,115989305,8551
54,validator_12,531744213,66056
55,validator_2,369199202,15832
56,validator_6,439301003,145110
57,validator_10,329422730,53964
58,validator_18,187345509,17873
59,validator_7,606141722,3191
60,validator_16,434895173,13448
61,validator_10,564628405,324906
62,validator_18,517223006,7977
63,validator_8,327110421,2065
64,validator_4,345960556,18118
65,validator_3,334414418,25399
66,validator_2,307530710,19132
67,validator_11,475776402,2060435
68,validator_17,392518885,4438
69,validator_9,274092714,73589
70,validator_6,444417466,33636
71,validator_1,413776491,6785
72,validator_19,281699813,17330
73,validator_6,289941301,2657
74,validator_11,971887014,223109
75,validator_18,154964925,17245
76,validator_8,724476249,7583
77,validator_13,588110837,12902
78,validator_11,410415539,49953
79,validator_6,375949636,929747
