block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,894080000,50075700,4821084961.004234,attack,74
2,1294000000,785920,9057157890.542124,attack,66
3,983600000,41813630,12964733381.022303,attack,70
4,1128350000,53561040,17222511977.33745,attack,64
5,923499000,66115730,21137202340.416943,attack,74
6,984370000,53483100,25760189933.490158,attack,65
7,1130660000,28129400,30123138652.835346,attack,68
8,1246700000,35757200,34354364518.671352,attack,61
9,1217000000,1941170,39323846833.917465,attack,51
10,1279400000,18606400,44573538168.07341,attack,55
11,1412000000,6667630,47541488550.02888,attack,74
12,1308000000,17965430,52495125407.67783,attack,55
13,990400000,24354530,58143576789.18328,attack,55
14,1057800000,36233660,64371528971.86563,attack,59
15,1237000000,18196700,69988991793.97954,attack,60
16,1301000000,20310900,71674967105.71362,attack,63
17,985200000,37426120,80968749291.54073,attack,56
18,1160000000,19060970,85004705601.49629,attack,74
19,1308200000,53516600,90819470375.98871,attack,73
20,1022000000,2216740,98098303075.62906,attack,71
21,1078700000,89742600,102604628193.72722,attack,70
22,1198600000,71842200,108917287499.87906,attack,52
23,964500000,44465380,115421938049.99449,attack,72
24,1097900000,36195240,122037263440.06743,attack,55
25,1057300000,19501440,129105990510.56834,attack,74
26,1140700000,18797200,133885420619.05025,attack,62
27,1051000000,18187830,141429224685.40634,attack,69
28,1064000000,2636000,145160331895.76666,attack,59
29,1329600000,18819300,152181362239.64313,attack,57
30,1129000000,100590,161412120006.46854,attack,70
31,1252000000,1159300,168042600702.49365,attack,62
32,1194500000,18791000,176101570681.7359,attack,67
33,1210700000,18958140,181739006653.66022,attack,73
34,1261600000,43517640,188617860287.8649,attack,56
35,1235500000,36124500,198300338153.92047,attack,68
36,1183000000,301190,200857563561.375,attack,60
37,1338000000,53597900,214167682724.46808,attack,66
38,1062000000,19139400,220825506257.39545,attack,70
39,1032600000,19967530,228783130792.6339,attack,65
40,1244000000,102800,235560061015.85767,attack,56
41,1165000000,952500,241920878687.7806,attack,66
42,1202000000,1264830,248173047144.47525,attack,74
43,1159000000,35555400,256004501805.65527,attack,57
44,961160000,88951800,266523023534.70596,attack,73
45,999850000,106937700,274671513845.25943,attack,70
46,1113510000,35961100,283682083602.39435,attack,60
47,1227600000,18948300,295804923164.3234,attack,73
48,1291000000,332890,305780156032.76276,attack,53
49,1027010000,89077100,305170264721.17224,attack,65
50,1220000000,6556680,320133111271.6208,attack,72
