transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,validator_type,transaction_type
96014,43000000,0,0,22,,unknown,1,1,normal,normal
96165,19000000,769000,0,21,,unknown,1,1,normal,normal
96773,6300000,0,0,21,,unknown,1,1,normal,normal
96964,6100000,13900,0,22,,unknown,1,1,normal,normal
96280,6100000,0,0,22,,unknown,1,1,normal,normal
96659,5200000,0,0,21,,unknown,1,1,normal,normal
97116,2500000,0,0,22,,unknown,1,1,normal,normal
96622,2400000,0,0,22,,unknown,1,1,normal,normal
96545,2000000,0,0,21,,unknown,1,1,normal,normal
96546,2000000,0,0,22,,unknown,1,1,normal,normal
97153,1900000,0,0,21,,unknown,1,1,normal,normal
96697,1700000,0,0,21,,unknown,1,1,normal,normal
97077,1500000,0,0,21,,unknown,1,1,normal,normal
97382,1500000,0,0,22,,unknown,1,1,normal,normal
96204,1400000,0,0,22,,unknown,1,1,normal,normal
97496,1400000,0,0,22,,unknown,1,1,normal,normal
96925,970000,283000,0,21,,unknown,1,1,normal,normal
97002,1200000,0,0,22,,unknown,1,1,normal,normal
95938,1100000,7840,0,22,,unknown,1,1,normal,normal
97001,1100000,0,0,21,,unknown,1,1,normal,normal
97039,1100000,0,0,21,,unknown,1,1,normal,normal
96469,1000000,0,0,21,,unknown,1,1,normal,normal
97306,970000,7840,0,22,,unknown,1,1,normal,normal
97572,870000,0,0,22,,unknown,1,1,normal,normal
96242,660000,161000,0,22,,unknown,1,1,normal,normal
97534,670000,67500,0,22,,unknown,1,1,normal,normal
95747,320000,350000,0,21,,unknown,1,1,normal,normal
96735,660000,0,0,21,,unknown,1,1,normal,normal
97381,470000,0,0,21,,unknown,1,1,normal,normal
97419,460000,0,0,21,,unknown,1,1,normal,normal
95786,420000,0,0,22,,unknown,1,1,normal,normal
96470,350000,64600,0,22,,unknown,1,1,normal,normal
96811,350000,33300,0,21,,unknown,1,1,normal,normal
96926,370000,0,0,22,,unknown,1,1,normal,normal
95900,320000,21800,0,22,,unknown,1,1,normal,normal
97192,340000,0,0,22,,unknown,1,1,normal,normal
96355,320000,0,0,21,,unknown,1,1,normal,normal
95861,310000,0,0,21,,unknown,1,1,normal,normal
96393,310000,0,0,21,,unknown,1,1,normal,normal
95709,260000,13900,0,21,,unknown,1,1,normal,normal
95748,260000,0,0,22,,unknown,1,1,normal,normal
95976,260000,0,0,22,,unknown,1,1,normal,normal
97457,260000,0,0,21,,unknown,1,1,normal,normal
97533,83000,161000,0,21,,unknown,1,1,normal,normal
95823,220000,21800,0,21,,unknown,1,1,normal,normal
96317,240000,0,0,21,,unknown,1,1,normal,normal
97305,240000,0,0,21,,unknown,1,1,normal,normal
96166,83000,100000,0,22,,unknown,1,1,normal,normal
96431,170000,0,0,21,,unknown,1,1,normal,normal
96507,170000,0,0,21,,unknown,1,1,normal,normal
98636,43000000,410000,0,22,,unknown,2,2,normal,normal
99281,43000000,0,0,21,,unknown,2,2,normal,normal
98483,30000000,0,0,21,,unknown,2,2,normal,normal
98104,6300000,0,0,22,,unknown,2,2,normal,normal
95824,5000000,0,0,22,,unknown,2,1,normal,normal
97723,5000000,0,0,21,,unknown,2,2,normal,normal
99092,5000000,0,0,22,,unknown,2,2,normal,normal
97458,4500000,0,0,22,,unknown,2,1,normal,normal
98635,3600000,0,0,21,,unknown,2,2,normal,normal
