block_id,total_gas,total_mev_captured,validator_type,validator_id
1,50660000,545000,normal,1076
2,33057000,38540,normal,1052
3,43863000,161100,normal,1093
4,16737000,215000,normal,1058
5,15650000,411000,normal,1078
6,2931000,17980,normal,1054
7,52880000,0,normal,1052
8,18503000,0,normal,1097
9,70605000,0,normal,1082
10,11679000,64600,normal,1074
11,11611000,0,normal,1060
12,32634000,4320000,normal,1072
13,21100000,192500,normal,1085
14,43050000,0,normal,1085
15,30000000,181000,normal,1078
16,60117000,67900,normal,1053
17,22794000,0,normal,1063
18,7601000,0,normal,1098
19,20605000,146500,normal,1075
20,5307000,30200,attack,1051
21,33233000,1389000,normal,1067
22,33477000,219600,normal,1089
23,4052000,15300,normal,1087
24,7035000,181100,normal,1057
25,38529000,263400,normal,1092
26,21094000,779000,normal,1072
27,21690000,32900,normal,1063
28,9103000,39690,normal,1071
29,16427000,318600,normal,1094
30,7318000,60700,normal,1090
31,9045000,8400800,normal,1080
32,30095000,0,normal,1073
33,11937000,16400,normal,1083
34,36676000,0,normal,1065
35,7105000,102390,normal,1056
36,37792000,1617000,normal,1059
37,8058000,34700,normal,1061
38,10365000,0,normal,1061
39,7571000,108200,normal,1086
40,14470000,7840,normal,1080
41,40412000,0,normal,1089
42,7320000,56200,normal,1072
43,11393000,27600,normal,1081
44,8240000,17000,normal,1083
45,3790000,19430,normal,1088
46,4962000,5640,normal,1073
47,3182000,0,normal,1071
48,10609000,0,normal,1059
49,13469000,0,normal,1085
50,53653000,1100000,normal,1057
