block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1725220361,1692800,1335163745.2957084,attack,3194
2,2107001507,1803200,2065767864.0,attack,3200
3,2107002683,1803200,2065769016.0,attack,3159
4,2107003859,1803200,2065770168.0,attack,3152
5,2107005035,1803200,2065771320.0,attack,3154
6,2107006211,1803200,2065772472.0,attack,3176
7,2107007387,1803200,2065773624.0,attack,3182
8,2107008563,1803200,2065774776.0,attack,3194
9,2107009739,1803200,2065775928.0,attack,3180
10,2107010915,1803200,2065777080.0,attack,3162
11,2107012091,1803200,2065778232.0,attack,3163
12,2107013267,1803200,2065779384.0,attack,3198
13,2107014443,1803200,2065780536.0,attack,3160
14,2107015619,1803200,2065781688.0,attack,3179
15,2107016795,1803200,2065782840.0,attack,3187
16,2107017971,1803200,2065783992.0,attack,3161
17,2107019147,1803200,2065785144.0,attack,3171
18,2107020323,1803200,2065786296.0,attack,3197
19,2107021499,1803200,2065787448.0,attack,3197
20,2107022675,1803200,2065788600.0,attack,3164
21,2107023851,1803200,2065789752.0,attack,3167
22,2107025027,1803200,2065790904.0,attack,3169
23,2107026203,1803200,2065792056.0,attack,3169
24,2107027379,1803200,2065793208.0,attack,3162
25,2107028555,1803200,2065794360.0,attack,3175
26,2107029731,1803200,2065795512.0,attack,3179
27,2107030907,1803200,2065796664.0,attack,3155
28,2107032083,1803200,2065797816.0,attack,3166
29,2107033259,1803200,2065798968.0,attack,3162
30,2107034435,1803200,2065800120.0,attack,3156
31,2107035611,1803200,2065801272.0,attack,3181
32,2107036787,1803200,2065802424.0,attack,3166
33,2107037963,1803200,2065803576.0,attack,3170
34,2107039139,1803200,2065804728.0,attack,3196
35,2107040315,1803200,2065805880.0,attack,3198
36,2107041491,1803200,2065807032.0,attack,3170
37,2107042667,1803200,2065808184.0,attack,3164
38,2107043843,1803200,2065809336.0,attack,3157
39,2107045019,1803200,2065810488.0,attack,3160
40,2107046195,1803200,2065811640.0,attack,3199
41,2107047371,1803200,2065812792.0,attack,3152
42,2107048547,1803200,2065813944.0,attack,3162
43,2107049723,1803200,2065815096.0,attack,3157
44,2107050899,1803200,2065816248.0,attack,3176
45,2107052075,1803200,2065817400.0,attack,3169
46,2107053251,1803200,2065818552.0,attack,3156
47,2107054427,1803200,2065819704.0,attack,3176
48,2107055603,1803200,2065820856.0,attack,3152
49,2107056779,1803200,2065822008.0,attack,3161
50,2107057955,1803200,2065823160.0,attack,3173
