transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,validator_type,transaction_type
179371,43000012,510000,43000012,993,179367,unknown,1,1,attack,b_attack
182963,0,0,0,2451,179371,unknown,1,1,attack,failed
179367,43000011,510000,43000011,996,179364,unknown,1,1,attack,b_attack
179368,0,0,0,996,179364,unknown,1,1,attack,failed
179364,43000010,510000,43000010,997,179361,unknown,1,1,attack,b_attack
179365,0,0,0,997,179361,unknown,1,1,attack,failed
179361,43000009,510000,43000009,995,179358,unknown,1,1,attack,b_attack
179362,0,0,0,995,179358,unknown,1,1,attack,failed
179358,43000008,510000,43000008,995,179355,unknown,1,1,attack,b_attack
179359,0,0,0,995,179355,unknown,1,1,attack,failed
179443,43000036,510000,43000036,991,179439,unknown,2,2,normal,b_attack
179439,43000035,510000,43000035,994,179436,unknown,2,2,normal,b_attack
179440,0,0,0,994,179436,unknown,2,2,normal,failed
179436,43000034,510000,43000034,993,179433,unknown,2,2,normal,b_attack
179437,0,0,0,993,179433,unknown,2,2,normal,failed
179433,43000033,510000,43000033,999,179430,unknown,2,2,normal,b_attack
179434,0,0,0,999,179430,unknown,2,2,normal,failed
179430,43000032,510000,43000032,999,179427,unknown,2,2,normal,b_attack
179431,0,0,0,999,179427,unknown,2,2,normal,failed
179427,43000031,510000,43000031,995,179424,unknown,2,2,normal,b_attack
179515,43000060,510000,43000060,995,179511,unknown,3,3,normal,b_attack
179511,43000059,510000,43000059,999,179508,unknown,3,3,normal,b_attack
179512,0,0,0,999,179508,unknown,3,3,normal,failed
179508,43000058,510000,43000058,999,179505,unknown,3,3,normal,b_attack
179509,0,0,0,999,179505,unknown,3,3,normal,failed
179505,43000057,510000,43000057,994,179502,unknown,3,3,normal,b_attack
179506,0,0,0,994,179502,unknown,3,3,normal,failed
179502,43000056,510000,43000056,996,179499,unknown,3,3,normal,b_attack
179503,0,0,0,996,179499,unknown,3,3,normal,failed
179499,43000055,510000,43000055,997,179496,unknown,3,3,normal,b_attack
179587,43000084,510000,43000084,1000,179583,unknown,4,4,normal,b_attack
179583,43000083,510000,43000083,994,179580,unknown,4,4,normal,b_attack
179584,0,0,0,994,179580,unknown,4,4,normal,failed
179580,43000082,510000,43000082,999,179577,unknown,4,4,normal,b_attack
179581,0,0,0,999,179577,unknown,4,4,normal,failed
179577,43000081,510000,43000081,993,179574,unknown,4,4,normal,b_attack
179578,0,0,0,993,179574,unknown,4,4,normal,failed
179574,43000080,510000,43000080,997,179571,unknown,4,4,normal,b_attack
179575,0,0,0,997,179571,unknown,4,4,normal,failed
