block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1545700256,556000,1196183765.1072237,attack
2,2137001360,696800,2155770320.0,attack
3,2137002536,681100,2144697862.0,attack
4,2107163712,7871100,2166099114.0,attack
5,2113304888,842100,2185396766.0,attack
6,2113306064,681100,2209291018.0,attack
7,2150007240,681100,2275772870.0,attack
8,2113308416,728800,2267616822.0,attack
9,2113109592,1226100,2278746674.0,attack
10,2137010768,681100,2355140826.0,attack
11,2137011944,681100,2346518578.0,attack
12,2113313120,681100,2346744930.0,attack
13,2150014296,681100,2480789682.0,attack
14,2137015472,1191100,2493409434.0,attack
15,2134016648,681100,2519232886.0,attack
16,2134017824,681100,2565607538.0,attack
17,2150019000,681100,2608771490.0,attack
18,2134020176,681100,2581819642.0,attack
19,2150021352,681100,2629239294.0,attack
20,2134022528,681100,2612805346.0,attack
21,2134023704,789100,2647300598.0,attack
22,2150024880,681100,2753979550.0,attack
23,2150026056,681100,2797376302.0,attack
24,2137027232,681100,2841605854.0,attack
25,2137028408,681100,2840131606.0,attack
26,2137029584,681100,2878342958.0,attack
27,2150030760,681100,3041513510.0,attack
28,2150031936,681100,3038059462.0,attack
29,2150033112,681100,3046390614.0,attack
30,2137034288,966100,3069748666.0,attack
31,2150035464,681100,3111724218.0,attack
32,2150036640,681100,3127823070.0,attack
33,2137037816,681100,3109372802.0,attack
34,2137038992,681100,3119984654.0,attack
35,2134040168,681100,3115678946.0,attack
36,2134041344,681100,3160347798.0,attack
37,2112042520,18381100,3166297750.0,attack
38,2126043696,1050100,3198991702.0,attack
39,2134044872,681100,3234829584.0,attack
40,2126046048,681100,3229653736.0,attack
41,2137047224,681100,3290652588.0,attack
42,2134048400,681100,3284516230.0,attack
43,2126049576,681100,3276908082.0,attack
44,2134050752,693900,3316597034.0,attack
45,2134051928,681100,3346962386.0,attack
46,2126053104,681100,3342099738.0,attack
47,2126054280,681100,3353932590.0,attack
48,2126055456,681100,3347177922.0,attack
49,2126056632,681100,3350463644.0,attack
50,2126057808,681100,3362710896.0,attack
51,2107218984,18381100,3380291748.0,attack
52,2113360160,1275100,3389543300.0,attack
53,2134061336,681100,3440693252.0,attack
54,2113362512,820100,3435526804.0,attack
55,2113363688,702900,3441996556.0,attack
56,2137064864,681100,3548959608.0,attack
57,2134066040,681100,3573015280.0,attack
58,2137067216,681100,3594726232.0,attack
59,2134068392,681100,3615685384.0,attack
60,2134069568,681100,3613514436.0,attack
61,2134070744,681100,3610315088.0,attack
62,2150070441,817200,3645015240.0,attack
63,2150071593,737400,3666132392.0,attack
64,2126074272,681100,3678030744.0,attack
65,2126075448,681100,3698162096.0,attack
66,2150076624,681100,3777335878.0,attack
67,2150077800,681100,3803533530.0,attack
68,2134078976,681100,3782235082.0,attack
69,2137080152,802100,3841950234.0,attack
70,2150081328,681100,3872673086.0,attack
71,2150082504,681100,3896921238.0,attack
72,2137083680,681100,3903636330.0,attack
73,2137084856,681100,3961682282.0,attack
74,2137086032,681100,4008915434.0,attack
75,2137087208,681100,4008840586.0,attack
76,2112288384,18381100,4032153138.0,attack
77,2150089560,681100,4070169690.0,attack
78,2137090736,681100,4097770242.0,attack
79,2126091912,700800,4108804394.0,attack
80,2126093088,681100,4110086846.0,attack
81,2126094264,681100,4123412998.0,attack
82,2150095440,681100,4232296050.0,attack
83,2150096616,681100,4278152802.0,attack
84,2134097792,1191100,4287383584.0,attack
85,2134098968,937100,4284108236.0,attack
86,2134100144,681100,4336323388.0,attack
87,2137101320,681100,4406651170.0,attack
88,2134102496,681100,4426055422.0,attack
89,2150103672,681100,4460342874.0,attack
90,2134104848,681100,4455192026.0,attack
91,2150106024,681100,4497150278.0,attack
92,2134107200,681100,4496470930.0,attack
93,2134108376,681100,4534357982.0,attack
94,2137109552,681100,4594340974.0,attack
95,2137110728,681100,4596376226.0,attack
96,2134111904,681100,4604094778.0,attack
97,2150113080,681100,4699268130.0,attack
98,2137114256,681100,4682336282.0,attack
99,2150115432,681100,4726270434.0,attack
100,2134116608,681100,4732813086.0,attack
