block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1311820000,36398340,5460180645.0,normal,50
2,977768000,37415100,10632029360.0,normal,39
3,1402140000,75944970,16532768225.0,normal,43
4,1006112000,68069440,22279876260.0,attack,5
5,978080000,68002900,28533351145.0,normal,18
6,1108960000,86542300,35310813905.0,normal,36
7,1038190000,24110000,42305151985.0,normal,40
8,1021280000,63073000,49845476195.0,normal,32
9,951132000,55851200,57671529610.0,normal,16
10,1051560000,77121890,65957238595.0,normal,12
11,1240770000,55322540,74675093495.0,normal,15
12,1161340000,47443430,83627347405.0,normal,44
13,981590000,59180500,92821501785.0,normal,37
14,1138360000,78324180,102616402930.0,normal,20
15,1039900000,23085900,112608983295.0,normal,6
16,1016618000,82920200,122993245010.0,normal,36
17,1584000000,10453700,134058503360.0,normal,19
18,1151000000,2536800,145014627175.0,attack,5
19,1151638000,112619980,156522779780.0,normal,28
20,1023637000,57812430,168251369075.0,normal,28
21,1110170000,52776000,180521680355.0,normal,20
22,1147130000,73201280,193173966175.0,normal,21
23,1305100000,19029430,206305986545.0,attack,3
24,1237650000,42779800,219786385385.0,attack,4
25,870717000,115990100,233477812090.0,normal,21
26,1171260000,62640200,247904305680.0,normal,23
27,761600000,53537080,262302480825.0,normal,43
28,1072260000,56284600,277544561815.0,normal,16
29,1049000000,42836100,293048123775.0,normal,32
30,1040200000,51638630,308982263130.0,normal,19
31,1065663000,65970530,325270696795.0,normal,15
32,970520000,51383700,341819262165.0,normal,16
33,955740000,52182400,358825875780.0,attack,3
34,1047570000,47844440,376291442130.0,attack,1
35,1052230000,70844330,393947734175.0,normal,33
36,974330000,19690990,411973730190.0,normal,7
37,1312300000,58592160,430602623820.0,normal,41
38,1186818000,47876000,449363192685.0,normal,7
39,1219380000,67563930,468524918520.0,normal,6
40,1141047000,19344100,488009316755.0,attack,4
41,1136202000,50306700,507939519615.0,normal,50
42,1275190000,48924400,528335259470.0,normal,47
43,1032570000,29474200,548852011130.0,normal,48
44,1050460000,60708000,569944074955.0,attack,2
45,1016087000,110150590,591254951275.0,normal,43
46,1177800000,12419690,612941728875.0,normal,27
47,1179480000,49340720,635070592815.0,normal,34
48,1221020000,90537230,657700360980.0,normal,40
49,1190170000,67808300,680620590045.0,normal,40
50,1302077000,62022800,703964156150.0,normal,26
