block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,2048360529,3240000,1234771427.8139641,attack,4854
2,2107001703,3307500,1420508234.1057594,attack,4856
3,2107002879,3307500,1587774806.6527517,attack,4862
4,2107004055,3307500,1774737221.5884702,attack,4860
5,2107005231,3307500,1983714688.3131182,attack,4854
6,2107006407,3307500,2067246264.0,attack,4862
7,2107007583,3307500,2067247416.0,attack,4865
8,2107008759,3307500,2067248568.0,attack,4855
9,2107009935,3307500,2067249720.0,attack,4863
10,2107011111,3307500,2067250872.0,attack,4852
11,2107012287,3307500,2067252024.0,attack,4859
12,2107013463,3307500,2067253176.0,attack,4858
13,2107014639,3307500,2067254328.0,attack,4855
14,2107015815,3307500,2067255480.0,attack,4852
15,2107016991,3307500,2067256632.0,attack,4854
16,2107018167,3307500,2067257784.0,attack,4864
17,2107019343,3307500,2067258936.0,attack,4862
18,2107020519,3307500,2067260088.0,attack,4852
19,2107021695,3307500,2067261240.0,attack,4855
20,2107022871,3307500,2067262392.0,attack,4864
21,2107024047,3307500,2067263544.0,attack,4862
22,2107025223,3307500,2067264696.0,attack,4854
23,2107026399,3307500,2067265848.0,attack,4862
24,2107027575,3307500,2067267000.0,attack,4855
25,2107028751,3307500,2067268152.0,attack,4853
26,2107029927,3307500,2067269304.0,attack,4865
27,2107031103,3307500,2067270456.0,attack,4860
28,2107032279,3307500,2067271608.0,attack,4862
29,2107033455,3307500,2067272760.0,attack,4861
30,2107034631,3307500,2067273912.0,attack,4857
31,2107035807,3307500,2067275064.0,attack,4864
32,2107036983,3307500,2067276216.0,attack,4854
33,2107038159,3307500,2067277368.0,attack,4857
34,2064038520,3240000,2067278520.0,normal,4889
35,2107040511,3307500,2067279672.0,attack,4863
36,2107041687,3307500,2067280824.0,attack,4855
37,2064041976,3240000,2067281976.0,normal,4898
38,2107044039,3307500,2067283128.0,attack,4859
39,2064044280,3240000,2067284280.0,normal,4894
40,2064045432,3240000,2067285432.0,normal,4893
41,2064046584,3240000,2067286584.0,normal,4871
42,2064047736,3240000,2067287736.0,normal,4886
43,2064048888,3240000,2067288888.0,normal,4883
44,2064050040,3240000,2067290040.0,normal,4894
45,2064051192,3240000,2067291192.0,normal,4876
46,2064052344,3240000,2067292344.0,normal,4885
47,2064053496,3240000,2067293496.0,normal,4870
48,2107055799,3307500,2067294648.0,attack,4859
49,2064055800,3240000,2067295800.0,normal,4887
50,2064056952,3240000,2067296952.0,normal,4887
