block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1022044000,23225800,normal,48
2,1126319000,73741500,normal,35
3,1331788000,80695800,normal,43
4,1199959000,92404000,normal,25
5,853220000,79483600,attack,7
6,1269007000,52284000,normal,27
7,1288700000,22635700,normal,45
8,1291650000,18013100,attack,8
9,1191690000,81209500,normal,23
10,1135181000,95965920,normal,43
11,1161330000,32666200,normal,36
12,1109437000,31436000,normal,44
13,1051580000,37321800,attack,9
14,1189630000,18907110,attack,2
15,1373510000,62409500,normal,34
16,1272800000,88508200,normal,36
17,873449000,105834080,normal,36
18,1409630000,41426800,normal,24
19,976616000,104300100,normal,41
20,1139300000,18922800,attack,2
21,1441420000,53938200,normal,16
22,879912000,110399800,normal,35
23,1033690000,32733070,normal,37
24,1016390000,45763320,normal,46
25,1148200000,19227400,attack,8
26,1314000000,8520740,attack,13
27,1287684000,94219530,normal,33
28,1034070000,15323080,attack,15
29,1142023000,61768130,normal,29
30,890720000,51025160,attack,8
31,1319660000,62739160,normal,45
32,1228550000,29759980,normal,17
33,770940000,69647000,attack,8
34,1121112000,53716400,attack,1
35,1010565000,105299520,normal,38
36,1082510000,66293300,normal,47
37,989477000,30946600,normal,39
38,987800000,1610100,attack,8
39,1143960000,36912800,attack,1
40,1085480000,53953200,attack,13
41,923460000,63379890,normal,31
42,1101080000,21891900,attack,3
43,873440000,73359190,normal,37
44,1243000000,912500,attack,14
45,762319000,125590000,attack,1
46,1110869000,55272830,normal,33
47,1235840000,50745440,normal,48
48,1094730000,68528600,attack,8
49,995430000,38725130,attack,4
50,965680000,36881700,attack,7
