block_id,total_gas,total_mev_captured,validator_type,validator_id
1,845384153,915600,attack,5062
2,1032000708,1046400,attack,5072
3,1032001284,1046400,attack,5078
4,1032001860,1046400,attack,5062
5,1032002436,1046400,attack,5077
6,989002875,1002800,normal,5096
7,1032003588,1046400,attack,5062
8,1032004164,1046400,attack,5085
9,1032004740,1046400,attack,5058
10,1032005316,1046400,attack,5062
11,989005635,1002800,normal,5093
12,1032006468,1046400,attack,5053
13,1032007044,1046400,attack,5059
14,1032007620,1046400,attack,5080
15,1032008196,1046400,attack,5055
16,1032008772,1046400,attack,5077
17,1032009348,1046400,attack,5090
18,1032009924,1046400,attack,5070
19,989010051,1002800,normal,5100
20,1032011076,1046400,attack,5076
21,1032011652,1046400,attack,5082
22,1032012228,1046400,attack,5057
23,1075013325,1090000,attack,5088
24,1032013380,1046400,attack,5055
25,1032013956,1046400,attack,5080
26,1032014532,1046400,attack,5076
27,1032015108,1046400,attack,5054
28,1032015684,1046400,attack,5084
29,989015571,1002800,normal,5091
30,1075017525,1090000,attack,5059
31,989016675,1002800,normal,5097
32,989017227,1002800,normal,5095
33,1032018564,1046400,attack,5055
34,1032019140,1046400,attack,5066
35,1032019716,1046400,attack,5076
36,989019435,1002800,normal,5095
37,989019987,1002800,normal,5091
38,1032021444,1046400,attack,5064
39,1032022020,1046400,attack,5053
40,1032022596,1046400,attack,5084
41,1032023172,1046400,attack,5088
42,1032023748,1046400,attack,5069
43,1075025325,1090000,attack,5053
44,1032024876,1046400,normal,5094
45,1032025476,1046400,attack,5051
46,1032026052,1046400,attack,5078
47,989025507,1002800,normal,5094
48,1032027204,1046400,attack,5066
49,1032027780,1046400,attack,5069
50,1075029525,1090000,attack,5090
