block_id,total_gas,total_mev_captured,validator_type,validator_id
1,25605000,129200,attack,4607
2,38967000,545500,normal,4637
3,25127000,11280,attack,4603
4,71553000,149800,normal,4626
5,21799000,1111590,normal,4633
6,59937000,1301000,normal,4627
7,32703000,29130,normal,4616
8,43377000,323900,normal,4636
9,125597000,87200,attack,4605
10,25201000,581880,normal,4646
11,20285000,696100,attack,4604
12,116360000,814600,normal,4647
13,36609000,622100,normal,4630
14,15569000,22720,normal,4636
15,74409000,4455300,normal,4635
16,26226000,235300,normal,4648
17,43903000,270100,normal,4647
18,65276000,322000,normal,4644
19,66962000,774630,normal,4636
20,27950000,0,attack,4613
21,39194000,1007900,normal,4634
22,70530000,302600,normal,4622
23,33071000,37200,attack,4606
24,44053000,1030000,normal,4641
25,70823000,229400,normal,4637
26,117613000,0,normal,4627
27,30873000,1143630,normal,4633
28,26328000,0,normal,4645
29,35650000,0,normal,4646
30,70628000,38440,attack,4605
31,66864000,71800,normal,4616
32,20596000,1130200,normal,4645
33,22552000,18116390,normal,4646
34,30034000,155000,normal,4641
35,43700000,4390230,normal,4634
36,68628000,730700,normal,4641
37,59610000,394400,normal,4619
38,47915000,1376900,attack,4610
39,105370000,78730,normal,4622
40,25193000,292800,normal,4620
41,22755000,117000,normal,4624
42,57512000,76900,normal,4634
43,108712001,2026200,attack,4613
44,61406000,0,normal,4632
45,92908000,171600,normal,4637
46,59720000,1239560,normal,4619
47,76262000,96500,normal,4646
48,92079000,13900,normal,4629
49,54107000,258800,attack,4604
50,52504000,518520,normal,4642
