block_id,total_gas,total_mev_captured,validator_type,validator_id
1,23347000,317900,normal,1089
2,14284000,0,normal,1092
3,9635000,21800,normal,1094
4,50520000,0,normal,1066
5,46747000,31700,normal,1073
6,11025000,594000,normal,1052
7,56087000,125200,normal,1093
8,16170000,0,normal,1097
9,9087000,164000,normal,1054
10,30097000,35600,normal,1078
11,11805000,46500,normal,1068
12,8280000,0,normal,1055
13,51155000,0,normal,1074
14,4477000,0,normal,1082
15,45584000,709200,normal,1075
16,8240000,0,normal,1058
17,15008000,335900,normal,1052
18,16527000,13900,normal,1052
19,26870000,164800,normal,1097
20,7067000,0,normal,1071
21,9842000,100000,normal,1071
22,48730000,5180,normal,1052
23,13900000,101400,normal,1063
24,16316000,164000,normal,1097
25,14342000,0,normal,1061
26,5830000,0,normal,1090
27,42850000,348100,normal,1073
28,12150000,594000,normal,1051
29,22510000,0,normal,1053
30,67078000,129520,normal,1098
31,26173000,146000,normal,1077
32,25342000,830000,normal,1071
33,42790000,626700,normal,1073
34,12028000,16400,normal,1098
35,56145000,0,normal,1059
36,41010000,0,normal,1088
37,9615000,17705180,normal,1094
38,9799000,489400,normal,1070
39,98989000,371100,normal,1098
40,25620000,33300,normal,1074
41,30304000,134700,normal,1073
42,33037000,8520,normal,1052
43,9170000,71800,normal,1092
44,8099000,15700,normal,1067
45,37968000,680400,normal,1098
46,31785000,16400,normal,1069
47,7979000,0,normal,1091
48,29080000,0,normal,1099
49,12083000,44500,normal,1084
50,20853000,83200,normal,1063
