block_id,total_gas,total_mev_captured,validator_type,validator_id
1,817400000,6752900,attack,204
2,1139860000,12332350,normal,239
3,1125305000,31540020,normal,248
4,1093720000,62397700,normal,239
5,1112920000,13750530,normal,250
6,1147000000,2306830,attack,228
7,1166137000,90787300,normal,246
8,1347940000,47743440,normal,237
9,1033580000,47049100,attack,203
10,1172071000,66272400,normal,239
11,1156567000,78149700,normal,234
12,1152000000,9252240,attack,220
13,1143900000,53681700,attack,210
14,1148340000,36583030,attack,210
15,1257800000,36778440,attack,224
16,1209000000,3442230,attack,205
17,1002300000,78269900,attack,211
18,1175960000,178782400,normal,250
19,1000220000,89198200,attack,210
20,1124309000,109232330,normal,248
21,963680000,54110700,attack,202
22,1336180000,67923390,normal,244
23,1167000000,18729110,attack,227
24,1295000000,987500,attack,203
25,990580000,53200240,attack,203
26,1097260000,53625930,attack,206
27,1087900000,58472300,attack,211
28,1107460000,45258600,attack,223
29,1103750000,41054500,attack,207
30,804367000,64828320,attack,222
31,990890000,117492300,normal,250
32,1123267000,71429530,attack,205
33,1190870000,17816800,attack,225
34,1012198000,131514600,attack,221
35,1117220000,43156840,attack,215
36,1354100000,37208400,normal,245
37,1127160000,37849190,attack,216
38,803109000,150422600,normal,235
39,1078300000,8522230,attack,202
40,1092720000,51792640,attack,226
41,1405000000,812700,attack,208
42,1344000000,21631480,attack,223
43,1349000000,105160,attack,220
44,1174000000,18712220,attack,208
45,1229872000,166731300,normal,245
46,1020240000,137077020,normal,245
47,1158450000,55641040,normal,237
48,1215170000,124948800,normal,234
49,1220291000,88293820,normal,244
50,1267626000,69232640,normal,246
