block_id,total_gas,total_mev_captured,validator_type,validator_id
1,939980210,333600,attack,3714
2,1032000780,333600,attack,3727
3,1032001356,333600,attack,3723
4,1032001932,333600,attack,3713
5,1032002508,333600,attack,3734
6,1032003084,333600,attack,3733
7,1032003660,333600,attack,3727
8,1032004236,333600,attack,3734
9,1032004812,333600,attack,3706
10,989005152,319700,normal,3744
11,1032005964,333600,attack,3705
12,1032006540,333600,attack,3719
13,1032007116,333600,attack,3705
14,1032007692,333600,attack,3725
15,1032008244,333600,normal,3747
16,1032008844,333600,attack,3721
17,989009016,319700,normal,3736
18,989009568,319700,normal,3748
19,1032010572,333600,attack,3711
20,1032011124,333600,normal,3747
21,1032011724,333600,attack,3713
22,1032012300,333600,attack,3725
23,1075013400,347500,attack,3729
24,1032013452,333600,attack,3714
25,1075014600,347500,attack,3735
26,1032014604,333600,attack,3721
27,1075015800,347500,attack,3709
28,989015088,319700,normal,3750
29,1032016332,333600,attack,3722
30,989016192,319700,normal,3748
31,1032017484,333600,attack,3704
32,1075018800,347500,attack,3709
33,1075019400,347500,attack,3734
34,989018400,319700,normal,3737
35,1032019788,333600,attack,3711
36,989019504,319700,normal,3740
37,989020056,319700,normal,3737
38,1075022400,347500,attack,3721
39,989021160,319700,normal,3738
40,1032022668,333600,attack,3702
41,1032023244,333600,attack,3703
42,1075024800,347500,attack,3705
43,1075025400,347500,attack,3717
44,989023920,319700,normal,3738
45,1032025548,333600,attack,3720
46,1032026100,333600,normal,3740
47,989025576,319700,normal,3737
48,1075028400,347500,attack,3726
49,1032027828,333600,normal,3748
50,1032028428,333600,attack,3711
