block_id,total_gas,total_mev_captured,block_bid,builder_type
1,35305000,8640000,23714260.763367884,attack
2,2121000529,207360000,2141618147.9946456,attack
3,2137001703,211680000,2384784776.0,attack
4,2150002879,211680000,2450665428.0,attack
5,2134004055,211680000,2437620580.0,attack
6,2134005231,211696400,2469157132.0,attack
7,2126006407,211680000,2483535604.0,attack
8,2126007583,211680000,2502725706.0,attack
9,2126008759,211680000,2518822078.0,attack
10,2150009935,211680000,2646237230.0,attack
11,2137011111,211680000,2640915882.0,attack
12,2137012287,211680000,2645692464.0,attack
13,2150013463,211680000,2692084916.0,attack
14,2134014639,211680000,2702579068.0,attack
15,2126015815,211680000,2715114130.0,attack
16,2150016991,211680000,2764166382.0,attack
17,2126018167,211680000,2758344814.0,attack
18,2137019343,211680000,2835958966.0,attack
19,2150020519,211680000,2900564318.0,attack
20,2134021695,211746100,2872365650.0,attack
21,2150022871,211680000,2903964002.0,attack
22,2150024047,211680000,2984321154.0,attack
23,2137025223,211680000,2983677306.0,attack
24,2150026399,211680000,3050811638.0,attack
25,2134027575,211835000,3030069990.0,attack
26,2150028751,211680000,3081705042.0,attack
27,2134029927,211680000,3072524314.0,attack
28,2134031103,211680000,3067150466.0,attack
29,2110232279,229380000,3072024618.0,attack
30,2126033455,211690700,3075503770.0,attack
31,2134034631,211680000,3152413522.0,attack
32,2137035807,211680000,3196396114.0,attack
33,2134036983,211680000,3240601166.0,attack
34,2137038159,211680000,3266473318.0,attack
35,2134039335,211680000,3271388470.0,attack
36,2137040511,211680000,3297675822.0,attack
37,2126041687,211687840,3327054574.0,attack
38,2126042863,211680000,3322513886.0,attack
39,2126044039,211680000,3323585038.0,attack
40,2126045215,211680000,3327049690.0,attack
41,2150046391,211713300,3376954752.0,attack
42,2126047567,211680000,3358653604.0,attack
43,2137048743,211680000,3389450756.0,attack
44,2108949919,218870000,3390755088.0,attack
45,2137051095,211680000,3460651340.0,attack
46,2134052271,211680000,3461650492.0,attack
47,2150053447,211680000,3500869344.0,attack
48,2137054623,211819000,3526808496.0,attack
49,2113355799,229380000,3570065028.0,attack
50,2150056975,211680000,3633395880.0,attack
51,2134058151,211680000,3641534932.0,attack
52,2126059327,211680000,3640879084.0,attack
53,2134060503,211680000,3678201876.0,attack
54,2137061679,211680000,3714462528.0,attack
55,2126062855,211680000,3733119890.0,attack
56,2112264031,216000000,3741637542.0,attack
57,2107185207,218870000,3754202334.0,attack
58,2109666383,216000000,3769099786.0,attack
59,2137067559,211680000,3883568638.0,attack
60,2137068735,211680000,3905027590.0,attack
61,2137069911,211680000,3914790872.0,attack
62,2134071087,211727700,3913491824.0,attack
63,2113372263,211746100,3911396276.0,attack
64,2137073439,211680000,3962982328.0,attack
65,2150074615,211680000,4057424680.0,attack
66,2150075791,211976000,4194366332.0,attack
67,2150076967,211680000,4211623584.0,attack
68,2150078143,211680000,4282708736.0,attack
69,2150079319,211680000,4264337588.0,attack
70,2150080495,211680000,4322826740.0,attack
71,2137081671,211965000,4304336832.0,attack
72,2137082847,211835000,4299177584.0,attack
73,2137084023,211680000,4299262736.0,attack
74,2137085199,211680000,4354411788.0,attack
75,2137086375,211680000,4393654740.0,attack
76,2150087551,212780000,4474713892.0,attack
77,2150088727,211680000,4454759844.0,attack
78,2137089903,211680000,4518105896.0,attack
79,2150091079,211680000,4556880848.0,attack
80,2137092255,211680000,4541931840.0,attack
81,2137093431,211680000,4596606392.0,attack
82,2137094607,211680000,4584527334.0,attack
83,2137095783,211680000,4621694506.0,attack
84,2134096959,211690700,4639271658.0,attack
85,2134098135,211680000,4650590710.0,attack
86,2134099311,211680000,4650520862.0,attack
87,2134100487,211680000,4644034214.0,attack
88,2126101663,211691200,4647214066.0,attack
89,2126102839,211680000,4659586318.0,attack
90,2134104015,211680000,4712402470.0,attack
91,2134105191,211680000,4733795522.0,attack
92,2134106367,211680000,4733507174.0,attack
93,2137107543,211680000,4756543956.0,attack
94,2126108719,211680000,4748907008.0,attack
95,2150109895,211680000,4796641860.0,attack
96,2137111071,211680000,4819951212.0,attack
97,2107572247,218870000,4818730164.0,attack
98,2113413423,212639000,4841175736.0,attack
99,2113414599,211680000,4872503088.0,attack
100,2113415775,211680000,4892658640.0,attack
