transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,builder_type
51362,0,0,0,154,50541,unknown,55,13,attack
51364,0,0,0,157,50541,unknown,55,13,attack
51365,0,0,0,157,50541,unknown,55,13,attack
51367,0,0,0,156,50541,unknown,56,13,attack
51368,0,0,0,156,50541,unknown,56,13,attack
51370,0,0,0,159,50541,unknown,56,13,attack
51371,0,0,0,159,50541,unknown,56,13,attack
51373,0,0,0,156,50541,unknown,56,13,attack
51374,0,0,0,156,50541,unknown,56,13,attack
51376,0,0,0,158,50541,unknown,56,13,attack
51377,0,0,0,158,50541,unknown,56,13,attack
51379,0,0,0,156,50541,unknown,56,13,attack
51380,0,0,0,156,50541,unknown,56,13,attack
51382,0,0,0,153,50541,unknown,57,13,attack
51383,0,0,0,153,50541,unknown,57,13,attack
51385,0,0,0,157,50541,unknown,57,13,attack
51386,0,0,0,157,50541,unknown,57,13,attack
51388,0,0,0,151,50541,unknown,57,13,attack
51389,0,0,0,151,50541,unknown,57,13,attack
51391,0,0,0,156,50541,unknown,57,13,attack
51392,0,0,0,156,50541,unknown,57,13,attack
51394,0,0,0,153,50541,unknown,57,13,attack
51395,0,0,0,153,50541,unknown,57,13,attack
51397,0,0,0,158,50541,unknown,58,13,attack
51398,0,0,0,158,50541,unknown,58,13,attack
51400,0,0,0,158,50541,unknown,58,13,attack
51401,0,0,0,158,50541,unknown,58,13,attack
51403,0,0,0,157,50541,unknown,58,13,attack
51404,0,0,0,157,50541,unknown,58,13,attack
51406,0,0,0,156,50541,unknown,58,13,attack
51407,0,0,0,156,50541,unknown,58,13,attack
51409,0,0,0,158,50541,unknown,58,13,attack
51410,0,0,0,158,50541,unknown,58,13,attack
51412,0,0,0,158,50541,unknown,59,13,attack
51413,0,0,0,158,50541,unknown,59,13,attack
51415,0,0,0,155,50541,unknown,59,13,attack
51416,0,0,0,155,50541,unknown,59,13,attack
51418,0,0,0,157,50541,unknown,59,13,attack
51419,0,0,0,157,50541,unknown,59,13,attack
51421,0,0,0,153,50541,unknown,59,13,attack
51422,0,0,0,153,50541,unknown,59,13,attack
51424,0,0,0,152,50541,unknown,59,13,attack
51425,0,0,0,152,50541,unknown,59,13,attack
51427,0,0,0,159,50541,unknown,60,14,attack
51428,0,0,0,159,50541,unknown,60,14,attack
51430,0,0,0,160,50541,unknown,60,14,attack
51431,0,0,0,160,50541,unknown,60,14,attack
51433,0,0,0,153,50541,unknown,60,14,attack
51434,0,0,0,153,50541,unknown,60,14,attack
51436,0,0,0,158,50541,unknown,60,14,attack
51437,0,0,0,158,50541,unknown,60,14,attack
51439,0,0,0,159,50541,unknown,60,14,attack
51440,0,0,0,159,50541,unknown,60,14,attack
51442,0,0,0,157,50541,unknown,61,14,attack
51443,0,0,0,157,50541,unknown,61,14,attack
51445,0,0,0,152,50541,unknown,61,14,attack
51446,0,0,0,152,50541,unknown,61,14,attack
51448,0,0,0,158,50541,unknown,61,14,attack
51449,0,0,0,158,50541,unknown,61,14,attack
51451,0,0,0,159,50541,unknown,61,14,attack
51452,0,0,0,159,50541,unknown,61,14,attack
51454,0,0,0,159,50541,unknown,61,14,attack
51455,0,0,0,159,50541,unknown,61,14,attack
51457,0,0,0,151,50541,unknown,62,14,attack
51458,0,0,0,151,50541,unknown,62,14,attack
51460,0,0,0,158,50541,unknown,62,14,attack
51461,0,0,0,158,50541,unknown,62,14,attack
51463,0,0,0,155,50541,unknown,62,14,attack
51464,0,0,0,155,50541,unknown,62,14,attack
51466,0,0,0,151,50541,unknown,62,14,attack
51467,0,0,0,151,50541,unknown,62,14,attack
51469,0,0,0,151,50541,unknown,62,14,attack
51470,0,0,0,151,50541,unknown,62,14,attack
51472,0,0,0,157,50541,unknown,63,14,attack
51473,0,0,0,157,50541,unknown,63,14,attack
51475,0,0,0,157,50541,unknown,63,14,attack
51476,0,0,0,157,50541,unknown,63,14,attack
51478,0,0,0,156,50541,unknown,63,14,attack
51479,0,0,0,156,50541,unknown,63,14,attack
51481,0,0,0,158,50541,unknown,63,14,attack
51482,0,0,0,158,50541,unknown,63,14,attack
51484,0,0,0,158,50541,unknown,63,14,attack
51485,0,0,0,158,50541,unknown,63,14,attack
51487,0,0,0,160,50541,unknown,64,14,attack
51488,0,0,0,160,50541,unknown,64,14,attack
51490,0,0,0,157,50541,unknown,64,14,attack
51491,0,0,0,157,50541,unknown,64,14,attack
51493,0,0,0,153,50541,unknown,64,14,attack
51494,0,0,0,153,50541,unknown,64,14,attack
51496,0,0,0,158,50541,unknown,64,14,attack
51497,0,0,0,158,50541,unknown,64,14,attack
51499,0,0,0,156,50541,unknown,64,15,attack
51500,0,0,0,156,50541,unknown,64,15,attack
51502,0,0,0,152,50541,unknown,65,15,attack
51503,0,0,0,152,50541,unknown,65,15,attack
51505,0,0,0,159,50541,unknown,65,15,attack
51506,0,0,0,159,50541,unknown,65,15,attack
51508,0,0,0,151,50541,unknown,65,15,attack
51509,0,0,0,151,50541,unknown,65,15,attack
51511,0,0,0,156,50541,unknown,65,15,attack
51512,0,0,0,156,50541,unknown,65,15,attack
51514,0,0,0,154,50541,unknown,65,15,attack
51515,0,0,0,154,50541,unknown,65,15,attack
51517,0,0,0,155,50541,unknown,66,15,attack
51518,0,0,0,155,50541,unknown,66,15,attack
51520,0,0,0,156,50541,unknown,66,15,attack
51521,0,0,0,156,50541,unknown,66,15,attack
51523,0,0,0,156,50541,unknown,66,15,attack
51524,0,0,0,156,50541,unknown,66,15,attack
51526,0,0,0,159,50541,unknown,66,15,attack
51527,0,0,0,159,50541,unknown,66,15,attack
51529,0,0,0,157,50541,unknown,66,15,attack
51530,0,0,0,157,50541,unknown,66,15,attack
51532,0,0,0,153,50541,unknown,67,15,attack
51533,0,0,0,153,50541,unknown,67,15,attack
51535,0,0,0,156,50541,unknown,67,15,attack
51536,0,0,0,156,50541,unknown,67,15,attack
51538,0,0,0,151,50541,unknown,67,15,attack
51539,0,0,0,151,50541,unknown,67,15,attack
51541,0,0,0,158,50541,unknown,67,15,attack
51542,0,0,0,158,50541,unknown,67,15,attack
51544,0,0,0,158,50541,unknown,67,15,attack
51545,0,0,0,158,50541,unknown,67,15,attack
51547,0,0,0,159,50541,unknown,68,15,attack
51548,0,0,0,159,50541,unknown,68,15,attack
51550,0,0,0,156,50541,unknown,68,15,attack
51551,0,0,0,156,50541,unknown,68,15,attack
51553,0,0,0,158,50541,unknown,68,15,attack
51554,0,0,0,158,50541,unknown,68,15,attack
51556,0,0,0,159,50541,unknown,68,15,attack
51557,0,0,0,159,50541,unknown,68,15,attack
51559,0,0,0,153,50541,unknown,68,15,attack
51560,0,0,0,153,50541,unknown,68,15,attack
51562,0,0,0,152,50541,unknown,69,15,attack
51563,0,0,0,152,50541,unknown,69,15,attack
51565,0,0,0,152,50541,unknown,69,15,attack
51566,0,0,0,152,50541,unknown,69,15,attack
51568,0,0,0,156,50541,unknown,69,15,attack
51569,0,0,0,156,50541,unknown,69,15,attack
51571,0,0,0,160,50541,unknown,69,16,attack
51572,0,0,0,160,50541,unknown,69,16,attack
51574,0,0,0,152,50541,unknown,69,16,attack
51575,0,0,0,152,50541,unknown,69,16,attack
51577,0,0,0,159,50541,unknown,70,16,attack
51578,0,0,0,159,50541,unknown,70,16,attack
51580,0,0,0,154,50541,unknown,70,16,attack
51581,0,0,0,154,50541,unknown,70,16,attack
51583,0,0,0,157,50541,unknown,70,16,attack
51584,0,0,0,157,50541,unknown,70,16,attack
51586,0,0,0,153,50541,unknown,70,16,attack
51587,0,0,0,153,50541,unknown,70,16,attack
51589,0,0,0,151,50541,unknown,70,16,attack
51590,0,0,0,151,50541,unknown,70,16,attack
51592,0,0,0,155,50541,unknown,71,16,attack
51593,0,0,0,155,50541,unknown,71,16,attack
51595,0,0,0,158,50541,unknown,71,16,attack
51596,0,0,0,158,50541,unknown,71,16,attack
51598,0,0,0,151,50541,unknown,71,16,attack
51599,0,0,0,151,50541,unknown,71,16,attack
51601,0,0,0,155,50541,unknown,71,16,attack
51602,0,0,0,155,50541,unknown,71,16,attack
51604,0,0,0,153,50541,unknown,71,16,attack
51605,0,0,0,153,50541,unknown,71,16,attack
51607,0,0,0,156,50541,unknown,72,16,attack
51608,0,0,0,156,50541,unknown,72,16,attack
51610,0,0,0,158,50541,unknown,72,16,attack
51611,0,0,0,158,50541,unknown,72,16,attack
51613,0,0,0,157,50541,unknown,72,16,attack
51614,0,0,0,157,50541,unknown,72,16,attack
51616,0,0,0,160,50541,unknown,72,16,attack
51617,0,0,0,160,50541,unknown,72,16,attack
51619,0,0,0,152,50541,unknown,72,16,attack
51620,0,0,0,152,50541,unknown,72,16,attack
51622,0,0,0,159,50541,unknown,73,16,attack
51623,0,0,0,159,50541,unknown,73,16,attack
51625,0,0,0,158,50541,unknown,73,16,attack
51626,0,0,0,158,50541,unknown,73,16,attack
51628,0,0,0,155,50541,unknown,73,16,attack
51629,0,0,0,155,50541,unknown,73,16,attack
51631,0,0,0,152,50541,unknown,73,16,attack
51632,0,0,0,152,50541,unknown,73,16,attack
51634,0,0,0,160,50541,unknown,73,16,attack
51635,0,0,0,160,50541,unknown,73,16,attack
51637,0,0,0,153,50541,unknown,74,16,attack
51638,0,0,0,153,50541,unknown,74,16,attack
51640,0,0,0,158,50541,unknown,74,16,attack
51641,0,0,0,158,50541,unknown,74,16,attack
51643,0,0,0,154,50541,unknown,74,17,attack
51644,0,0,0,154,50541,unknown,74,17,attack
51646,0,0,0,157,50541,unknown,74,17,attack
51647,0,0,0,157,50541,unknown,74,17,attack
51649,0,0,0,151,50541,unknown,74,17,attack
51650,0,0,0,151,50541,unknown,74,17,attack
51652,0,0,0,155,50541,unknown,75,17,attack
51653,0,0,0,155,50541,unknown,75,17,attack
51655,0,0,0,156,50541,unknown,75,17,attack
51656,0,0,0,156,50541,unknown,75,17,attack
51658,0,0,0,157,50541,unknown,75,17,attack
51659,0,0,0,157,50541,unknown,75,17,attack
51661,0,0,0,152,50541,unknown,75,17,attack
51662,0,0,0,152,50541,unknown,75,17,attack
51664,0,0,0,155,50541,unknown,75,17,attack
51665,0,0,0,155,50541,unknown,75,17,attack
51667,0,0,0,156,50541,unknown,76,17,attack
51668,0,0,0,156,50541,unknown,76,17,attack
51670,0,0,0,155,50541,unknown,76,17,attack
51671,0,0,0,155,50541,unknown,76,17,attack
51673,0,0,0,160,50541,unknown,76,17,attack
51674,0,0,0,160,50541,unknown,76,17,attack
51676,0,0,0,155,50541,unknown,76,17,attack
51677,0,0,0,155,50541,unknown,76,17,attack
51679,0,0,0,157,50541,unknown,76,17,attack
51680,0,0,0,157,50541,unknown,76,17,attack
51682,0,0,0,158,50541,unknown,77,17,attack
51683,0,0,0,158,50541,unknown,77,17,attack
51685,0,0,0,153,50541,unknown,77,17,attack
51686,0,0,0,153,50541,unknown,77,17,attack
51688,0,0,0,155,50541,unknown,77,17,attack
51689,0,0,0,155,50541,unknown,77,17,attack
51691,0,0,0,158,50541,unknown,77,17,attack
51692,0,0,0,158,50541,unknown,77,17,attack
51694,0,0,0,152,50541,unknown,77,17,attack
51695,0,0,0,152,50541,unknown,77,17,attack
51697,0,0,0,157,50541,unknown,78,17,attack
51698,0,0,0,157,50541,unknown,78,17,attack
51700,0,0,0,151,50541,unknown,78,17,attack
51701,0,0,0,151,50541,unknown,78,17,attack
51703,0,0,0,157,50541,unknown,78,17,attack
51704,0,0,0,157,50541,unknown,78,17,attack
51706,0,0,0,151,50541,unknown,78,17,attack
51707,0,0,0,151,50541,unknown,78,17,attack
51709,0,0,0,152,50541,unknown,78,17,attack
51710,0,0,0,152,50541,unknown,78,17,attack
51712,0,0,0,154,50541,unknown,79,17,attack
51713,0,0,0,154,50541,unknown,79,17,attack
51715,0,0,0,159,50541,unknown,79,18,attack
51716,0,0,0,159,50541,unknown,79,18,attack
51718,0,0,0,155,50541,unknown,79,18,attack
51719,0,0,0,155,50541,unknown,79,18,attack
51721,0,0,0,154,50541,unknown,79,18,attack
51722,0,0,0,154,50541,unknown,79,18,attack
51724,0,0,0,155,50541,unknown,79,18,attack
51725,0,0,0,155,50541,unknown,79,18,attack
51727,0,0,0,153,50541,unknown,80,18,attack
51728,0,0,0,153,50541,unknown,80,18,attack
51730,0,0,0,152,50541,unknown,80,18,attack
51731,0,0,0,152,50541,unknown,80,18,attack
51733,0,0,0,155,50541,unknown,80,18,attack
51734,0,0,0,155,50541,unknown,80,18,attack
51736,0,0,0,155,50541,unknown,80,18,attack
51737,0,0,0,155,50541,unknown,80,18,attack
51739,0,0,0,157,50541,unknown,80,18,attack
51740,0,0,0,157,50541,unknown,80,18,attack
51742,0,0,0,153,50541,unknown,81,18,attack
51743,0,0,0,153,50541,unknown,81,18,attack
51745,0,0,0,152,50541,unknown,81,18,attack
51746,0,0,0,152,50541,unknown,81,18,attack
51748,0,0,0,160,50541,unknown,81,18,attack
51749,0,0,0,160,50541,unknown,81,18,attack
51751,0,0,0,153,50541,unknown,81,18,attack
51752,0,0,0,153,50541,unknown,81,18,attack
51754,0,0,0,154,50541,unknown,81,18,attack
51755,0,0,0,154,50541,unknown,81,18,attack
51757,0,0,0,151,50541,unknown,82,18,attack
51758,0,0,0,151,50541,unknown,82,18,attack
51760,0,0,0,160,50541,unknown,82,18,attack
51761,0,0,0,160,50541,unknown,82,18,attack
51763,0,0,0,155,50541,unknown,82,18,attack
51764,0,0,0,155,50541,unknown,82,18,attack
51766,0,0,0,151,50541,unknown,82,18,attack
51767,0,0,0,151,50541,unknown,82,18,attack
51769,0,0,0,159,50541,unknown,82,18,attack
51770,0,0,0,159,50541,unknown,82,18,attack
51772,0,0,0,153,50541,unknown,83,18,attack
51773,0,0,0,153,50541,unknown,83,18,attack
51775,0,0,0,160,50541,unknown,83,18,attack
51776,0,0,0,160,50541,unknown,83,18,attack
51778,0,0,0,158,50541,unknown,83,18,attack
51779,0,0,0,158,50541,unknown,83,18,attack
51781,0,0,0,160,50541,unknown,83,18,attack
51782,0,0,0,160,50541,unknown,83,18,attack
51784,0,0,0,159,50541,unknown,83,18,attack
51785,0,0,0,159,50541,unknown,83,18,attack
51787,0,0,0,160,50541,unknown,84,19,attack
51788,0,0,0,160,50541,unknown,84,19,attack
51790,0,0,0,159,50541,unknown,84,19,attack
51791,0,0,0,159,50541,unknown,84,19,attack
51793,0,0,0,155,50541,unknown,84,19,attack
51794,0,0,0,155,50541,unknown,84,19,attack
51796,0,0,0,155,50541,unknown,84,19,attack
51797,0,0,0,155,50541,unknown,84,19,attack
51799,0,0,0,151,50541,unknown,84,19,attack
51800,0,0,0,151,50541,unknown,84,19,attack
51802,0,0,0,158,50541,unknown,85,19,attack
51803,0,0,0,158,50541,unknown,85,19,attack
51805,0,0,0,157,50541,unknown,85,19,attack
51806,0,0,0,157,50541,unknown,85,19,attack
51808,0,0,0,158,50541,unknown,85,19,attack
51809,0,0,0,158,50541,unknown,85,19,attack
51811,0,0,0,157,50541,unknown,85,19,attack
51812,0,0,0,157,50541,unknown,85,19,attack
51814,0,0,0,158,50541,unknown,85,19,attack
51815,0,0,0,158,50541,unknown,85,19,attack
51817,0,0,0,151,50541,unknown,86,19,attack
51818,0,0,0,151,50541,unknown,86,19,attack
51820,0,0,0,152,50541,unknown,86,19,attack
51821,0,0,0,152,50541,unknown,86,19,attack
51823,0,0,0,156,50541,unknown,86,19,attack
51824,0,0,0,156,50541,unknown,86,19,attack
51826,0,0,0,160,50541,unknown,86,19,attack
51827,0,0,0,160,50541,unknown,86,19,attack
51829,0,0,0,151,50541,unknown,86,19,attack
51830,0,0,0,151,50541,unknown,86,19,attack
51832,0,0,0,153,50541,unknown,87,19,attack
51833,0,0,0,153,50541,unknown,87,19,attack
51835,0,0,0,152,50541,unknown,87,19,attack
51836,0,0,0,152,50541,unknown,87,19,attack
51838,0,0,0,151,50541,unknown,87,19,attack
51839,0,0,0,151,50541,unknown,87,19,attack
51841,0,0,0,159,50541,unknown,87,19,attack
51842,0,0,0,159,50541,unknown,87,19,attack
51844,0,0,0,153,50541,unknown,87,19,attack
51845,0,0,0,153,50541,unknown,87,19,attack
51847,0,0,0,152,50541,unknown,88,19,attack
51848,0,0,0,152,50541,unknown,88,19,attack
51850,0,0,0,158,50541,unknown,88,19,attack
51851,0,0,0,158,50541,unknown,88,19,attack
51853,0,0,0,154,50541,unknown,88,19,attack
51854,0,0,0,154,50541,unknown,88,19,attack
51856,0,0,0,153,50541,unknown,88,19,attack
51857,0,0,0,153,50541,unknown,88,19,attack
51859,0,0,0,159,50541,unknown,88,20,attack
51860,0,0,0,159,50541,unknown,88,20,attack
51862,0,0,0,151,50541,unknown,89,20,attack
51863,0,0,0,151,50541,unknown,89,20,attack
51865,0,0,0,154,50541,unknown,89,20,attack
51866,0,0,0,154,50541,unknown,89,20,attack
51868,0,0,0,159,50541,unknown,89,20,attack
51869,0,0,0,159,50541,unknown,89,20,attack
51871,0,0,0,158,50541,unknown,89,20,attack
51872,0,0,0,158,50541,unknown,89,20,attack
51874,0,0,0,154,50541,unknown,89,20,attack
51875,0,0,0,154,50541,unknown,89,20,attack
51877,0,0,0,153,50541,unknown,90,20,attack
51878,0,0,0,153,50541,unknown,90,20,attack
51880,0,0,0,153,50541,unknown,90,20,attack
51881,0,0,0,153,50541,unknown,90,20,attack
51883,0,0,0,153,50541,unknown,90,20,attack
51884,0,0,0,153,50541,unknown,90,20,attack
51886,0,0,0,158,50541,unknown,90,20,attack
51887,0,0,0,158,50541,unknown,90,20,attack
51889,0,0,0,154,50541,unknown,90,20,attack
51890,0,0,0,154,50541,unknown,90,20,attack
51892,0,0,0,157,50541,unknown,91,20,attack
51893,0,0,0,157,50541,unknown,91,20,attack
51895,0,0,0,153,50541,unknown,91,20,attack
51896,0,0,0,153,50541,unknown,91,20,attack
51898,0,0,0,152,50541,unknown,91,20,attack
51899,0,0,0,152,50541,unknown,91,20,attack
51901,0,0,0,154,50541,unknown,91,20,attack
51902,0,0,0,154,50541,unknown,91,20,attack
51904,0,0,0,152,50541,unknown,91,20,attack
51905,0,0,0,152,50541,unknown,91,20,attack
51907,0,0,0,159,50541,unknown,92,20,attack
51908,0,0,0,159,50541,unknown,92,20,attack
51910,0,0,0,160,50541,unknown,92,20,attack
51911,0,0,0,160,50541,unknown,92,20,attack
51913,0,0,0,153,50541,unknown,92,20,attack
51914,0,0,0,153,50541,unknown,92,20,attack
51916,0,0,0,157,50541,unknown,92,20,attack
51917,0,0,0,157,50541,unknown,92,20,attack
51919,0,0,0,158,50541,unknown,92,20,attack
51920,0,0,0,158,50541,unknown,92,20,attack
51922,0,0,0,159,50541,unknown,93,20,attack
51923,0,0,0,159,50541,unknown,93,20,attack
51925,0,0,0,160,50541,unknown,93,20,attack
51926,0,0,0,160,50541,unknown,93,20,attack
51928,0,0,0,155,50541,unknown,93,20,attack
51929,0,0,0,155,50541,unknown,93,20,attack
51931,0,0,0,153,50541,unknown,93,21,attack
51932,0,0,0,153,50541,unknown,93,21,attack
51934,0,0,0,158,50541,unknown,93,21,attack
51935,0,0,0,158,50541,unknown,93,21,attack
51937,0,0,0,155,50541,unknown,94,21,attack
51938,0,0,0,155,50541,unknown,94,21,attack
51940,0,0,0,160,50541,unknown,94,21,attack
51941,0,0,0,160,50541,unknown,94,21,attack
51943,0,0,0,155,50541,unknown,94,21,attack
51944,0,0,0,155,50541,unknown,94,21,attack
51946,0,0,0,158,50541,unknown,94,21,attack
51947,0,0,0,158,50541,unknown,94,21,attack
51949,0,0,0,154,50541,unknown,94,21,attack
51950,0,0,0,154,50541,unknown,94,21,attack
51952,0,0,0,159,50541,unknown,95,21,attack
51953,0,0,0,159,50541,unknown,95,21,attack
51955,0,0,0,156,50541,unknown,95,21,attack
51956,0,0,0,156,50541,unknown,95,21,attack
51958,0,0,0,154,50541,unknown,95,21,attack
51959,0,0,0,154,50541,unknown,95,21,attack
51961,0,0,0,154,50541,unknown,95,21,attack
51962,0,0,0,154,50541,unknown,95,21,attack
51964,0,0,0,157,50541,unknown,95,21,attack
51965,0,0,0,157,50541,unknown,95,21,attack
51967,0,0,0,157,50541,unknown,96,21,attack
51968,0,0,0,157,50541,unknown,96,21,attack
51970,0,0,0,160,50541,unknown,96,21,attack
51971,0,0,0,160,50541,unknown,96,21,attack
51973,0,0,0,158,50541,unknown,96,21,attack
51974,0,0,0,158,50541,unknown,96,21,attack
51976,0,0,0,152,50541,unknown,96,21,attack
51977,0,0,0,152,50541,unknown,96,21,attack
51979,0,0,0,152,50541,unknown,96,21,attack
51980,0,0,0,152,50541,unknown,96,21,attack
51982,0,0,0,154,50541,unknown,97,21,attack
51983,0,0,0,154,50541,unknown,97,21,attack
51985,0,0,0,156,50541,unknown,97,21,attack
51986,0,0,0,156,50541,unknown,97,21,attack
51988,0,0,0,156,50541,unknown,97,21,attack
51989,0,0,0,156,50541,unknown,97,21,attack
51991,0,0,0,151,50541,unknown,97,21,attack
51992,0,0,0,151,50541,unknown,97,21,attack
51994,0,0,0,152,50541,unknown,97,21,attack
51995,0,0,0,152,50541,unknown,97,21,attack
51997,0,0,0,153,50541,unknown,98,21,attack
51998,0,0,0,153,50541,unknown,98,21,attack
52000,0,0,0,152,50541,unknown,98,21,attack
52001,0,0,0,152,50541,unknown,98,21,attack
52003,0,0,0,153,50541,unknown,98,22,attack
52004,0,0,0,153,50541,unknown,98,22,attack
52006,0,0,0,157,50541,unknown,98,22,attack
52007,0,0,0,157,50541,unknown,98,22,attack
52009,0,0,0,154,50541,unknown,98,22,attack
52010,0,0,0,154,50541,unknown,98,22,attack
52012,0,0,0,160,50541,unknown,99,22,attack
52013,0,0,0,160,50541,unknown,99,22,attack
52015,0,0,0,159,50541,unknown,99,22,attack
52016,0,0,0,159,50541,unknown,99,22,attack
52018,0,0,0,160,50541,unknown,99,22,attack
52019,0,0,0,160,50541,unknown,99,22,attack
52021,0,0,0,157,50541,unknown,99,22,attack
52022,0,0,0,157,50541,unknown,99,22,attack
52024,0,0,0,160,50541,unknown,99,22,attack
52025,0,0,0,160,50541,unknown,99,22,attack
52027,0,0,0,152,50541,unknown,100,22,attack
52028,0,0,0,152,50541,unknown,100,22,attack
52030,0,0,0,159,50541,unknown,100,22,attack
52031,0,0,0,159,50541,unknown,100,22,attack
52033,0,0,0,156,50541,unknown,100,22,attack
52034,0,0,0,156,50541,unknown,100,22,attack
52036,0,0,0,156,50541,unknown,100,22,attack
52037,0,0,0,156,50541,unknown,100,22,attack
52039,0,0,0,157,50541,unknown,100,22,attack
52040,0,0,0,157,50541,unknown,100,22,attack
