transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,builder_type
51013,0,0,0,159,50541,unknown,32,8,attack
51014,0,0,0,159,50541,unknown,32,8,attack
51016,0,0,0,152,50541,unknown,32,8,attack
51017,0,0,0,152,50541,unknown,32,8,attack
51019,0,0,0,160,50541,unknown,32,8,attack
51020,0,0,0,160,50541,unknown,32,8,attack
51022,0,0,0,156,50541,unknown,33,8,attack
51023,0,0,0,156,50541,unknown,33,8,attack
51025,0,0,0,156,50541,unknown,33,8,attack
51026,0,0,0,156,50541,unknown,33,8,attack
51028,0,0,0,154,50541,unknown,33,8,attack
51029,0,0,0,154,50541,unknown,33,8,attack
51031,0,0,0,159,50541,unknown,33,8,attack
51032,0,0,0,159,50541,unknown,33,8,attack
51034,0,0,0,160,50541,unknown,33,8,attack
51035,0,0,0,160,50541,unknown,33,8,attack
51037,0,0,0,152,50541,unknown,34,8,attack
51038,0,0,0,152,50541,unknown,34,8,attack
51040,0,0,0,158,50541,unknown,34,8,attack
51041,0,0,0,158,50541,unknown,34,8,attack
51043,0,0,0,159,50541,unknown,34,8,attack
51044,0,0,0,159,50541,unknown,34,8,attack
51046,0,0,0,154,50541,unknown,34,8,attack
51047,0,0,0,154,50541,unknown,34,8,attack
51049,0,0,0,158,50541,unknown,34,8,attack
51050,0,0,0,158,50541,unknown,34,8,attack
51052,0,0,0,154,50541,unknown,35,8,attack
51053,0,0,0,154,50541,unknown,35,8,attack
51055,0,0,0,156,50541,unknown,35,8,attack
51056,0,0,0,156,50541,unknown,35,8,attack
51058,0,0,0,151,50541,unknown,35,8,attack
51059,0,0,0,151,50541,unknown,35,8,attack
51061,0,0,0,156,50541,unknown,35,8,attack
51062,0,0,0,156,50541,unknown,35,8,attack
51064,0,0,0,152,50541,unknown,35,8,attack
51065,0,0,0,152,50541,unknown,35,8,attack
51067,0,0,0,151,50541,unknown,36,9,attack
51068,0,0,0,151,50541,unknown,36,9,attack
51070,0,0,0,155,50541,unknown,36,9,attack
51071,0,0,0,155,50541,unknown,36,9,attack
51073,0,0,0,152,50541,unknown,36,9,attack
51074,0,0,0,152,50541,unknown,36,9,attack
51076,0,0,0,158,50541,unknown,36,9,attack
51077,0,0,0,158,50541,unknown,36,9,attack
51079,0,0,0,160,50541,unknown,36,9,attack
51080,0,0,0,160,50541,unknown,36,9,attack
51082,0,0,0,156,50541,unknown,37,9,attack
51083,0,0,0,156,50541,unknown,37,9,attack
51085,0,0,0,151,50541,unknown,37,9,attack
51086,0,0,0,151,50541,unknown,37,9,attack
51088,0,0,0,155,50541,unknown,37,9,attack
51089,0,0,0,155,50541,unknown,37,9,attack
51091,0,0,0,155,50541,unknown,37,9,attack
51092,0,0,0,155,50541,unknown,37,9,attack
51094,0,0,0,154,50541,unknown,37,9,attack
51095,0,0,0,154,50541,unknown,37,9,attack
51097,0,0,0,153,50541,unknown,38,9,attack
51098,0,0,0,153,50541,unknown,38,9,attack
51100,0,0,0,158,50541,unknown,38,9,attack
51101,0,0,0,158,50541,unknown,38,9,attack
51103,0,0,0,155,50541,unknown,38,9,attack
51104,0,0,0,155,50541,unknown,38,9,attack
51106,0,0,0,152,50541,unknown,38,9,attack
51107,0,0,0,152,50541,unknown,38,9,attack
51109,0,0,0,156,50541,unknown,38,9,attack
51110,0,0,0,156,50541,unknown,38,9,attack
51112,0,0,0,154,50541,unknown,39,9,attack
51113,0,0,0,154,50541,unknown,39,9,attack
51115,0,0,0,160,50541,unknown,39,9,attack
51116,0,0,0,160,50541,unknown,39,9,attack
51118,0,0,0,159,50541,unknown,39,9,attack
51119,0,0,0,159,50541,unknown,39,9,attack
51121,0,0,0,151,50541,unknown,39,9,attack
51122,0,0,0,151,50541,unknown,39,9,attack
51124,0,0,0,159,50541,unknown,39,9,attack
51125,0,0,0,159,50541,unknown,39,9,attack
51127,0,0,0,159,50541,unknown,40,9,attack
51128,0,0,0,159,50541,unknown,40,9,attack
51130,0,0,0,157,50541,unknown,40,9,attack
51131,0,0,0,157,50541,unknown,40,9,attack
51133,0,0,0,158,50541,unknown,40,9,attack
51134,0,0,0,158,50541,unknown,40,9,attack
51136,0,0,0,159,50541,unknown,40,9,attack
51137,0,0,0,159,50541,unknown,40,9,attack
51139,0,0,0,158,50541,unknown,40,10,attack
51140,0,0,0,158,50541,unknown,40,10,attack
51142,0,0,0,152,50541,unknown,41,10,attack
51143,0,0,0,152,50541,unknown,41,10,attack
51145,0,0,0,160,50541,unknown,41,10,attack
51146,0,0,0,160,50541,unknown,41,10,attack
51148,0,0,0,151,50541,unknown,41,10,attack
51149,0,0,0,151,50541,unknown,41,10,attack
51151,0,0,0,158,50541,unknown,41,10,attack
51152,0,0,0,158,50541,unknown,41,10,attack
51154,0,0,0,156,50541,unknown,41,10,attack
51155,0,0,0,156,50541,unknown,41,10,attack
51157,0,0,0,156,50541,unknown,42,10,attack
51158,0,0,0,156,50541,unknown,42,10,attack
51160,0,0,0,151,50541,unknown,42,10,attack
51161,0,0,0,151,50541,unknown,42,10,attack
51163,0,0,0,157,50541,unknown,42,10,attack
51164,0,0,0,157,50541,unknown,42,10,attack
51166,0,0,0,157,50541,unknown,42,10,attack
51167,0,0,0,157,50541,unknown,42,10,attack
51169,0,0,0,151,50541,unknown,42,10,attack
51170,0,0,0,151,50541,unknown,42,10,attack
51172,0,0,0,160,50541,unknown,43,10,attack
51173,0,0,0,160,50541,unknown,43,10,attack
51175,0,0,0,159,50541,unknown,43,10,attack
51176,0,0,0,159,50541,unknown,43,10,attack
51178,0,0,0,155,50541,unknown,43,10,attack
51179,0,0,0,155,50541,unknown,43,10,attack
51181,0,0,0,160,50541,unknown,43,10,attack
51182,0,0,0,160,50541,unknown,43,10,attack
51184,0,0,0,154,50541,unknown,43,10,attack
51185,0,0,0,154,50541,unknown,43,10,attack
51187,0,0,0,155,50541,unknown,44,10,attack
51188,0,0,0,155,50541,unknown,44,10,attack
51190,0,0,0,154,50541,unknown,44,10,attack
51191,0,0,0,154,50541,unknown,44,10,attack
51193,0,0,0,154,50541,unknown,44,10,attack
51194,0,0,0,154,50541,unknown,44,10,attack
51196,0,0,0,151,50541,unknown,44,10,attack
51197,0,0,0,151,50541,unknown,44,10,attack
51199,0,0,0,152,50541,unknown,44,10,attack
51200,0,0,0,152,50541,unknown,44,10,attack
51202,0,0,0,153,50541,unknown,45,10,attack
51203,0,0,0,153,50541,unknown,45,10,attack
51205,0,0,0,156,50541,unknown,45,10,attack
51206,0,0,0,156,50541,unknown,45,10,attack
51208,0,0,0,159,50541,unknown,45,10,attack
51209,0,0,0,159,50541,unknown,45,10,attack
51211,0,0,0,154,50541,unknown,45,11,attack
51212,0,0,0,154,50541,unknown,45,11,attack
51214,0,0,0,156,50541,unknown,45,11,attack
51215,0,0,0,156,50541,unknown,45,11,attack
51217,0,0,0,152,50541,unknown,46,11,attack
51218,0,0,0,152,50541,unknown,46,11,attack
51220,0,0,0,155,50541,unknown,46,11,attack
51221,0,0,0,155,50541,unknown,46,11,attack
51223,0,0,0,160,50541,unknown,46,11,attack
51224,0,0,0,160,50541,unknown,46,11,attack
51226,0,0,0,157,50541,unknown,46,11,attack
51227,0,0,0,157,50541,unknown,46,11,attack
51229,0,0,0,151,50541,unknown,46,11,attack
51230,0,0,0,151,50541,unknown,46,11,attack
51232,0,0,0,153,50541,unknown,47,11,attack
51233,0,0,0,153,50541,unknown,47,11,attack
51235,0,0,0,152,50541,unknown,47,11,attack
51236,0,0,0,152,50541,unknown,47,11,attack
51238,0,0,0,152,50541,unknown,47,11,attack
51239,0,0,0,152,50541,unknown,47,11,attack
51241,0,0,0,153,50541,unknown,47,11,attack
51242,0,0,0,153,50541,unknown,47,11,attack
51244,0,0,0,159,50541,unknown,47,11,attack
51245,0,0,0,159,50541,unknown,47,11,attack
51247,0,0,0,160,50541,unknown,48,11,attack
51248,0,0,0,160,50541,unknown,48,11,attack
51250,0,0,0,156,50541,unknown,48,11,attack
51251,0,0,0,156,50541,unknown,48,11,attack
51253,0,0,0,157,50541,unknown,48,11,attack
51254,0,0,0,157,50541,unknown,48,11,attack
51256,0,0,0,158,50541,unknown,48,11,attack
51257,0,0,0,158,50541,unknown,48,11,attack
51259,0,0,0,159,50541,unknown,48,11,attack
51260,0,0,0,159,50541,unknown,48,11,attack
51262,0,0,0,157,50541,unknown,49,11,attack
51263,0,0,0,157,50541,unknown,49,11,attack
51265,0,0,0,151,50541,unknown,49,11,attack
51266,0,0,0,151,50541,unknown,49,11,attack
51268,0,0,0,153,50541,unknown,49,11,attack
51269,0,0,0,153,50541,unknown,49,11,attack
51271,0,0,0,152,50541,unknown,49,11,attack
51272,0,0,0,152,50541,unknown,49,11,attack
51274,0,0,0,151,50541,unknown,49,11,attack
51275,0,0,0,151,50541,unknown,49,11,attack
51277,0,0,0,159,50541,unknown,50,11,attack
51278,0,0,0,159,50541,unknown,50,11,attack
51280,0,0,0,153,50541,unknown,50,11,attack
51281,0,0,0,153,50541,unknown,50,11,attack
51283,0,0,0,154,50541,unknown,50,12,attack
51284,0,0,0,154,50541,unknown,50,12,attack
51286,0,0,0,152,50541,unknown,50,12,attack
51287,0,0,0,152,50541,unknown,50,12,attack
51289,0,0,0,155,50541,unknown,50,12,attack
51290,0,0,0,155,50541,unknown,50,12,attack
51292,0,0,0,156,50541,unknown,51,12,attack
51293,0,0,0,156,50541,unknown,51,12,attack
51295,0,0,0,152,50541,unknown,51,12,attack
51296,0,0,0,152,50541,unknown,51,12,attack
51298,0,0,0,156,50541,unknown,51,12,attack
51299,0,0,0,156,50541,unknown,51,12,attack
51301,0,0,0,152,50541,unknown,51,12,attack
51302,0,0,0,152,50541,unknown,51,12,attack
51304,0,0,0,155,50541,unknown,51,12,attack
51305,0,0,0,155,50541,unknown,51,12,attack
51307,0,0,0,156,50541,unknown,52,12,attack
51308,0,0,0,156,50541,unknown,52,12,attack
51310,0,0,0,159,50541,unknown,52,12,attack
51311,0,0,0,159,50541,unknown,52,12,attack
51313,0,0,0,159,50541,unknown,52,12,attack
51314,0,0,0,159,50541,unknown,52,12,attack
51316,0,0,0,151,50541,unknown,52,12,attack
51317,0,0,0,151,50541,unknown,52,12,attack
51319,0,0,0,154,50541,unknown,52,12,attack
51320,0,0,0,154,50541,unknown,52,12,attack
51322,0,0,0,160,50541,unknown,53,12,attack
51323,0,0,0,160,50541,unknown,53,12,attack
51325,0,0,0,154,50541,unknown,53,12,attack
51326,0,0,0,154,50541,unknown,53,12,attack
51328,0,0,0,151,50541,unknown,53,12,attack
51329,0,0,0,151,50541,unknown,53,12,attack
51331,0,0,0,155,50541,unknown,53,12,attack
51332,0,0,0,155,50541,unknown,53,12,attack
51334,0,0,0,159,50541,unknown,53,12,attack
51335,0,0,0,159,50541,unknown,53,12,attack
51337,0,0,0,157,50541,unknown,54,12,attack
51338,0,0,0,157,50541,unknown,54,12,attack
51340,0,0,0,159,50541,unknown,54,12,attack
51341,0,0,0,159,50541,unknown,54,12,attack
51343,0,0,0,154,50541,unknown,54,12,attack
51344,0,0,0,154,50541,unknown,54,12,attack
51346,0,0,0,156,50541,unknown,54,12,attack
51347,0,0,0,156,50541,unknown,54,12,attack
51349,0,0,0,153,50541,unknown,54,12,attack
51350,0,0,0,153,50541,unknown,54,12,attack
51352,0,0,0,160,50541,unknown,55,12,attack
51353,0,0,0,160,50541,unknown,55,12,attack
51355,0,0,0,154,50541,unknown,55,13,attack
51356,0,0,0,154,50541,unknown,55,13,attack
51358,0,0,0,156,50541,unknown,55,13,attack
51359,0,0,0,156,50541,unknown,55,13,attack
51361,0,0,0,154,50541,unknown,55,13,attack
