block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1108113000,46216330,normal,24
2,909700000,71957920,normal,29
3,1259500000,24706040,normal,27
4,1229840000,44470300,normal,40
5,1384270000,34874400,normal,10
6,840680000,58573940,normal,50
7,913573000,59319880,normal,20
8,1404577000,42092200,normal,45
9,1187155000,92284500,normal,37
10,1215547000,49392300,normal,6
11,1228100000,13043020,normal,19
12,1236240000,71107200,normal,27
13,1188600000,76595680,normal,34
14,865399000,24091330,normal,14
15,1163591000,96467500,normal,42
16,1163713000,73050380,normal,30
17,1078370000,57243930,attack,2
18,1429600000,30970800,normal,12
19,1035440000,42867700,normal,8
20,1041600000,34833100,normal,49
21,972195000,50180920,normal,25
22,1062150000,43770600,normal,42
23,938553000,40048400,normal,7
24,1328450000,38000290,normal,13
25,1267600000,5510700,normal,43
26,1043960000,33924700,normal,13
27,1190690000,37243020,normal,10
28,1206800000,37557500,normal,45
29,1028770000,32800000,attack,2
30,1191520000,91149500,normal,50
31,1324473000,33077480,normal,22
32,1038180000,51158440,normal,44
33,1045209000,56266900,normal,6
34,1142220000,57980670,normal,21
35,1056690000,55120330,normal,31
36,957054000,98420780,normal,35
37,1299060000,81069000,normal,21
38,1273297000,54688290,normal,30
39,1091233000,64676330,normal,27
40,1016350000,52847200,normal,35
41,1210740000,40712400,normal,12
42,1292740000,82593470,normal,17
43,944680000,27275930,normal,41
44,955000000,27212600,normal,48
45,1200133000,60764300,normal,29
46,974200000,51570400,attack,5
47,917190000,71684500,attack,1
48,1099496000,147069000,normal,6
49,1338314000,97819490,normal,35
50,1075845000,112040460,normal,45
