transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,builder_type,transaction_type
1025,43000000,283000,0,13,,normal,1,1,normal,normal
238,43000000,66100,0,18,,normal,1,1,normal,normal
801,43000000,13900,0,9,,normal,1,1,normal,normal
50,43000000,0,0,6,,normal,1,1,normal,normal
171,43000000,0,0,17,,normal,1,1,normal,normal
267,43000000,0,0,3,,normal,1,1,normal,normal
406,43000000,0,0,10,,normal,1,1,normal,normal
463,43000000,0,0,1,,normal,1,1,normal,normal
644,43000000,0,0,6,,normal,1,1,normal,normal
729,43000000,0,0,3,,normal,1,1,normal,normal
730,43000000,0,0,4,,normal,1,1,normal,normal
781,43000000,0,0,11,,normal,1,1,normal,normal
1019,43000000,0,0,7,,normal,1,1,normal,normal
511,30000000,215000,0,5,,normal,1,1,normal,normal
939,30000000,68100,0,15,,normal,1,1,normal,normal
188,30000000,14200,0,12,,normal,1,1,normal,normal
33,30000000,0,0,11,,normal,1,1,normal,normal
158,30000000,0,0,4,,normal,1,1,normal,normal
363,30000000,0,0,11,,normal,1,1,normal,normal
474,30000000,0,0,12,,normal,1,1,normal,normal
492,30000000,0,0,8,,normal,1,1,normal,normal
589,30000000,0,0,17,,normal,1,1,normal,normal
689,30000000,0,0,7,,normal,1,1,normal,normal
696,30000000,0,0,14,,normal,1,1,normal,normal
796,30000000,0,0,4,,normal,1,1,normal,normal
929,30000000,0,0,5,,normal,1,1,normal,normal
981,27000000,100000,0,13,,normal,1,1,normal,normal
969,27000000,16400,0,1,,normal,1,1,normal,normal
39,27000000,15700,0,17,,normal,1,1,normal,normal
524,27000000,5630,0,18,,normal,1,1,normal,normal
112,27000000,0,0,2,,normal,1,1,normal,normal
181,27000000,0,0,5,,normal,1,1,normal,normal
369,27000000,0,0,17,,normal,1,1,normal,normal
737,27000000,0,0,11,,normal,1,1,normal,normal
779,27000000,0,0,9,,normal,1,1,normal,normal
1074,27000000,0,0,18,,normal,1,1,normal,normal
584,1800000,17700000,0,12,,normal,1,1,normal,normal
98,19000000,35600,0,10,,normal,1,1,normal,normal
146,19000000,0,0,14,,normal,1,1,normal,normal
359,19000000,0,0,7,,normal,1,1,normal,normal
466,19000000,0,0,4,,normal,1,1,normal,normal
582,19000000,0,0,10,,normal,1,1,normal,normal
692,19000000,0,0,10,,normal,1,1,normal,normal
803,19000000,0,0,11,,normal,1,1,normal,normal
895,19000000,0,0,15,,normal,1,1,normal,normal
995,19000000,0,0,5,,normal,1,1,normal,normal
1082,19000000,0,0,4,,normal,1,1,normal,normal
448,670000,17700000,0,8,,normal,1,1,normal,normal
182,120000,17700000,0,6,,normal,1,1,normal,normal
192,98000,17700000,0,16,,normal,1,1,normal,normal
1376,30000000,17700000,0,12,,normal,2,2,normal,normal
1708,43000000,256000,0,14,,normal,2,2,normal,normal
1543,43000000,84800,0,3,,normal,2,2,normal,normal
2143,43000000,49100,0,9,,normal,2,2,normal,normal
1876,43000000,7840,0,6,,normal,2,2,normal,normal
1146,43000000,0,0,2,,normal,2,2,normal,normal
1218,43000000,0,0,8,,normal,2,2,normal,normal
1579,43000000,0,0,17,,normal,2,2,normal,normal
1722,43000000,0,0,6,,normal,2,2,normal,normal
1816,43000000,0,0,12,,normal,2,2,normal,normal
2008,43000000,0,0,6,,normal,2,2,normal,normal
2037,30000000,769000,0,13,,normal,2,2,normal,normal
1373,30000000,545000,0,9,,normal,2,2,normal,normal
1652,30000000,5640,0,2,,normal,2,2,normal,normal
1570,30000000,0,0,8,,normal,2,2,normal,normal
1590,30000000,0,0,6,,normal,2,2,normal,normal
1786,30000000,0,0,4,,normal,2,2,normal,normal
1839,27000000,769000,0,13,,normal,2,2,normal,normal
1151,27000000,0,0,7,,normal,2,2,normal,normal
1356,27000000,0,0,14,,normal,2,2,normal,normal
1409,27000000,0,0,1,,normal,2,2,normal,normal
1689,27000000,0,0,17,,normal,2,2,normal,normal
1817,27000000,0,0,13,,normal,2,2,normal,normal
1998,27000000,0,0,18,,normal,2,2,normal,normal
2054,27000000,0,0,8,,normal,2,2,normal,normal
2099,27000000,0,0,9,,normal,2,2,normal,normal
2161,27000000,0,0,5,,normal,2,2,normal,normal
1257,5000000,17700000,0,3,,normal,2,2,normal,normal
1610,19000000,17000,0,4,,normal,2,2,normal,normal
1202,19000000,0,0,14,,normal,2,2,normal,normal
1217,19000000,0,0,7,,normal,2,2,normal,normal
1388,19000000,0,0,2,,normal,2,2,normal,normal
1548,19000000,0,0,8,,normal,2,2,normal,normal
1768,19000000,0,0,8,,normal,2,2,normal,normal
1819,19000000,0,0,15,,normal,2,2,normal,normal
1895,19000000,0,0,3,,normal,2,2,normal,normal
1942,19000000,0,0,6,,normal,2,2,normal,normal
1989,19000000,0,0,9,,normal,2,2,normal,normal
1531,650000,17700000,0,13,,normal,2,2,normal,normal
1535,150000,17700000,0,17,,normal,2,2,normal,normal
452,1000000,7190000,0,12,,normal,2,1,normal,normal
2097,84000,7190000,0,7,,normal,2,2,normal,normal
2095,79000,7190000,0,5,,normal,2,2,normal,normal
469,6300000,594000,0,7,,normal,2,1,normal,normal
1925,6300000,139000,0,11,,normal,2,2,normal,normal
1932,6300000,121000,0,18,,normal,2,2,normal,normal
1043,6300000,67900,0,9,,normal,2,1,normal,normal
1036,6300000,30200,0,2,,normal,2,1,normal,normal
1439,6300000,14200,0,9,,normal,2,2,normal,normal
323,6300000,0,0,15,,normal,2,1,normal,normal
2544,43000000,594000,0,14,,normal,3,3,normal,normal
2547,43000000,155000,0,17,,normal,3,3,normal,normal
2218,43000000,0,0,18,,normal,3,3,normal,normal
2733,43000000,0,0,5,,normal,3,3,normal,normal
2844,43000000,0,0,6,,normal,3,3,normal,normal
3119,43000000,0,0,17,,normal,3,3,normal,normal
3170,43000000,0,0,2,,normal,3,3,normal,normal
3175,43000000,0,0,7,,normal,3,3,normal,normal
3228,43000000,0,0,16,,normal,3,3,normal,normal
3133,30000000,594000,0,9,,normal,3,3,normal,normal
3140,30000000,215000,0,16,,normal,3,3,normal,normal
2236,30000000,0,0,14,,normal,3,3,normal,normal
2386,30000000,0,0,10,,normal,3,3,normal,normal
2491,30000000,0,0,5,,normal,3,3,normal,normal
2819,30000000,0,0,3,,normal,3,3,normal,normal
2887,30000000,0,0,5,,normal,3,3,normal,normal
2889,30000000,0,0,7,,normal,3,3,normal,normal
2893,30000000,0,0,11,,normal,3,3,normal,normal
2921,30000000,0,0,17,,normal,3,3,normal,normal
2993,30000000,0,0,1,,normal,3,3,normal,normal
3070,30000000,0,0,12,,normal,3,3,normal,normal
3073,30000000,0,0,15,,normal,3,3,normal,normal
3285,30000000,0,0,7,,normal,3,3,normal,normal
3290,30000000,0,0,12,,normal,3,3,normal,normal
2209,27000000,0,0,9,,normal,3,3,normal,normal
2367,27000000,0,0,13,,normal,3,3,normal,normal
2399,27000000,0,0,1,,normal,3,3,normal,normal
2445,27000000,0,0,3,,normal,3,3,normal,normal
2455,27000000,0,0,13,,normal,3,3,normal,normal
2584,27000000,0,0,10,,normal,3,3,normal,normal
2673,27000000,0,0,11,,normal,3,3,normal,normal
2372,19000000,46500,0,18,,normal,3,3,normal,normal
3161,19000000,14200,0,15,,normal,3,3,normal,normal
2233,19000000,0,0,11,,normal,3,3,normal,normal
2298,19000000,0,0,10,,normal,3,3,normal,normal
2388,19000000,0,0,12,,normal,3,3,normal,normal
2415,19000000,0,0,17,,normal,3,3,normal,normal
2474,19000000,0,0,10,,normal,3,3,normal,normal
3082,19000000,0,0,2,,normal,3,3,normal,normal
3074,460000,17700000,0,16,,normal,3,3,normal,normal
3105,80000,17700000,0,3,,normal,3,3,normal,normal
2910,970000,7190000,0,6,,normal,3,3,normal,normal
336,6300000,0,0,6,,normal,3,1,normal,normal
386,6300000,0,0,12,,normal,3,1,normal,normal
444,6300000,0,0,4,,normal,3,1,normal,normal
499,6300000,0,0,15,,normal,3,1,normal,normal
530,6300000,0,0,2,,normal,3,1,normal,normal
551,6300000,0,0,1,,normal,3,1,normal,normal
601,6300000,0,0,7,,normal,3,1,normal,normal
734,6300000,0,0,8,,normal,3,1,normal,normal
3312,43000000,43600,0,12,,normal,4,4,normal,normal
3393,43000000,0,0,5,,normal,4,4,normal,normal
3574,43000000,0,0,10,,normal,4,4,normal,normal
3580,43000000,0,0,16,,normal,4,4,normal,normal
3698,43000000,0,0,2,,normal,4,4,normal,normal
3948,43000000,0,0,10,,normal,4,4,normal,normal
4031,43000000,0,0,5,,normal,4,4,normal,normal
4186,43000000,0,0,6,,normal,4,4,normal,normal
3349,30000000,510000,0,5,,normal,4,4,normal,normal
3392,30000000,121000,0,4,,normal,4,4,normal,normal
4346,30000000,67900,0,12,,normal,4,4,normal,normal
3966,30000000,35100,0,6,,normal,4,4,normal,normal
4305,30000000,13900,0,15,,normal,4,4,normal,normal
3338,30000000,0,0,16,,normal,4,4,normal,normal
3487,30000000,0,0,11,,normal,4,4,normal,normal
3658,30000000,0,0,6,,normal,4,4,normal,normal
3856,30000000,0,0,6,,normal,4,4,normal,normal
4008,30000000,0,0,4,,normal,4,4,normal,normal
4129,30000000,0,0,15,,normal,4,4,normal,normal
4152,30000000,0,0,16,,normal,4,4,normal,normal
4197,30000000,0,0,17,,normal,4,4,normal,normal
3712,27000000,256000,0,16,,normal,4,4,normal,normal
3978,27000000,35100,0,18,,normal,4,4,normal,normal
3337,27000000,0,0,15,,normal,4,4,normal,normal
3421,27000000,0,0,11,,normal,4,4,normal,normal
3917,27000000,0,0,1,,normal,4,4,normal,normal
4074,27000000,0,0,4,,normal,4,4,normal,normal
4343,27000000,0,0,9,,normal,4,4,normal,normal
4380,27000000,0,0,2,,normal,4,4,normal,normal
3682,6300000,17700000,0,8,,normal,4,4,normal,normal
3374,19000000,545000,0,8,,normal,4,4,normal,normal
3810,1700000,17700000,0,4,,normal,4,4,normal,normal
4322,1500000,17700000,0,10,,normal,4,4,normal,normal
3614,19000000,33100,0,6,,normal,4,4,normal,normal
3632,19000000,13900,0,2,,normal,4,4,normal,normal
3324,19000000,0,0,2,,normal,4,4,normal,normal
3332,19000000,0,0,10,,normal,4,4,normal,normal
3590,19000000,0,0,4,,normal,4,4,normal,normal
3604,19000000,0,0,18,,normal,4,4,normal,normal
4125,19000000,0,0,11,,normal,4,4,normal,normal
4154,19000000,0,0,18,,normal,4,4,normal,normal
3414,1100000,17700000,0,4,,normal,4,4,normal,normal
3722,3500000,7190000,0,4,,normal,4,4,normal,normal
3962,5000000,4320000,0,2,,normal,4,4,normal,normal
4226,170000,7190000,0,2,,normal,4,4,normal,normal
3919,6100000,369000,0,3,,normal,4,4,normal,normal
3743,6300000,100000,0,3,,normal,4,4,normal,normal
4390,6300000,71800,0,12,,normal,4,4,normal,normal
3767,6300000,34700,0,5,,normal,4,4,normal,normal
1079,6300000,0,0,1,,normal,4,1,normal,normal
4426,43000000,215000,0,4,,normal,5,5,normal,normal
4428,43000000,7840,0,6,,normal,5,5,normal,normal
4406,43000000,0,0,6,,normal,5,5,normal,normal
4628,43000000,0,0,8,,normal,5,5,normal,normal
4737,43000000,0,0,7,,normal,5,5,normal,normal
4789,43000000,0,0,15,,normal,5,5,normal,normal
4870,43000000,0,0,8,,normal,5,5,normal,normal
5064,43000000,0,0,4,,normal,5,5,normal,normal
5084,43000000,0,0,2,,normal,5,5,normal,normal
5127,43000000,0,0,1,,normal,5,5,normal,normal
5284,43000000,0,0,4,,normal,5,5,normal,normal
5335,43000000,0,0,11,,normal,5,5,normal,normal
5408,43000000,0,0,18,,normal,5,5,normal,normal
5199,30000000,100000,0,7,,normal,5,5,normal,normal
5337,30000000,17000,0,13,,normal,5,5,normal,normal
4614,30000000,12300,0,16,,normal,5,5,normal,normal
4431,30000000,0,0,9,,normal,5,5,normal,normal
4493,30000000,0,0,5,,normal,5,5,normal,normal
4495,30000000,0,0,7,,normal,5,5,normal,normal
4637,30000000,0,0,17,,normal,5,5,normal,normal
4652,30000000,0,0,10,,normal,5,5,normal,normal
4677,30000000,0,0,13,,normal,5,5,normal,normal
4718,30000000,0,0,10,,normal,5,5,normal,normal
4941,30000000,0,0,13,,normal,5,5,normal,normal
5087,30000000,0,0,5,,normal,5,5,normal,normal
5133,30000000,0,0,7,,normal,5,5,normal,normal
5201,30000000,0,0,9,,normal,5,5,normal,normal
5226,30000000,0,0,12,,normal,5,5,normal,normal
5448,30000000,0,0,14,,normal,5,5,normal,normal
4717,27000000,67900,0,9,,normal,5,5,normal,normal
5251,27000000,33300,0,15,,normal,5,5,normal,normal
4726,27000000,8520,0,18,,normal,5,5,normal,normal
4579,27000000,0,0,3,,normal,5,5,normal,normal
4716,27000000,0,0,8,,normal,5,5,normal,normal
4808,27000000,0,0,12,,normal,5,5,normal,normal
4955,27000000,0,0,5,,normal,5,5,normal,normal
5090,27000000,0,0,8,,normal,5,5,normal,normal
5369,27000000,0,0,1,,normal,5,5,normal,normal
5394,27000000,0,0,4,,normal,5,5,normal,normal
5436,27000000,0,0,2,,normal,5,5,normal,normal
5488,27000000,0,0,10,,normal,5,5,normal,normal
5042,19000000,322000,0,4,,normal,5,5,normal,normal
5220,19000000,30200,0,6,,normal,5,5,normal,normal
4758,19000000,16400,0,6,,normal,5,5,normal,normal
4585,19000000,0,0,9,,normal,5,5,normal,normal
4961,19000000,0,0,11,,normal,5,5,normal,normal
5242,19000000,0,0,6,,normal,5,5,normal,normal
5313,19000000,0,0,11,,normal,5,5,normal,normal
5399,19000000,0,0,9,,normal,5,5,normal,normal
4914,1500000,7190000,0,8,,normal,5,5,normal,normal
5721,43000000,19700,0,1,,normal,6,6,normal,normal
5969,43000000,7840,0,7,,normal,6,6,normal,normal
5659,43000000,0,0,5,,normal,6,6,normal,normal
5671,43000000,0,0,17,,normal,6,6,normal,normal
5797,43000000,0,0,11,,normal,6,6,normal,normal
6011,43000000,0,0,5,,normal,6,6,normal,normal
6439,43000000,0,0,15,,normal,6,6,normal,normal
6504,43000000,0,0,14,,normal,6,6,normal,normal
6562,43000000,0,0,6,,normal,6,6,normal,normal
5683,30000000,5640,0,7,,normal,6,6,normal,normal
5591,30000000,0,0,3,,normal,6,6,normal,normal
5950,30000000,0,0,10,,normal,6,6,normal,normal
6086,30000000,0,0,14,,normal,6,6,normal,normal
6100,30000000,0,0,6,,normal,6,6,normal,normal
6102,30000000,0,0,8,,normal,6,6,normal,normal
6105,30000000,0,0,11,,normal,6,6,normal,normal
6131,30000000,0,0,15,,normal,6,6,normal,normal
6193,30000000,0,0,11,,normal,6,6,normal,normal
6350,30000000,0,0,14,,normal,6,6,normal,normal
6438,30000000,0,0,14,,normal,6,6,normal,normal
5664,27000000,0,0,10,,normal,6,6,normal,normal
5725,27000000,0,0,5,,normal,6,6,normal,normal
6272,2600000,17700000,0,2,,normal,6,6,normal,normal
5650,2000000,17700000,0,18,,normal,6,6,normal,normal
6103,19000000,5630,0,9,,normal,6,6,normal,normal
5692,19000000,0,0,16,,normal,6,6,normal,normal
5743,19000000,0,0,1,,normal,6,6,normal,normal
5869,19000000,0,0,17,,normal,6,6,normal,normal
5903,19000000,0,0,7,,normal,6,6,normal,normal
6132,19000000,0,0,16,,normal,6,6,normal,normal
6173,19000000,0,0,13,,normal,6,6,normal,normal
6431,19000000,0,0,7,,normal,6,6,normal,normal
6184,160000,7190000,0,2,,normal,6,6,normal,normal
5328,98000,7190000,0,4,,normal,6,5,normal,normal
6227,6300000,283000,0,1,,normal,6,6,normal,normal
6515,6300000,56200,0,3,,normal,6,6,normal,normal
6194,2000000,4320000,0,12,,normal,6,6,normal,normal
4414,6300000,6390,0,14,,normal,6,5,normal,normal
1153,6300000,0,0,9,,normal,6,2,normal,normal
1482,6300000,0,0,8,,normal,6,2,normal,normal
1777,6300000,0,0,17,,normal,6,2,normal,normal
1863,6300000,0,0,15,,normal,6,2,normal,normal
2042,6300000,0,0,18,,normal,6,2,normal,normal
2202,6300000,0,0,2,,normal,6,3,normal,normal
2389,6300000,0,0,13,,normal,6,3,normal,normal
3150,6300000,0,0,4,,normal,6,3,normal,normal
3470,6300000,0,0,16,,normal,6,4,normal,normal
3601,6300000,0,0,15,,normal,6,4,normal,normal
3809,6300000,0,0,3,,normal,6,4,normal,normal
3908,6300000,0,0,14,,normal,6,4,normal,normal
6667,43000000,75000,0,1,,normal,7,7,normal,normal
7679,43000000,67500,0,1,,normal,7,7,normal,normal
7199,43000000,23500,0,5,,normal,7,7,normal,normal
6691,43000000,0,0,3,,normal,7,7,normal,normal
6803,43000000,0,0,5,,normal,7,7,normal,normal
7131,43000000,0,0,3,,normal,7,7,normal,normal
7241,43000000,0,0,3,,normal,7,7,normal,normal
7253,43000000,0,0,15,,normal,7,7,normal,normal
7517,43000000,0,0,15,,normal,7,7,normal,normal
7250,30000000,769000,0,12,,normal,7,7,normal,normal
7091,30000000,12300,0,7,,normal,7,7,normal,normal
6603,30000000,0,0,3,,normal,7,7,normal,normal
6692,30000000,0,0,4,,normal,7,7,normal,normal
6828,30000000,0,0,8,,normal,7,7,normal,normal
7005,30000000,0,0,9,,normal,7,7,normal,normal
7138,30000000,0,0,10,,normal,7,7,normal,normal
7405,30000000,0,0,13,,normal,7,7,normal,normal
7419,30000000,0,0,5,,normal,7,7,normal,normal
7437,30000000,0,0,1,,normal,7,7,normal,normal
7552,30000000,0,0,6,,normal,7,7,normal,normal
6825,27000000,128000,0,5,,normal,7,7,normal,normal
6833,27000000,36800,0,13,,normal,7,7,normal,normal
7107,27000000,0,0,1,,normal,7,7,normal,normal
7197,27000000,0,0,3,,normal,7,7,normal,normal
7247,27000000,0,0,9,,normal,7,7,normal,normal
7268,27000000,0,0,8,,normal,7,7,normal,normal
7406,27000000,0,0,14,,normal,7,7,normal,normal
6944,19000000,256000,0,14,,normal,7,7,normal,normal
7641,19000000,12800,0,7,,normal,7,7,normal,normal
6723,19000000,0,0,13,,normal,7,7,normal,normal
6967,19000000,0,0,15,,normal,7,7,normal,normal
7095,19000000,0,0,11,,normal,7,7,normal,normal
7099,19000000,0,0,15,,normal,7,7,normal,normal
7559,19000000,0,0,13,,normal,7,7,normal,normal
7598,240000,7190000,0,8,,normal,7,7,normal,normal
7154,120000,7190000,0,4,,normal,7,7,normal,normal
7354,77000,7190000,0,6,,normal,7,7,normal,normal
7094,6300000,283000,0,10,,normal,7,7,normal,normal
3977,6300000,0,0,17,,normal,7,4,normal,normal
4051,6300000,0,0,3,,normal,7,4,normal,normal
4364,6300000,0,0,8,,normal,7,4,normal,normal
4580,6300000,0,0,4,,normal,7,5,normal,normal
4581,6300000,0,0,5,,normal,7,5,normal,normal
4757,6300000,0,0,5,,normal,7,5,normal,normal
5246,6300000,0,0,10,,normal,7,5,normal,normal
5336,6300000,0,0,12,,normal,7,5,normal,normal
5361,6300000,0,0,15,,normal,7,5,normal,normal
5383,6300000,0,0,15,,normal,7,5,normal,normal
5599,6300000,0,0,11,,normal,7,6,normal,normal
5788,6300000,0,0,2,,normal,7,6,normal,normal
7791,43000000,43600,0,3,,normal,8,8,normal,normal
7724,43000000,0,0,2,,normal,8,8,normal,normal
7747,43000000,0,0,3,,normal,8,8,normal,normal
7840,43000000,0,0,8,,normal,8,8,normal,normal
7979,43000000,0,0,15,,normal,8,8,normal,normal
8044,43000000,0,0,14,,normal,8,8,normal,normal
8141,43000000,0,0,1,,normal,8,8,normal,normal
8383,43000000,0,0,1,,normal,8,8,normal,normal
8542,43000000,0,0,6,,normal,8,8,normal,normal
8742,43000000,0,0,8,,normal,8,8,normal,normal
8758,43000000,0,0,2,,normal,8,8,normal,normal
8785,43000000,0,0,7,,normal,8,8,normal,normal
8199,30000000,215000,0,15,,normal,8,8,normal,normal
