block_id,total_gas,total_mev_captured,validator_type,validator_id
1,20977000,1948200,attack,3990
2,41181000,749400,attack,3957
3,61542000,128000,attack,3952
4,152373000,34000,attack,3997
5,44091000,63400,attack,3984
6,144927000,215200,attack,4000
7,63715000,292000,attack,3996
8,90860000,292000,attack,3985
9,76656000,248000,attack,3995
10,24344000,135000,attack,3967
11,81079000,2240000,attack,3973
12,146100000,918200,attack,3998
13,15545000,1020000,attack,3994
14,58687000,11260,attack,3992
15,117723000,2496000,attack,3962
16,116526001,1239000,attack,3965
17,57778000,0,attack,3990
18,59281000,85300,attack,3953
19,66850000,181890,attack,3968
20,53274000,163200,attack,3984
21,46412000,89280,attack,3964
22,22750000,2277900,attack,3992
23,62488000,61880,attack,3961
24,51373000,1188000,attack,3965
25,97755000,156720,attack,3993
26,95972000,1543600,attack,3971
27,90666000,791900,attack,3957
28,57890000,179300,attack,3959
29,64754000,0,attack,3972
30,14758000,41800,attack,3957
31,81767000,835200,attack,3992
32,55798000,254800,attack,3990
33,160692000,7515600,attack,3969
34,55457000,14625600,attack,3953
35,58348000,15680,attack,3956
36,67868000,1129740,attack,3971
37,50413000,234200,attack,3967
38,29506000,149400,attack,3979
39,53698000,310000,attack,3990
40,85455000,63480,attack,3975
41,49353000,242000,attack,3998
42,59013000,317600,attack,3968
43,114880001,346700,attack,3963
44,83300000,1089000,attack,3972
45,119101000,891200,attack,3951
46,31390000,14380000,attack,3985
47,69460000,135800,attack,3963
48,25356000,498000,attack,3979
49,24440000,35587500,attack,3980
50,40823000,0,attack,3975
