block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_16,proposer_8,299852503.4168827,327580613,39880
1,builder_12,proposer_15,403843566.463497,441071779,27039
2,builder_9,proposer_11,396852121.43098444,432778924,10767
3,builder_11,proposer_7,441599268.64125955,481232971,6374
4,builder_14,proposer_7,333766810.84128374,364627140,2510
5,builder_11,proposer_6,529734716.3759798,579521752,55399
6,builder_15,proposer_0,392880081.6115602,431084584,143774
7,builder_18,proposer_2,530833609.8891244,579844243,147468
8,builder_6,proposer_15,396388927.23147595,433322393,25100
9,builder_5,proposer_0,534548439.92769665,584453914,34519
10,builder_14,proposer_14,314195081.029075,343032908,15603
11,builder_18,proposer_3,564849279.3034686,616631239,38938
12,builder_8,proposer_0,251176757.52476794,293971708,3091
13,builder_12,proposer_5,522437824.21945727,569456186,949044
14,builder_11,proposer_19,451352079.8900614,492160395,19357
15,builder_9,proposer_9,399662554.5801266,436053655,10617
16,builder_5,proposer_13,459496391.74352634,505170520,12968
17,builder_1,proposer_8,174205123.49267697,216988685,137903
18,builder_0,proposer_3,432837207.30049086,473561605,9566
19,builder_7,proposer_10,531092618.0653835,580843618,46513
20,builder_8,proposer_15,391088594.6760831,426836534,24356
21,builder_12,proposer_3,349048418.6540017,383106943,19205
22,builder_10,proposer_2,233484205.2790507,364177852,25159
23,builder_15,proposer_17,412504746.3385638,457952354,1605383
24,builder_12,proposer_2,452643727.6304548,493662673,72955
25,builder_5,proposer_8,213291688.42661664,233747832,9893
26,builder_11,proposer_14,664494757.3363341,724483887,45936
27,builder_11,proposer_15,322375042.5109969,356551487,4855
28,builder_16,proposer_8,299852503.4168827,327580613,39880
29,builder_12,proposer_15,403843566.463497,441071779,27039
30,builder_9,proposer_11,396852121.43098444,432778924,10767
31,builder_11,proposer_7,441599268.64125955,481232971,6374
32,builder_14,proposer_7,333766810.84128374,364627140,2510
33,builder_11,proposer_6,529734716.3759798,579521752,55399
34,builder_15,proposer_0,392880081.6115602,431084584,143774
35,builder_18,proposer_2,530833609.8891244,579844243,147468
