id,position,gas_fee,mev_potential,creator_id,created_at,included_at,target_tx
1812,12,1000000,0,user_42,230,230,
1800,13,970000,100000,user_32,230,230,
1799,14,970000,17000,user_32,230,230,
1785,15,870000,0,user_17,230,230,
1816,16,670000,43600,user_47,230,230,
1802,17,660000,34700,user_34,230,230,
1779,18,650000,285000,user_9,230,230,
1808,19,600000,39400,user_36,230,230,
1782,20,530000,256000,user_14,230,230,
1777,21,470000,0,user_8,230,230,
1769,22,460000,959000,user_0,230,230,
1770,23,460000,5630,user_1,230,230,
1790,24,460000,73100,user_26,230,230,
1787,25,460000,594000,user_21,230,230,
1780,26,420000,322000,user_11,230,230,
1796,27,320000,0,user_30,230,230,
1803,28,260000,75000,user_34,230,230,
1801,29,220000,11200,user_32,230,230,
1794,30,170000,108000,user_30,230,230,
1774,31,170000,8520,user_4,230,230,
1778,32,160000,5630,user_9,230,230,
1788,33,160000,0,user_23,230,230,
1793,34,160000,0,user_29,230,230,
1811,35,160000,49100,user_41,230,230,
1814,36,160000,5640,user_44,230,230,
1783,37,150000,35600,user_15,230,230,
1786,38,150000,0,user_18,230,230,
1792,39,150000,296000,user_28,230,230,
1797,40,150000,73100,user_30,230,230,
1813,41,130000,19700,user_43,230,230,
1771,42,120000,100000,user_2,230,230,
1791,43,110000,296000,user_27,230,230,
1806,44,87000,0,user_34,230,230,
1784,45,84000,195000,user_16,230,230,
1773,46,83000,21800,user_4,230,230,
1789,47,82000,17000,user_26,230,230,
1820,0,43000000,73100,user_2,231,231,
1843,1,2600000,146000,user_30,231,231,
1842,2,2600000,369000,user_28,231,231,
1834,3,2400000,33100,user_21,231,231,
1849,4,1700000,17700000,user_38,231,231,
1833,5,1400000,33300,user_21,231,231,
1848,6,1200000,32900,user_36,231,231,
1831,7,1100000,959000,user_20,231,231,
1821,8,970000,7190000,user_5,231,231,
1819,9,870000,34700,user_0,231,231,
1857,10,600000,959000,user_49,231,231,
1818,11,470000,19700,user_0,231,231,
1841,12,460000,47700,user_27,231,231,
1856,13,460000,15100,user_48,231,231,
1859,14,460000,161000,user_49,231,231,
1860,15,460000,0,user_49,231,231,
1825,16,420000,155000,user_11,231,231,
1845,17,420000,0,user_32,231,231,
1851,18,420000,68100,user_41,231,231,
1836,19,370000,33300,user_22,231,231,
1828,20,320000,0,user_14,231,231,
1847,21,320000,146000,user_33,231,231,
1829,22,260000,155000,user_17,231,231,
1823,23,220000,10700,user_9,231,231,
1824,24,220000,73100,user_11,231,231,
1838,25,220000,155000,user_24,231,231,
1839,26,190000,215000,user_24,231,231,
1853,27,190000,6390,user_44,231,231,
1850,28,190000,43600,user_39,231,231,
1835,29,170000,67900,user_21,231,231,
1837,30,170000,23500,user_23,231,231,
1858,31,170000,47700,user_49,231,231,
1832,32,160000,100000,user_20,231,231,
1855,33,160000,0,user_46,231,231,
1830,34,150000,67900,user_19,231,231,
1826,35,130000,128000,user_13,231,231,
1846,36,120000,0,user_32,231,231,
1840,37,110000,12800,user_25,231,231,
1854,38,110000,8520,user_44,231,231,
1822,39,110000,0,user_5,231,231,
1844,40,87000,7190000,user_31,231,231,
1827,41,82000,30200,user_14,231,231,
1852,42,82000,0,user_43,231,231,
