block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,559004000,15736030,15881941250.373755,attack,712
2,663120000,57871530,46817061656.40892,attack,703
3,641630000,24227500,88930091547.66447,attack,720
4,565920000,18895200,140322103774.25525,attack,702
5,740379000,18842300,202125120434.45386,attack,712
6,879270000,48394420,283181601765.813,attack,714
7,833800000,32625340,369581517037.2853,attack,702
8,560860000,18594500,463470287064.104,attack,714
9,718740000,43621440,555486411222.3176,attack,711
10,773030000,38370000,690887839994.7057,attack,713
11,554970000,37232380,823919821804.4623,attack,718
12,632277000,57074500,950789440047.2694,attack,718
13,851950000,118214800,1101102551774.4512,attack,708
14,779900000,27851900,1240782650645.9526,attack,725
15,756590000,73281600,1429245931036.8188,attack,706
16,713510000,29755480,1588985922014.4353,attack,718
17,594660000,42076040,1770519550157.4094,attack,716
18,710300000,44111120,2001488010197.3796,attack,711
19,807800000,9853300,2153434712207.5105,attack,718
20,599620000,57377100,2436368741475.4565,attack,701
21,463945000,26028120,2679382134175.985,attack,713
22,581650000,54134100,2946133835699.869,attack,718
23,488680000,50360560,3138589434784.1387,attack,712
24,539210000,73206480,3437828883293.113,attack,724
25,525630000,47879870,3704353185855.453,attack,711
26,730020000,7692130,4058919030888.1436,attack,713
27,689490000,30209000,4378274527034.2017,attack,722
28,722472000,45795840,4571916814847.764,attack,717
29,749638000,57558000,5028254029608.341,attack,704
30,670300000,5383900,5354922623976.847,attack,720
31,747410000,39505200,5662310888723.283,attack,711
32,493770000,41150700,6065563812812.109,attack,707
33,535900000,51248690,6323054580550.564,attack,710
34,743100000,23823300,6777879439951.241,attack,721
35,741500000,2965580,6990969734834.112,attack,716
36,864460000,8400270,7433552099747.828,attack,711
37,853460000,15213500,7877789027909.65,attack,702
38,603300000,27282140,8299464714052.057,attack,704
39,752070000,26957010,8512073106572.085,attack,717
40,970100000,25850340,9203982843741.988,attack,704
41,923500000,25938300,9579256812334.459,attack,722
42,781100000,26105600,9830414512024.016,attack,702
43,605520000,35851000,10556150770971.582,attack,704
44,616620000,22805050,11267406793329.346,attack,721
45,792140000,53980020,11646779144544.963,attack,702
46,563513000,74348800,12164114498970.682,attack,702
47,769170000,7295580,12773655292224.574,attack,719
48,582598000,25263500,13183667650673.395,attack,712
49,831223000,69061100,13739808549185.533,attack,723
50,539985000,34462930,14259090568419.686,attack,708
